OL,OR,dp,el,er,hd,hi,m,pc,run,t,yaw,yr
82,78,1,102,104,2,0.35,S,44,1,9737,-0.0,-0.4
82,78,1,1,1,2,0.35,S,67,1,9738,-0.0,-0.4
78,82,-2,175,178,-2,0.35,S,68,1,9950,-0.0,0.7
78,82,-2,175,178,-2,0.35,S,68,1,9950,-0.0,0.7
78,82,-3,170,168,-2,0.35,S,69,1,10171,-0.0,0.8
78,82,-3,170,168,-2,0.35,S,69,1,10171,-0.0,0.8
82,78,1,154,158,2,0.36,S,71,1,10393,-0.1,-0.2
82,78,1,154,158,2,0.36,S,71,1,10393,-0.1,-0.2
83,77,2,92,94,3,0.38,S,78,1,10524,-0.2,-0.6
83,77,2,92,94,3,0.38,S,78,1,10524,-0.2,-0.6
84,76,3,101,99,4,0.39,S,40,1,10657,-0.3,-0.8
84,76,3,101,99,4,0.39,S,40,1,10657,-0.3,-0.8
80,80,-2,187,179,0,0.41,S,48,1,10870,-0.2,0.5
80,80,-2,187,179,0,0.41,S,48,1,10870,-0.2,0.5
82,78,1,174,177,2,0.42,S,54,1,11091,-0.1,-0.2
82,78,1,174,177,2,0.42,S,54,1,11091,-0.1,-0.2
80,80,-1,172,172,0,0.43,S,59,1,11313,-0.1,0.2
80,80,-1,172,172,0,0.43,S,59,1,11313,-0.1,0.2
80,80,-1,101,100,0,0.45,S,68,1,11444,-0.1,0.4
80,80,-1,101,100,0,0.45,S,68,1,11444,-0.1,0.4
80,80,-1,95,96,0,0.46,S,39,1,11576,-0.1,0.3
80,80,-1,95,96,0,0.46,S,39,1,11577,-0.1,0.3
82,78,1,155,157,2,0.47,S,49,1,11789,-0.1,-0.2
82,78,1,155,157,2,0.47,S,49,1,11790,-0.1,-0.2
85,75,3,163,161,5,0.50,S,56,1,12011,-0.3,-0.8
85,75,3,163,161,5,0.50,S,56,1,12011,-0.3,-0.8
81,79,0,176,173,1,0.53,S,60,1,12232,-0.3,0.1
81,79,0,176,173,1,0.53,S,60,1,12233,-0.3,0.1
81,79,0,170,169,1,0.55,S,63,1,12453,-0.2,0.1
81,79,0,170,169,1,0.55,S,63,1,12453,-0.2,0.1
80,80,-1,98,98,0,0.56,S,71,1,12584,-0.2,0.4
80,80,-1,98,98,0,0.56,S,71,1,12584,-0.2,0.4
83,77,1,99,100,3,0.58,S,36,1,12716,-0.2,-0.4
83,77,1,99,100,3,0.58,S,36,1,12717,-0.2,-0.4
82,78,0,168,169,2,0.59,S,46,1,12929,-0.1,-0.1
82,78,0,168,169,2,0.59,S,46,1,12929,-0.1,-0.1
83,77,2,153,151,3,0.60,S,54,1,13150,-0.1,-0.5
83,77,2,153,151,3,0.60,S,54,1,13151,-0.1,-0.5
81,79,0,152,151,1,0.62,S,60,1,13372,-0.2,0.0
81,79,0,152,151,1,0.62,S,60,1,13372,-0.2,0.0
82,78,1,96,97,2,0.63,S,69,1,13503,-0.2,-0.2
82,78,1,96,97,2,0.63,S,69,1,13504,-0.2,-0.2
79,81,-2,99,97,-1,0.65,S,26,1,13636,-0.2,0.7
81,79,0,99,97,1,0.67,S,45,1,13757,-0.2,0.1
81,79,0,1,0,1,0.68,S,67,1,13762,-0.2,0.1
80,80,-2,94,92,0,0.68,S,49,1,13891,-0.1,0.5
80,80,-1,153,158,0,0.70,S,56,1,14102,-0.1,0.4
80,80,-1,153,158,0,0.70,S,56,1,14103,-0.1,0.4
83,77,1,90,92,3,0.71,S,67,1,14225,-0.1,-0.5
85,79,1,2,2,3,0.71,S,82,1,14230,-0.1,-0.5
82,78,0,89,87,2,0.72,S,42,1,14350,-0.2,-0.1
81,79,0,91,90,1,0.74,S,57,1,14472,-0.2,0.1
81,79,0,91,90,1,0.74,S,57,1,14476,-0.2,0.1
82,78,1,75,76,2,0.75,S,27,1,14597,-0.2,-0.2
83,77,1,145,146,3,0.78,S,41,1,14809,-0.3,-0.3
83,77,1,145,146,3,0.78,S,41,1,14809,-0.3,-0.3
84,76,1,166,162,4,0.81,S,49,1,15030,-0.3,-0.4
84,76,1,166,162,4,0.81,S,49,1,15030,-0.3,-0.4
82,78,0,165,163,2,0.83,S,55,1,15251,-0.2,-0.1
82,78,0,165,163,2,0.83,S,55,1,15251,-0.2,-0.1
81,79,0,159,159,1,0.84,S,60,1,15472,-0.1,0.1
81,79,0,159,159,1,0.84,S,60,1,15472,-0.1,0.1
80,80,-1,98,96,0,0.84,S,68,1,15603,-0.0,0.4
80,80,-1,98,96,0,0.84,S,68,1,15603,-0.0,0.4
78,82,-3,96,95,-2,0.84,S,27,1,15735,-0.0,0.8
78,82,-3,96,95,-2,0.84,S,27,1,15736,-0.0,0.8
82,78,0,157,163,2,0.86,S,39,1,15947,-0.1,-0.1
82,78,0,1,1,2,0.87,S,63,1,15948,-0.1,-0.1
79,81,-2,149,147,-1,0.88,S,66,1,16169,-0.1,0.7
79,81,-2,149,147,-1,0.88,S,66,1,16169,-0.1,0.7
81,79,-1,163,159,1,0.90,S,67,1,16390,-0.2,0.3
81,79,-1,163,159,1,0.90,S,67,1,16391,-0.2,0.3
83,77,2,102,103,3,0.92,S,72,1,16522,-0.2,-0.5
83,77,2,102,103,3,0.92,S,72,1,16522,-0.2,-0.5
81,79,-1,97,97,1,0.93,S,11,1,16654,-0.2,0.3
81,79,-1,97,97,1,0.93,S,11,1,16655,-0.2,0.3
82,78,0,100,98,2,0.95,S,34,1,16777,-0.2,-0.1
82,78,0,1,1,2,0.96,S,58,1,16781,-0.2,-0.1
80,80,-1,94,91,0,0.96,S,39,1,16910,-0.0,0.2
81,79,0,93,93,1,0.96,S,54,1,17032,-0.0,-0.1
81,79,0,93,93,1,0.96,S,54,1,17036,-0.0,-0.1
81,79,0,83,83,1,0.96,S,18,1,17156,-0.0,0.0
82,78,1,89,92,2,0.96,S,39,1,17277,0.0,-0.2
82,78,1,0,0,2,0.96,S,62,1,17282,0.0,-0.2
81,79,0,87,86,1,0.96,S,44,1,17411,-0.1,0.0
78,82,-3,148,145,-2,0.97,S,52,1,17623,-0.1,1.0
78,82,-3,148,145,-2,0.97,S,52,1,17623,-0.1,1.0
81,79,0,160,161,1,0.98,S,57,1,17835,-0.1,0.0
81,79,0,160,161,1,0.98,S,57,1,17836,-0.1,0.0
81,79,-1,171,169,1,1.00,S,59,1,18048,-0.2,0.2
81,79,-1,171,169,1,1.00,S,59,1,18048,-0.2,0.2
82,78,0,169,169,2,1.01,S,61,1,18269,-0.2,0.0
82,78,0,169,169,2,1.01,S,61,1,18270,-0.2,0.0
80,80,-1,99,99,0,1.03,S,68,1,18401,-0.1,0.4
80,80,-1,99,99,0,1.03,S,68,1,18401,-0.1,0.4
83,77,2,92,93,3,1.04,S,13,1,18533,-0.0,-0.5
83,77,2,92,93,3,1.04,S,13,1,18534,-0.0,-0.5
81,79,0,98,97,1,1.04,S,35,1,18656,-0.0,-0.1
81,79,0,1,1,1,1.04,S,59,1,18661,-0.0,-0.1
83,77,1,89,90,3,1.04,S,40,1,18790,-0.1,-0.3
80,80,-2,149,149,0,1.06,S,49,1,19002,-0.2,0.6
80,80,-2,149,149,0,1.06,S,49,1,19002,-0.2,0.6
81,79,-1,160,157,1,1.07,S,54,1,19214,-0.1,0.3
81,79,-1,160,157,1,1.07,S,54,1,19214,-0.1,0.3
81,79,0,172,170,1,1.09,S,57,1,19427,-0.1,0.1
81,79,0,172,170,1,1.09,S,57,1,19427,-0.1,0.1
82,78,0,171,174,2,1.10,S,59,1,19648,-0.1,0.1
82,78,0,171,174,2,1.10,S,59,1,19649,-0.1,0.1
81,79,-1,169,167,1,1.10,S,60,1,19869,-0.0,0.2
81,79,-1,169,167,1,1.10,S,60,1,19870,-0.0,0.2
80,80,-1,101,99,0,1.10,S,67,1,20001,-0.0,0.4
80,80,-1,101,99,0,1.10,S,67,1,20001,-0.0,0.4
81,79,0,88,91,1,1.11,S,15,1,20133,-0.1,0.1
81,79,0,88,91,1,1.11,S,15,1,20134,-0.1,0.1
80,80,-3,157,161,0,1.13,S,30,1,20346,-0.2,0.8
80,80,-3,157,161,0,1.13,S,30,1,20346,-0.2,0.8
82,78,-1,169,163,2,1.15,S,40,1,20567,-0.2,0.2
82,78,-1,0,0,2,1.18,S,62,1,20568,-0.2,0.2
84,76,2,178,178,4,1.20,S,62,1,20789,-0.2,-0.7
84,76,2,178,178,4,1.20,S,62,1,20789,-0.2,-0.7
83,77,1,104,104,3,1.21,S,68,1,20920,-0.2,-0.2
83,77,1,104,104,3,1.21,S,68,1,20920,-0.2,-0.2
81,79,-1,93,92,1,1.23,S,11,1,21052,-0.2,0.2
81,79,-1,93,92,1,1.23,S,11,1,21053,-0.2,0.2
81,79,-1,167,164,1,1.25,S,27,1,21265,-0.1,0.4
81,79,-1,167,164,1,1.25,S,27,1,21265,-0.1,0.4
81,79,-1,160,163,1,1.25,S,38,1,21487,-0.0,0.2
81,79,-1,160,163,1,1.25,S,38,1,21487,-0.0,0.2
84,76,1,154,155,4,1.27,S,46,1,21708,-0.2,-0.4
84,76,1,154,155,4,1.27,S,46,1,21709,-0.2,-0.4
55,105,-20,156,118,-25,1.15,S,54,1,21929,1.2,6.3
,,,156,,,,S,,1,21929,,
48,112,-30,89,115,-32,1.10,S,62,1,22060,1.7,9.3
48,112,-30,89,115,-32,1.10,S,62,1,22060,1.7,9.3
99,61,16,76,111,19,1.06,S,8,1,22192,-0.4,-4.9
99,61,16,76,111,19,1.06,S,8,1,22193,-0.4,-4.9
112,48,40,101,93,32,1.13,S,31,1,22314,-0.8,-12.5
112,48,40,2,2,32,1.16,S,54,1,22319,-0.8,-12.5
90,70,3,96,77,10,1.20,S,17,1,22448,-1.3,-0.8
69,91,-10,126,112,-11,1.14,S,34,1,22660,0.5,3.1
69,91,-10,126,112,-11,1.14,S,34,1,22661,0.5,3.1
68,92,-11,64,77,-12,1.08,S,51,1,22783,0.6,3.3
68,92,-11,64,77,-12,1.08,S,51,1,22787,0.6,3.3
79,81,-3,79,84,-1,1.05,S,27,1,22909,-0.2,0.8
83,77,0,146,146,3,1.09,S,39,1,23120,-0.4,0.1
83,77,0,146,146,3,1.09,S,39,1,23121,-0.4,0.1
85,75,2,85,85,5,1.13,S,53,1,23243,-0.4,-0.5
85,75,2,85,85,5,1.13,S,53,1,23247,-0.4,-0.5
86,74,2,80,81,6,1.16,S,28,1,23369,-0.6,-0.6
79,81,-4,168,158,-1,1.19,S,38,1,23580,-0.3,1.2
79,81,-4,168,158,-1,1.19,S,38,1,23581,-0.3,1.2
76,84,-4,174,165,-4,1.18,S,45,1,23793,0.1,1.4
76,84,-4,174,165,-4,1.18,S,45,1,23793,0.1,1.4
77,83,-2,161,164,-3,1.13,S,50,1,24006,0.5,0.5
77,83,-2,161,164,-3,1.13,S,50,1,24006,0.5,0.5
77,83,-2,175,173,-3,1.07,S,52,1,24227,0.5,0.6
77,83,-2,175,173,-3,1.07,S,52,1,24227,0.5,0.6
77,83,-1,103,99,-3,1.01,S,61,1,24358,0.6,0.3
77,83,-1,103,99,-3,1.01,S,61,1,24359,0.6,0.3
77,83,-1,88,88,-3,0.96,S,49,1,24491,0.7,0.4
78,82,1,83,85,-2,0.90,S,60,1,24613,0.7,-0.2
78,82,1,4,4,-2,0.87,S,74,1,24618,0.7,-0.2
78,82,1,86,87,-2,0.85,S,13,1,24746,0.6,-0.2
82,78,4,96,93,2,0.79,S,33,1,24868,0.6,-1.4
82,78,4,96,93,2,0.79,S,33,1,24872,0.6,-1.4
80,80,2,87,85,0,0.74,S,3,1,24992,0.6,-0.7
80,80,2,99,99,0,0.68,S,26,1,25114,0.6,-0.6
80,80,2,3,3,0,0.66,S,50,1,25119,0.6,-0.6
76,84,-2,95,95,-4,0.63,S,7,1,25248,0.7,0.5
76,84,-1,164,165,-4,0.56,S,22,1,25459,0.8,0.3
76,84,-1,164,165,-4,0.56,S,22,1,25460,0.8,0.3
78,82,1,167,168,-2,0.49,S,33,1,25672,0.6,-0.2
78,82,1,167,168,-2,0.49,S,33,1,25673,0.6,-0.2
80,80,1,154,161,0,0.45,S,42,1,25885,0.5,-0.4
80,80,1,154,161,0,0.45,S,42,1,25885,0.5,-0.4
78,82,0,159,157,-2,0.41,S,47,1,26106,0.4,0.1
78,82,0,159,157,-2,0.41,S,47,1,26107,0.4,0.1
82,78,3,100,99,2,0.38,S,57,1,26238,0.3,-0.9
82,78,3,100,99,2,0.38,S,57,1,26238,0.3,-0.9
81,79,2,93,94,1,0.35,S,4,1,26370,0.2,-0.5
81,79,2,93,94,1,0.35,S,4,1,26371,0.2,-0.5
80,80,0,172,174,0,0.34,S,19,1,26583,0.1,0.1
80,80,0,172,174,0,0.34,S,19,1,26583,0.1,0.1
80,80,0,175,173,0,0.33,S,30,1,26804,0.1,0.0
80,80,0,175,173,0,0.33,S,30,1,26805,0.1,0.0
82,78,2,174,179,2,0.33,S,37,1,27026,0.0,-0.6
82,78,2,174,179,2,0.33,S,37,1,27026,0.0,-0.6
82,78,2,100,103,2,0.33,S,49,1,27157,0.0,-0.6
82,78,2,1,1,2,0.33,S,67,1,27158,0.0,-0.6
84,76,3,89,89,4,0.33,S,41,1,27290,-0.2,-0.9
82,78,1,155,154,2,0.36,S,47,1,27501,-0.3,-0.2
82,78,1,155,154,2,0.36,S,47,1,27502,-0.3,-0.2
82,78,0,177,178,2,0.40,S,49,1,27722,-0.4,-0.1
82,78,0,177,178,2,0.40,S,49,1,27723,-0.4,-0.1
84,76,1,185,184,4,0.46,S,50,1,27944,-0.6,-0.2
84,76,1,185,184,4,0.46,S,50,1,27944,-0.6,-0.2
80,80,-3,176,176,0,0.50,S,51,1,28165,-0.5,0.9
80,80,-3,176,176,0,0.50,S,51,1,28166,-0.5,0.9
82,78,0,175,177,2,0.55,S,52,1,28386,-0.4,0.1
82,78,0,175,177,2,0.55,S,52,1,28387,-0.4,0.1
82,78,0,102,103,2,0.59,S,59,1,28517,-0.4,0.1
82,78,0,0,0,2,0.61,S,73,1,28518,-0.4,0.1
85,75,1,89,91,5,0.63,S,47,1,28649,-0.7,-0.2
86,74,2,158,159,6,0.71,S,51,1,28861,-0.8,-0.6
86,74,2,158,159,6,0.71,S,51,1,28861,-0.8,-0.6
84,76,1,185,174,4,0.78,S,51,1,29082,-0.7,-0.2
84,76,1,185,174,4,0.78,S,51,1,29083,-0.7,-0.2
85,75,1,188,188,5,0.85,S,51,1,29304,-0.7,-0.4
85,75,1,188,188,5,0.85,S,51,1,29304,-0.7,-0.4
83,77,-1,179,184,3,0.91,S,51,1,29525,-0.6,0.3
83,77,-1,179,184,3,0.91,S,51,1,29525,-0.6,0.3
83,77,-1,108,104,3,0.97,S,58,1,29657,-0.6,0.2
83,77,-1,108,104,3,0.97,S,58,1,29657,-0.6,0.2
84,76,1,96,97,4,1.01,S,39,1,29789,-0.4,-0.4
87,73,3,157,163,7,1.07,S,44,1,30000,-0.6,-1.1
87,73,3,157,163,7,1.07,S,44,1,30001,-0.6,-1.1
83,77,0,169,162,3,1.12,S,48,1,30222,-0.6,0.1
83,77,0,169,162,3,1.12,S,48,1,30222,-0.6,0.1
81,79,-1,182,175,1,1.16,S,49,1,30443,-0.3,0.4
81,79,-1,182,175,1,1.16,S,49,1,30444,-0.3,0.4
82,78,0,179,182,2,1.18,S,50,1,30664,-0.3,0.0
82,78,0,179,182,2,1.18,S,50,1,30665,-0.3,0.0
82,78,0,106,104,2,1.21,S,57,1,30796,-0.3,0.1
82,78,0,106,104,2,1.21,S,57,1,30796,-0.3,0.1
81,79,-1,98,96,1,1.23,S,37,1,30928,-0.2,0.5
81,79,-1,98,96,1,1.23,S,37,1,30929,-0.2,0.5
78,82,-4,97,98,-2,1.25,S,49,1,31051,-0.1,1.3
78,82,-4,97,98,-2,1.25,S,49,1,31055,-0.1,1.3
84,76,2,85,91,4,1.26,S,4,1,31184,-0.2,-0.6
87,73,5,88,89,7,1.28,S,26,1,31306,-0.2,-1.6
87,73,5,1,1,7,1.29,S,49,1,31310,-0.2,-1.6
89,71,5,81,81,9,1.30,S,30,1,31430,-0.5,-1.7
82,78,-1,163,155,2,1.34,S,38,1,31642,-0.4,0.5
82,78,-1,163,155,2,1.34,S,38,1,31642,-0.4,0.5
79,81,-2,182,178,-1,1.35,S,42,1,31864,-0.1,0.7
79,81,-2,182,178,-1,1.35,S,42,1,31864,-0.1,0.7
78,82,-3,106,103,-2,1.35,S,51,1,31995,-0.0,1.0
78,82,-3,106,103,-2,1.35,S,51,1,31995,-0.0,1.0
