t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_mm,y_mm,v_mps
2843,2.8430,-9.40,-62.70,0.1400,10,11,21,1,5,1,2314,2429,1231.589,-78.217,0.3142
2949,2.9490,-5.80,8.60,0.1800,-1,10,9,11,169,21,2483,2450,1281.077,-83.244,0.4693
3070,3.0700,-3.00,46.00,0.2000,-8,9,1,17,167,68,2650,2518,1342.515,-86.464,0.5085
3075,3.0750,-3.00,85.90,0.2000,-10,11,1,21,2,2,2652,2520,1343.561,-86.518,0.2094
3181,3.1810,0.60,31.50,0.2000,-9,10,1,19,58,148,2710,2668,1397.489,-85.954,0.5088
3498,3.4980,-9.70,-78.40,0.2400,8,9,17,1,138,89,2848,2757,1456.067,-95.967,0.1875
3507,3.5070,-9.70,-86.90,0.2500,10,11,21,1,5,1,2853,2758,1457.616,-96.231,0.1745
3612,3.6120,-6.10,-2.60,0.3000,3,10,13,7,161,21,3014,2779,1504.994,-101.295,0.4538
3730,3.7300,-3.60,40.20,0.3200,-8,9,1,17,186,50,3200,2829,1566.656,-105.174,0.5236
3738,3.7380,-3.60,72.30,0.3300,-10,11,1,21,2,2,3202,2831,1567.701,-105.240,0.1309
3796,3.7960,0.00,75.50,0.3300,-10,11,1,21,46,73,3248,2904,1598.855,-105.240,0.5371
4423,4.4230,-1.90,9.80,0.4600,2,9,11,7,134,16,3382,2920,1638.104,-106.542,0.0626
4423,4.4230,-1.90,35.70,0.4700,-8,9,1,17,113,42,3495,2962,1678.660,-107.887,4.0579
4622,4.6220,-3.60,48.70,0.4600,-8,9,1,17,76,104,3571,3066,1725.691,-110.846,0.2368
4623,4.6230,-3.60,-6.00,0.4800,4,9,13,5,25,118,3596,3184,1763.055,-113.197,37.4373
4822,4.8220,-7.60,-33.30,0.4700,8,9,17,1,94,110,3690,3294,1815.993,-120.260,0.2684
4823,4.8230,-7.60,-0.00,0.5200,3,9,12,6,104,44,3794,3338,1854.399,-125.385,38.7463
5022,5.0220,1.00,16.60,0.5500,-3,9,6,12,146,63,3940,3401,1909.106,-124.430,0.2750
5023,5.0230,1.00,24.30,0.5300,-8,9,1,17,89,84,4029,3485,1954.391,-123.639,45.2913
5151,5.1510,1.10,30.10,0.5000,-9,10,1,19,57,146,4086,3631,2007.526,-122.619,0.4152
5156,5.1560,1.10,10.60,0.4900,-4,11,7,15,1,2,4087,3633,2008.311,-122.604,0.1571
5262,5.2620,-2.50,-22.40,0.5000,9,10,19,1,67,151,4154,3784,2065.329,-125.093,0.5384
5475,5.4750,-7.50,10.90,0.6000,0,10,10,10,116,21,4270,3805,2100.889,-129.775,0.1684
5669,5.6690,3.90,38.90,0.6400,-8,9,1,17,157,70,4427,3875,2160.180,-125.733,0.3063
5669,5.6690,3.90,26.60,0.6200,-8,9,1,17,75,87,4502,3962,2202.493,-122.848,4.2412
5867,5.8670,-8.50,17.30,0.5800,-9,10,1,19,40,159,4542,4121,2254.019,-130.549,0.2631
5868,5.8680,-8.50,-37.20,0.6300,8,9,17,1,16,162,4558,4283,2300.107,-137.437,46.6003
6068,6.0680,-15.40,-78.10,0.6800,8,9,17,1,142,98,4700,4381,2360.683,-154.122,0.3142
6069,6.0690,-15.40,-18.20,0.7700,8,9,17,1,114,26,4814,4407,2396.019,-163.855,36.6519
6267,6.2670,-6.00,26.80,0.8700,-2,9,7,11,140,59,4954,4466,2447.832,-169.301,0.2631
6268,6.2680,-6.00,27.20,0.9100,-6,9,3,15,94,73,5048,4539,2491.313,-173.871,43.7205
6668,6.6680,-9.50,-41.80,1.0700,8,9,17,1,135,69,5183,4608,2543.988,-182.686,0.1335
6668,6.6680,-9.50,10.80,1.1300,1,9,10,8,126,24,5309,4632,2582.719,-189.167,3.9270
6867,6.8670,-6.60,50.30,1.1900,-8,9,1,17,88,136,5397,4768,2640.973,-195.907,0.2947
6868,6.8680,-6.60,1.90,1.2300,3,9,12,6,26,122,5423,4890,2679.463,-200.361,38.7463
7067,7.0670,-7.30,-34.30,1.2600,8,9,17,1,125,68,5548,4958,2729.581,-206.781,0.2539
7068,7.0680,-7.30,14.40,1.3100,0,9,9,9,126,24,5674,4982,2768.532,-211.771,39.2699
7267,7.2670,-5.20,50.90,1.3500,-8,9,1,17,82,147,5756,5129,2828.238,-217.205,0.3013
7268,7.2680,-5.20,-4.10,1.3900,5,9,14,4,19,122,5775,5251,2864.999,-220.550,36.9137
7667,7.6670,-3.30,46.00,1.4900,-8,9,1,17,88,127,5863,5378,2921.193,-223.790,0.1411
7668,7.6680,-3.30,0.40,1.5100,3,9,12,6,30,114,5893,5492,2958.830,-225.960,37.6991
7796,7.7960,-4.50,-33.80,1.5300,8,9,17,1,129,65,6022,5557,3009.462,-229.945,0.3968
7801,7.8010,-4.50,-49.10,1.5400,9,10,19,1,20,6,6042,5563,3016.248,-230.479,1.3614
8012,8.0120,-0.40,46.60,1.5600,-8,9,1,17,152,76,6194,5639,3075.937,-230.896,0.2829
8021,8.0210,-0.40,64.40,1.5600,-9,10,1,19,13,11,6207,5650,3082.220,-230.940,0.6981
8126,8.1260,3.20,13.80,1.5400,-4,9,5,13,55,150,6262,5800,3135.805,-227.944,0.5111
8244,8.2440,6.80,-15.90,1.5000,4,9,13,5,47,150,6309,5950,3187.017,-221.837,0.4371
8253,8.2530,6.80,-38.20,1.4800,9,10,19,1,6,8,6315,5958,3190.656,-221.403,0.4072
8477,8.4770,-0.10,26.70,1.4300,-8,9,1,17,127,96,6442,6054,3249.037,-221.505,0.2606
8485,8.4850,-0.10,43.90,1.4300,-9,10,1,19,4,7,6446,6061,3251.917,-221.510,0.3600
8582,8.5820,1.70,-1.60,1.4200,2,10,12,8,45,129,6491,6190,3297.450,-220.159,0.4696
8705,8.7050,0.40,-25.80,1.4000,8,9,17,1,85,129,6576,6319,3353.474,-219.768,0.4555
8709,8.7090,0.40,-47.80,1.3900,9,10,19,1,16,16,6592,6335,3361.851,-219.709,2.0944
8815,8.8150,-2.70,-8.80,1.4100,5,10,15,5,116,41,6708,6376,3402.908,-221.645,0.3878
8932,8.9320,-2.70,19.00,1.4300,-3,9,6,12,161,52,6869,6428,3458.609,-224.272,0.4766
8942,8.9420,-2.70,41.60,1.4300,-9,10,1,19,16,8,6885,6436,3464.885,-224.568,0.6283
8994,8.9940,0.90,56.00,1.4200,-9,10,1,19,44,75,6929,6511,3496.036,-224.079,0.5991
9082,9.0820,4.50,58.30,1.4100,-9,10,1,19,7,15,6936,6526,3501.778,-223.627,0.0654
9082,9.0820,4.50,1.10,1.3800,-1,10,9,11,28,98,6964,6624,3534.663,-221.039,3.2987
9201,9.2010,4.60,-27.60,1.3300,7,9,16,2,76,145,7040,6769,3592.334,-216.399,0.4862
9209,9.2090,4.60,-49.00,1.3200,10,11,21,1,1,1,7041,6770,3592.856,-216.357,0.0654
9316,9.3160,1.00,5.30,1.3000,-1,10,9,11,152,57,7193,6827,3647.564,-215.402,0.5114
9434,9.4340,1.40,34.20,1.2700,-8,9,1,17,144,94,7337,6921,3709.853,-213.880,0.5280
9442,9.4420,1.40,48.70,1.2600,-8,9,1,17,13,12,7350,6933,3716.396,-213.720,0.8181
9540,9.5400,4.50,7.10,1.2300,-3,10,7,13,50,125,7400,7058,3762.070,-210.125,0.4675
9728,9.7280,-5.10,-19.10,1.1800,5,9,14,4,68,156,7468,7214,3820.481,-215.338,0.3119
9729,9.7290,-5.10,-19.50,1.2100,8,9,17,1,75,80,7543,7294,3860.899,-218.945,40.5789
9858,9.8580,-5.20,-19.80,1.2400,8,9,17,1,140,48,7683,7342,3909.915,-223.406,0.3815
9866,9.8660,-5.20,-19.90,1.2500,10,11,21,1,6,1,7689,7343,3911.740,-223.572,0.2291
9977,9.9770,-1.60,42.30,1.2700,-9,10,1,19,196,14,7885,7357,3966.696,-225.107,0.4953
10165,10.1650,17.50,73.30,1.2600,-8,9,1,17,115,124,8000,7481,4026.370,-206.292,0.3328
10165,10.1650,17.50,14.90,1.1500,-8,9,1,17,31,103,8031,7584,4059.828,-195.743,3.5081
10294,10.2940,16.50,-28.90,0.9900,1,9,10,8,75,128,8106,7712,4110.785,-180.649,0.4120
10303,10.3030,16.50,-39.90,0.9500,8,10,18,2,8,9,8114,7721,4115.052,-179.385,0.4945
10527,10.5270,12.80,22.00,0.7700,-8,9,1,17,115,115,8229,7836,4173.769,-166.045,0.2688
10535,10.5350,12.80,37.90,0.7400,-9,10,1,19,4,6,8233,7842,4176.322,-165.465,0.3272
10593,10.5930,15.90,15.90,0.6300,-9,10,1,19,28,75,8261,7917,4202.256,-158.077,0.4649
10742,10.7420,13.90,-2.70,0.5000,-7,9,2,16,45,199,8306,8116,4264.264,-142.732,0.4287
10743,10.7430,13.90,-27.20,0.4500,5,9,14,4,10,56,8316,8172,4281.037,-138.581,17.2788
10860,10.8600,10.30,-45.70,0.4300,10,11,21,1,6,17,8322,8189,4286.962,-137.504,0.0515
10861,10.8610,10.30,-29.00,0.3700,6,9,15,3,160,90,8482,8279,4351.357,-125.802,65.4498
11049,11.0490,3.30,-20.70,0.3100,4,9,13,5,136,43,8618,8322,4398.141,-123.104,0.2493
11050,11.0500,3.30,13.40,0.2900,-6,9,3,15,107,41,8725,8363,4436.823,-120.874,38.7463
11179,11.1790,4.20,38.90,0.2800,-8,9,1,17,75,151,8800,8514,4495.831,-116.540,0.4587
11187,11.1870,4.20,45.30,0.2700,-9,10,1,19,2,5,8802,8519,4497.659,-116.406,0.2291
11298,11.2980,0.60,-23.40,0.2500,8,10,18,2,21,190,8823,8709,4552.895,-115.828,0.4977
11420,11.4200,-5.70,-58.20,0.2700,7,8,15,1,127,118,8950,8827,4616.719,-122.198,0.5257
11425,11.4250,-5.70,-96.60,0.2800,9,10,19,1,3,1,8953,8828,4617.761,-122.302,0.2094
11526,11.5260,-9.30,-22.90,0.3500,9,10,19,1,150,27,9103,8855,4663.490,-129.791,0.4588
11644,11.6440,-8.50,17.20,0.4400,1,9,10,8,181,15,9284,8870,4714.239,-137.375,0.4349
11652,11.6520,-8.50,37.20,0.4500,-9,10,1,19,22,2,9306,8872,4720.454,-138.304,0.7854
11758,11.7580,-4.90,29.80,0.5000,-8,9,1,17,78,142,9384,9014,4777.839,-143.223,0.5434
11876,11.8760,8.40,18.60,0.5400,-3,9,6,12,26,149,9410,9163,4823.162,-136.531,0.3883
11885,11.8850,8.40,10.20,0.5300,-6,10,4,16,1,7,9411,9170,4825.234,-136.225,0.2327
11982,11.9820,4.80,-28.80,0.4900,8,10,18,2,38,132,9449,9302,4869.584,-132.501,0.4588
12170,12.1700,-4.20,-47.70,0.4700,8,9,17,1,117,93,9566,9395,4924.414,-136.527,0.2924
12171,12.1710,-4.20,4.40,0.5000,1,9,10,8,110,30,9676,9425,4960.968,-139.211,36.6519
12300,12.3000,-3.00,43.40,0.5500,-8,9,1,17,84,144,9760,9569,5020.576,-142.335,0.4627
12308,12.3080,-3.00,53.10,0.5500,-10,11,1,21,1,4,9761,9573,5021.884,-142.404,0.1636
12419,12.4190,-6.60,-13.90,0.6000,8,10,18,2,23,188,9784,9761,5076.757,-148.753,0.4977
12541,12.5410,-8.70,-48.20,0.6700,8,9,17,1,123,109,9907,9870,5136.796,-157.940,0.4978
12546,12.5460,-8.70,-88.50,0.6800,10,11,21,1,1,0,9908,9870,5137.054,-157.980,0.0524
12631,12.6310,-12.30,-25.50,0.7700,9,10,19,1,125,24,10033,9894,5175.167,-166.290,0.4589
12824,12.8240,4.60,9.40,0.8800,6,9,15,3,182,20,10215,9914,5227.880,-162.048,0.2740
12825,12.8250,4.60,56.30,0.8500,-8,9,1,17,159,14,10374,9928,5273.026,-158.416,45.2913
13023,13.0230,11.90,79.70,0.8300,-7,8,1,15,104,128,10478,10056,5332.458,-145.892,0.3068
13024,13.0240,11.90,25.80,0.7600,-8,9,1,17,21,107,10499,10163,5365.248,-138.982,33.5103
13223,13.2230,-2.30,-1.10,0.7000,-3,9,6,12,4,151,10503,10314,5405.794,-140.610,0.2039
13223,13.2230,-2.30,-38.90,0.7200,8,9,17,1,28,116,10531,10430,5443.463,-142.123,3.7699
13423,13.4230,-1.50,-57.80,0.7500,8,9,17,1,121,68,10652,10498,5492.926,-143.419,0.2474
13424,13.4240,-1.50,-0.20,0.7800,1,9,10,8,112,21,10764,10519,5527.734,-144.330,34.8193
13623,13.6230,7.20,28.60,0.8100,-7,8,1,15,139,67,10903,10586,5581.239,-137.571,0.2710
13624,13.6240,7.20,23.90,0.7700,-8,9,1,17,60,82,10963,10668,5618.121,-132.911,37.1755
13823,13.8230,-4.50,21.60,0.7300,-7,8,1,15,28,150,10991,10818,5664.578,-136.568,0.2342
13824,13.8240,-4.50,-29.10,0.7600,8,9,17,1,10,129,11001,10947,5700.856,-139.423,36.3901
14023,14.0230,-8.80,-54.40,0.8000,7,8,15,1,121,79,11122,11026,5752.599,-147.433,0.2631
14024,14.0240,-8.80,-5.90,0.8600,7,9,16,2,92,16,11214,11042,5780.541,-151.759,28.2743
14223,14.2230,2.90,18.40,0.9300,-1,9,8,10,137,22,11351,11064,5822.114,-149.653,0.2092
14224,14.2240,2.90,38.00,0.9100,-8,9,1,17,96,54,11447,11118,5861.333,-147.666,39.2699
14423,14.4230,-1.40,47.80,0.9000,-8,9,1,17,63,123,11510,11241,5910.013,-148.856,0.2447
14424,14.4240,-1.40,-7.90,0.9300,4,9,13,5,15,117,11525,11358,5944.561,-149.700,34.5575
14624,14.6240,-7.30,-35.80,0.9500,7,8,15,1,88,106,11613,11464,5994.938,-156.153,0.2539
14624,14.6240,-7.30,-7.40,0.9900,7,9,16,2,86,38,11699,11502,6027.138,-160.278,3.2463
14824,14.8240,4.50,6.80,1.0500,3,9,12,6,139,22,11838,11524,6069.158,-156.971,0.2107
14824,14.8240,4.50,35.60,1.0200,-8,9,1,17,118,41,11956,11565,6110.656,-153.705,4.1626
15024,15.0240,3.90,50.10,0.9900,-7,8,1,15,81,117,12037,11682,6162.372,-150.180,0.2592
15024,15.0240,3.90,-3.90,0.9700,0,9,9,9,19,111,12056,11793,6196.327,-147.865,3.4034
15152,15.1520,2.60,-30.90,0.9500,7,8,15,1,66,130,12122,11923,6247.587,-145.537,0.4009
15157,15.1570,2.60,-48.80,0.9400,8,9,17,1,13,15,12135,11938,6254.910,-145.205,1.4661
15262,15.2620,-1.00,-12.90,0.9600,6,9,15,3,136,42,12271,11980,6301.503,-146.018,0.4438
15451,15.4510,8.10,9.60,0.9800,0,9,9,9,147,32,12418,12012,6347.897,-139.415,0.2479
15451,15.4510,8.10,31.70,0.9300,-8,9,1,17,104,53,12522,12065,6388.590,-133.624,4.1103
15579,15.5790,9.00,48.30,0.8900,-8,9,1,17,69,143,12591,12208,6443.408,-124.941,0.4336
15588,15.5880,9.00,52.40,0.8800,-10,11,1,21,1,4,12592,12212,6444.701,-124.736,0.1454
15698,15.6980,5.40,-19.90,0.8300,5,10,15,5,18,185,12610,12397,6497.610,-119.735,0.4831
15821,15.8210,-2.10,-56.50,0.8200,8,9,17,1,100,134,12710,12531,6558.830,-121.980,0.4981
15825,15.8250,-2.10,-92.10,0.8300,9,10,19,1,2,1,12712,12532,6559.615,-122.009,0.1963
15926,15.9260,-5.70,-22.50,0.8600,9,10,19,1,143,35,12855,12567,6605.985,-126.637,0.4614
16045,16.0450,-6.70,15.30,0.9400,1,9,10,8,185,22,13040,12589,6659.807,-132.960,0.4554
16053,16.0530,-6.70,43.60,0.9500,-9,10,1,19,12,4,13052,12593,6663.968,-133.448,0.5236
16111,16.1110,-3.10,71.70,0.9800,-9,10,1,19,46,56,13098,12649,6690.632,-134.892,0.4604
16343,16.3430,-2.80,92.20,1.0100,-9,10,1,19,44,166,13142,12815,6745.544,-137.578,0.2370
16344,16.3440,-2.80,-2.70,1.0300,3,9,12,6,17,206,13159,13021,6803.856,-140.430,58.3813
16466,16.4660,-4.90,-50.20,1.0600,7,8,15,1,66,141,13225,13162,6857.850,-145.059,0.4442
16470,16.4700,-4.90,-79.40,1.0700,8,9,17,1,12,14,13237,13176,6864.632,-145.640,1.7017
16578,16.5780,-8.50,-29.40,1.1300,9,10,19,1,119,35,13356,13211,6904.506,-151.600,0.3733
16700,16.7000,-11.00,6.50,1.2100,4,9,13,5,165,20,13521,13231,6952.049,-160.841,0.3970
16704,16.7040,-11.00,48.00,1.2300,-10,11,1,21,3,0,13524,13231,6952.820,-160.991,0.1963
16806,16.8060,-7.40,30.50,1.2900,-6,9,3,15,73,140,13597,13371,7008.119,-168.173,0.5467
16924,16.9240,3.10,18.20,1.3400,-2,9,7,11,46,139,13643,13510,7056.481,-165.554,0.4104
16932,16.9320,3.10,12.10,1.3300,-4,10,6,14,6,15,13649,13525,7061.971,-165.256,0.6872
17038,17.0380,-0.50,-15.70,1.3400,7,9,16,2,67,123,13716,13648,7111.711,-165.691,0.4693
17157,17.1570,-7.30,-27.40,1.3500,8,9,17,1,118,84,13834,13732,7164.166,-172.410,0.4444
17165,17.1650,-7.30,-36.10,1.3700,9,10,19,1,7,3,13841,13735,7166.763,-172.743,0.3272
17263,17.2630,-3.70,16.70,1.4000,-3,10,7,13,140,22,13981,13757,7209.086,-175.480,0.4328
17385,17.3850,-1.00,43.90,1.4200,-8,9,1,17,135,85,14116,13842,7266.673,-176.485,0.4721
17389,17.3890,-1.00,64.30,1.4200,-8,9,1,17,15,15,14131,13857,7274.526,-176.622,1.9635
17496,17.4960,2.60,15.20,1.4100,-5,9,4,14,40,131,14171,13988,7319.247,-174.591,0.4184
17684,17.6840,-8.70,-17.00,1.3800,5,9,14,4,39,157,14210,14145,7369.969,-182.353,0.2729
17684,17.6840,-8.70,-24.50,1.4300,8,9,17,1,64,82,14274,14227,7407.752,-188.134,3.8223
17926,17.9260,-5.50,29.90,1.5400,-7,9,2,16,170,14,14444,14241,7455.702,-192.751,0.1991
18045,18.0450,4.00,60.60,1.5500,-8,9,1,17,108,108,14552,14349,7512.113,-188.807,0.4752
18053,18.0530,4.00,83.60,1.5400,-9,10,1,19,4,10,14556,14359,7515.769,-188.551,0.4581
18160,18.1600,7.60,16.60,1.4900,-7,10,3,17,18,151,14574,14510,7559.624,-182.700,0.4135
18278,18.2780,8.10,-18.80,1.4100,2,9,11,7,21,170,14595,14680,7609.129,-175.654,0.4238
18286,18.2860,8.10,-45.40,1.3900,9,10,19,1,2,6,14597,14686,7611.203,-175.359,0.2618
18393,18.3930,4.50,-6.20,1.3500,2,9,11,7,124,65,14721,14751,7660.530,-171.477,0.4624
18510,18.5100,-3.90,15.70,1.3100,-7,9,2,16,127,67,14848,14818,7711.202,-174.931,0.4341
18519,18.5190,-3.90,32.00,1.3200,-8,10,2,18,2,1,14850,14819,7711.985,-174.985,0.0873
18616,18.6160,-0.30,-1.40,1.3300,2,10,12,8,55,132,14905,14951,7760.941,-175.241,0.5047
18738,18.7380,-1.20,-19.50,1.3100,7,9,16,2,96,127,15001,15078,7819.309,-176.464,0.4785
18743,18.7430,-1.20,-51.10,1.3200,9,10,19,1,4,3,15005,15081,7821.142,-176.502,0.3665
18843,18.8430,-3.40,0.10,1.3400,2,10,12,8,127,45,15132,15126,7866.092,-179.172,0.4503
18962,18.9620,-2.20,28.30,1.3600,-7,9,2,16,155,67,15287,15193,7924.169,-181.403,0.4884
18970,18.9700,-2.20,49.50,1.3600,-10,11,1,21,0,0,15287,15193,7924.169,-181.403,0.0000
19076,19.0760,1.40,1.00,1.3400,0,9,9,9,64,144,15351,15337,7978.607,-180.073,0.5137
19195,19.1950,3.70,-25.00,1.3100,8,9,17,1,79,131,15430,15468,8033.470,-176.525,0.4620
19203,19.2030,3.70,-44.50,1.3000,9,10,19,1,8,5,15438,15473,8036.866,-176.306,0.4254
19289,19.2890,0.10,-4.20,1.2900,3,10,13,7,100,40,15538,15513,8073.518,-176.242,0.4262
19408,19.4080,-0.30,17.60,1.2900,-5,9,4,14,147,68,15685,15581,8129.804,-176.536,0.4730
19416,19.4160,-0.30,33.90,1.2900,-9,10,1,19,5,4,15690,15585,8132.160,-176.549,0.2945
19522,19.5220,3.30,-4.80,1.2700,2,9,11,7,61,138,15751,15723,8184.172,-173.550,0.4915
19641,19.6410,5.50,-25.60,1.2400,7,8,15,1,89,117,15840,15840,8237.854,-168.381,0.4532
19649,19.6490,5.50,-41.10,1.2300,9,10,19,1,2,1,15842,15841,8238.636,-168.305,0.0982
19755,19.7550,4.40,14.20,1.1900,-6,9,3,15,153,43,15995,15884,8289.798,-164.369,0.4841
19874,19.8740,6.00,43.10,1.1600,-8,9,1,17,107,110,16102,15994,8346.297,-158.430,0.4774
19882,19.8820,6.00,57.60,1.1500,-8,9,1,17,8,15,16110,16009,8352.285,-157.801,0.7527
19979,19.9790,7.20,6.00,1.0900,-4,10,6,14,24,133,16134,16142,8393.064,-152.650,0.4237
20167,20.1670,-4.30,-25.20,1.0400,6,9,15,3,48,158,16182,16300,8446.842,-156.693,0.2869
20168,20.1680,-4.30,-26.40,1.0600,8,9,17,1,75,74,16257,16374,8485.741,-159.618,39.0081
20296,20.2960,-4.60,-27.30,1.0900,8,9,17,1,132,31,16389,16405,8528.277,-163.040,0.3334
20305,20.3050,-4.60,-27.60,1.1000,9,10,19,1,7,1,16396,16406,8530.364,-163.208,0.2327
20415,20.4150,-1.00,33.60,1.1300,-9,10,1,19,175,9,16571,16415,8578.528,-164.049,0.4379
20603,20.6030,18.30,64.30,1.1100,-7,8,1,15,107,140,16678,16555,8639.922,-143.745,0.3440
20604,20.6040,18.30,19.50,1.0000,-8,9,1,17,27,109,16705,16664,8673.726,-132.565,35.6047
20732,20.7320,18.00,-14.10,0.8400,-4,9,5,13,35,133,16740,16797,8715.556,-118.974,0.3436
20741,20.7410,18.00,-22.50,0.8000,1,11,12,10,0,1,16740,16798,8715.805,-118.893,0.0291
20851,20.8510,14.40,-20.40,0.6900,1,9,10,8,103,126,16843,16924,8773.873,-103.984,0.5450
20973,20.9730,7.30,-18.60,0.6000,1,8,9,7,105,113,16948,17037,8830.483,-96.732,0.4678
20978,20.9780,7.30,-13.50,0.5800,2,9,11,7,15,15,16963,17052,8838.273,-95.734,1.5708
21079,21.0790,6.20,-6.10,0.5300,0,9,9,9,81,92,17044,17144,8883.300,-90.842,0.4484
21197,21.1970,6.20,-4.30,0.5000,0,9,9,9,97,107,17141,17251,8936.394,-85.074,0.4526
21206,21.2060,6.20,-3.00,0.4800,-1,10,9,11,4,4,17145,17255,8938.477,-84.848,0.2327
21312,21.3120,4.90,-5.10,0.4500,0,9,9,9,91,103,17236,17358,8989.080,-80.510,0.4791
21430,21.4300,4.80,-6.30,0.4300,2,8,10,6,101,106,17337,17464,9043.082,-75.975,0.4593
21439,21.4390,4.80,-7.20,0.4200,1,10,11,9,2,3,17339,17467,9044.387,-75.866,0.1454
21536,21.5360,4.40,-1.80,0.3900,0,9,9,9,98,96,17437,17563,9095.026,-71.969,0.5236
21658,21.6580,4.40,0.90,0.3700,-2,8,6,10,109,110,17546,17673,9152.191,-67.571,0.4700
21662,21.6620,4.40,1.20,0.3600,-1,9,8,10,15,17,17561,17690,9160.544,-66.928,2.0944
21748,21.7480,3.90,-4.20,0.3300,0,10,10,10,71,86,17632,17776,9201.551,-64.132,0.4779
21942,21.9420,2.70,-7.00,0.3200,2,8,10,6,111,122,17743,17898,9262.483,-61.259,0.3144
21942,21.9420,2.70,-3.10,0.3000,0,8,8,8,93,77,17836,17975,9306.940,-59.162,4.4506
22141,22.1410,3.10,-0.20,0.2700,0,9,9,9,108,117,17944,18092,9365.758,-55.977,0.2960
22141,22.1410,3.10,-0.40,0.2500,-1,8,7,9,84,86,18028,18178,9410.199,-53.570,4.4506
22341,22.3410,1.90,-0.50,0.2400,0,9,9,9,103,117,18131,18295,9467.763,-51.660,0.2880
22341,22.3410,1.90,-3.30,0.2300,1,8,9,7,84,92,18215,18387,9513.815,-50.133,4.6077
22540,22.5400,1.60,-5.40,0.2200,2,9,11,7,115,113,18330,18500,9573.481,-48.466,0.3000
22541,22.5410,1.60,-2.20,0.2100,0,8,8,8,97,81,18427,18581,9620.064,-47.165,46.6003
22740,22.7400,2.30,0.20,0.2000,0,8,8,8,119,123,18546,18704,9683.368,-44.622,0.3184
22741,22.7410,2.30,1.10,0.1800,-2,8,6,10,90,87,18636,18791,9729.669,-42.763,46.3385
