t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_enc_mm,y_enc_mm,theta_enc_deg,x_imu_mm,y_imu_mm,v_mps
4154,4.1540,-0.60,7.90,-0.0000,-4,9,5,13,147,89,3837,3763,1986.087,-15.754,-15.310,1989.589,-1.894,0.5192
4162,4.1620,-0.60,14.80,0.0000,-4,9,5,13,16,12,3853,3775,1993.129,-17.791,-16.138,1996.919,-1.971,0.9163
4248,4.2480,3.00,10.60,-0.0100,-5,10,5,15,71,87,3924,3862,2033.461,-26.975,-12.828,2038.226,0.194,0.4810
4446,4.4460,-1.50,6.00,-0.0300,-4,9,5,13,82,136,4006,3998,2090.509,-28.623,-1.655,2095.279,-1.300,0.2882
4446,4.4460,-1.50,-18.00,-0.0100,4,9,13,5,60,122,4066,4120,2137.254,-19.391,11.172,2142.910,-2.547,4.7647
4636,4.6360,-4.20,-30.10,-0.0100,4,8,12,4,103,100,4169,4220,2189.500,-9.659,10.552,2195.913,-6.439,0.2797
4636,4.6360,-4.20,-11.70,0.0000,4,9,13,5,70,59,4239,4279,2222.921,-4.798,8.276,2229.594,-8.913,3.3772
4766,4.7660,-4.10,2.10,0.0200,0,9,9,9,102,94,4341,4373,2273.891,1.118,6.621,2280.776,-12.581,0.3947
4774,4.7740,-4.10,5.60,0.0200,-2,10,8,12,8,7,4349,4380,2277.794,1.557,6.414,2284.693,-12.862,0.4909
4885,4.8850,-3.00,-1.40,0.0400,2,10,12,8,103,117,4452,4497,2334.631,10.875,9.310,2342.210,-15.877,0.5189
5073,5.0730,-2.60,-5.20,0.0600,3,9,12,6,128,115,4580,4612,2397.824,18.210,6.621,2405.761,-18.762,0.3384
5074,5.0740,-2.60,5.20,0.0600,-2,9,7,11,101,77,4681,4689,2444.405,19.556,1.655,2452.314,-20.876,46.6003
5203,5.2030,-2.20,13.00,0.0800,-4,9,5,13,88,125,4769,4814,2499.433,28.577,9.310,2508.036,-23.017,0.4323
5211,5.2110,-2.20,14.90,0.0800,-4,11,7,15,1,0,4770,4814,2499.692,28.619,9.103,2508.297,-23.027,0.0327
5322,5.3220,-5.70,-10.60,0.1100,4,10,14,6,80,145,4850,4959,2554.092,51.210,22.552,2566.911,-28.877,0.5307
5511,5.5110,-8.40,-23.60,0.1300,4,9,13,5,110,114,4960,5073,2607.921,74.480,23.379,2624.925,-37.444,0.3103
5511,5.5110,-8.40,-8.40,0.1600,4,9,13,5,85,72,5045,5145,2646.372,89.002,20.690,2665.587,-43.449,4.1103
5639,5.6390,-8.30,3.00,0.2000,1,9,10,8,117,96,5162,5241,2699.882,104.695,16.345,2720.766,-51.498,0.4357
5648,5.6480,-8.30,5.90,0.2100,-1,10,9,11,4,4,5166,5245,2701.892,105.284,16.345,2722.838,-51.801,0.2327
5752,5.7520,-6.40,3.50,0.2400,1,9,10,8,105,114,5271,5359,2756.355,123.198,18.207,2779.815,-58.192,0.5513
5871,5.8710,-6.40,2.00,0.2700,0,9,9,9,123,105,5394,5464,2814.149,138.126,14.483,2839.133,-64.845,0.5016
5879,5.8790,-6.40,0.90,0.2700,1,10,11,9,2,3,5396,5467,2815.415,138.458,14.690,2840.434,-64.991,0.1636
5985,5.9850,-5.10,5.50,0.3000,-2,9,7,11,120,100,5516,5567,2872.037,149.005,10.552,2897.802,-70.111,0.5434
6104,6.1040,-4.90,7.80,0.3100,-2,9,7,11,105,124,5621,5691,2930.084,163.999,14.483,2957.535,-75.232,0.5038
6112,6.1120,-4.90,9.00,0.3200,-3,9,6,12,12,13,5633,5704,2936.415,165.658,14.690,2964.056,-75.791,0.8181
6210,6.2100,-5.50,-3.50,0.3400,4,10,14,6,74,102,5707,5806,2979.579,181.782,20.483,3009.921,-80.207,0.4702
6379,6.3790,-6.40,-10.20,0.3600,4,9,13,5,122,96,5829,5902,3034.679,196.653,15.103,3066.637,-86.569,0.3377
6379,6.3790,-6.40,3.40,0.3900,0,9,9,9,70,50,5899,5952,3065.522,202.628,10.966,3097.857,-90.071,3.1416
6418,6.4180,-5.80,13.60,0.3900,-5,10,5,15,10,9,5909,5961,3070.409,203.557,10.759,3102.806,-90.574,0.1275
6615,6.6150,-9.00,15.80,0.4200,-4,9,5,13,86,141,5995,6102,3125.456,225.952,22.138,3161.503,-99.870,0.3017
6616,6.6160,-9.00,-11.70,0.4600,4,9,13,5,66,125,6061,6227,3166.742,254.163,34.345,3210.891,-107.693,50.0037
6811,6.8110,-11.70,-25.40,0.4900,4,8,12,4,109,105,6170,6332,3213.451,285.099,33.517,3265.752,-119.054,0.2873
6811,6.8110,-11.70,-5.50,0.5300,4,9,13,5,84,60,6254,6392,3246.565,303.117,28.552,3302.668,-126.699,3.7699
6939,6.9390,-11.30,9.40,0.5800,-1,9,8,10,111,95,6365,6487,3295.347,326.115,25.241,3355.553,-137.266,0.4213
6944,6.9440,-11.30,17.90,0.6000,-5,11,6,16,3,4,6368,6491,3297.002,326.903,25.448,3357.350,-137.625,0.3665
7049,7.0490,-9.50,2.70,0.6400,2,10,12,8,82,124,6450,6615,3341.639,357.168,34.138,3410.541,-146.526,0.5136
7171,7.1710,-10.10,-5.60,0.6700,4,9,13,5,120,123,6570,6738,3393.905,393.437,34.759,3473.172,-157.683,0.5215
7176,7.1760,-10.10,-24.90,0.6900,4,10,14,6,2,2,6572,6740,3394.765,394.034,34.759,3474.203,-157.866,0.2094
7281,7.2810,-10.70,-1.90,0.7300,5,10,15,5,129,87,6701,6827,3445.561,418.885,26.069,3529.769,-168.366,0.5386
7470,7.4700,-3.40,11.30,0.7700,-3,9,6,12,158,80,6859,6907,3506.935,429.631,9.931,3591.967,-172.061,0.3297
7471,7.4710,-3.40,19.80,0.7900,-4,9,5,13,94,82,6953,6989,3552.623,435.604,7.448,3637.963,-174.794,46.0767
7598,7.5980,-3.10,26.30,0.7900,-4,9,5,13,99,124,7052,7113,3609.594,448.360,12.621,3696.259,-177.951,0.4597
7607,7.6070,-3.10,27.90,0.8000,-5,10,5,15,4,6,7056,7119,3612.145,448.950,13.034,3698.873,-178.092,0.2909
7711,7.7110,-6.70,-3.70,0.8200,4,9,13,5,75,130,7131,7249,3661.015,471.133,24.414,3752.175,-184.354,0.5160
7895,7.8950,-8.80,-19.60,0.8600,4,9,13,5,111,104,7242,7353,3712.840,493.095,22.966,3807.800,-192.965,0.3059
7895,7.8950,-8.80,0.20,0.8900,3,9,12,6,88,59,7330,7412,3749.650,504.324,16.966,3845.831,-198.853,3.8485
8032,8.0320,-8.40,15.00,0.9300,-4,9,5,13,111,118,7441,7530,3806.532,523.262,18.414,3905.140,-207.611,0.4376
8037,8.0370,-8.40,20.40,0.9400,-5,11,6,16,2,1,7443,7531,3807.278,523.507,18.207,3905.917,-207.725,0.1571
8151,8.1510,-9.10,-7.70,0.9900,4,9,13,5,89,152,7532,7683,3861.223,556.230,31.241,3968.217,-217.704,0.5535
8269,8.2690,-9.80,-22.10,1.0300,4,9,13,5,117,109,7649,7792,3912.675,585.443,29.586,4026.520,-227.775,0.5014
8278,8.2780,-9.80,-33.00,1.0400,5,10,15,5,4,4,7653,7796,3914.496,586.477,29.586,4028.584,-228.131,0.2327
8383,8.3830,-9.50,-4.60,1.0800,5,10,15,5,121,77,7774,7873,3963.055,604.616,20.483,4079.709,-236.687,0.4937
8502,8.5020,-9.00,10.40,1.1200,-2,9,7,11,142,74,7916,7947,4019.250,610.933,6.414,4135.561,-245.533,0.4752
8510,8.5100,-9.00,21.70,1.1300,-5,11,6,16,2,1,7918,7948,4020.031,611.018,6.207,4136.337,-245.656,0.0982
8607,8.6070,-5.40,13.90,1.1600,-4,10,6,14,93,117,8011,8065,4073.967,621.670,11.172,4191.071,-250.830,0.5668
8729,8.7290,-3.20,9.00,1.1700,-3,9,6,12,89,143,8100,8208,4130.144,644.761,22.345,4251.714,-254.220,0.4978
8734,8.7340,-3.20,-10.20,1.1700,5,10,15,5,3,5,8103,8213,4132.075,645.572,22.759,4253.805,-254.337,0.4189
8839,8.8390,-6.80,-3.70,1.2000,4,9,13,5,113,93,8216,8306,4183.183,662.792,18.621,4307.356,-260.723,0.5136
9007,9.0070,-5.00,1.20,1.2300,3,9,12,6,130,84,8346,8390,4238.502,671.656,9.103,4363.168,-265.606,0.3335
9008,9.0080,-5.00,15.70,1.2500,-4,9,5,13,75,45,8421,8435,4269.878,673.243,2.897,4394.465,-268.344,31.4159
9077,9.0770,-2.40,24.10,1.2700,-5,10,5,15,47,63,8468,8498,4298.507,676.357,6.207,4423.237,-269.550,0.4174
9194,9.1940,-2.40,22.90,1.2800,-4,9,5,13,84,136,8552,8634,4353.596,693.163,16.966,4480.783,-271.961,0.4923
9204,9.2040,-2.40,0.40,1.2800,2,10,12,8,6,11,8558,8645,4357.829,694.539,18.000,4485.229,-272.148,0.4451
9304,9.3040,-6.00,-3.20,1.3000,4,9,13,5,97,92,8655,8737,4405.156,708.977,16.966,4534.438,-277.320,0.4948
9422,9.4220,-7.50,-3.10,1.3300,4,9,13,5,123,85,8778,8822,4458.924,717.592,9.103,4588.427,-284.428,0.4615
9430,9.4300,-7.50,-3.00,1.3400,5,11,16,6,1,0,8779,8822,4459.183,717.633,8.897,4588.686,-284.462,0.0327
9527,9.5270,-3.90,14.10,1.3600,-4,10,6,14,123,72,8902,8894,4510.212,716.158,-1.655,4639.619,-287.934,0.5263
9650,9.6500,-2.30,22.70,1.3700,-4,9,5,13,112,124,9014,9018,4571.991,717.051,0.828,4701.354,-290.414,0.5023
9654,9.6540,-2.30,31.00,1.3800,-5,10,5,15,3,4,9017,9022,4573.823,717.084,1.034,4703.185,-290.487,0.4581
9760,9.7600,-3.40,2.00,1.3900,1,9,10,8,78,125,9095,9147,4626.034,727.004,10.759,4756.237,-293.639,0.5014
9949,9.9490,-6.60,-13.10,1.4000,4,9,13,5,102,119,9197,9266,4682.105,741.272,14.276,4813.711,-300.289,0.3061
9950,9.9500,-6.60,-1.40,1.4300,4,9,13,5,87,73,9284,9339,4723.169,749.536,11.379,4855.321,-305.103,41.8879
10077,10.0770,-6.40,7.40,1.4500,-1,9,8,10,123,108,9407,9447,4783.015,758.241,8.276,4915.420,-311.845,0.4762
10086,10.0860,-6.40,9.60,1.4600,-2,10,8,12,7,6,9414,9453,4786.385,758.719,8.069,4918.802,-312.224,0.3782
10190,10.1900,-4.30,3.10,1.4800,1,9,10,8,98,108,9512,9561,4839.474,768.211,10.138,4972.581,-316.268,0.5186
10309,10.3090,-4.40,-0.40,1.4900,3,8,11,5,117,105,9629,9666,4897.075,775.954,7.655,5030.529,-320.726,0.4884
10317,10.3170,-4.40,-2.90,1.5000,4,10,14,6,5,4,9634,9670,4899.412,776.259,7.448,5032.878,-320.907,0.2945
10423,10.4230,-2.90,14.60,1.5100,-4,9,5,13,125,76,9759,9746,4951.975,773.790,-2.690,5085.433,-323.570,0.4964
10542,10.5420,-2.20,23.60,1.5200,-4,9,5,13,98,113,9857,9859,5007.213,774.189,0.414,5140.632,-325.690,0.4642
10550,10.5500,-2.20,30.30,1.5200,-5,11,6,16,1,1,9858,9860,5007.737,774.192,0.414,5141.155,-325.710,0.0654
10649,10.6490,-3.20,1.00,1.5400,1,10,11,9,71,123,9929,9983,5057.564,784.033,11.172,5191.865,-328.545,0.5130
10817,10.8170,-7.10,-14.20,1.5400,5,9,14,4,108,126,10037,10109,5116.766,799.782,14.897,5252.656,-336.117,0.3646
10817,10.8170,-7.10,-14.90,1.5700,4,9,13,5,65,60,10102,10169,5148.538,807.623,13.862,5285.130,-340.162,3.2725
10876,10.8760,-6.90,-15.40,1.5800,4,10,14,6,11,8,10113,10177,5153.380,808.762,13.241,5290.068,-340.760,0.0843
10876,10.8760,-6.90,1.00,1.6000,3,10,13,7,49,34,10162,10211,5174.770,812.587,10.138,5311.640,-343.370,2.1729
10994,10.9940,-6.50,9.20,1.6300,-1,9,8,10,131,90,10293,10301,5232.603,814.258,1.655,5369.126,-349.920,0.4903
11003,11.0030,-6.50,13.30,1.6300,-4,10,6,14,14,11,10307,10312,5239.147,814.376,1.034,5375.629,-350.661,0.7272
11108,11.1080,-2.90,-2.80,1.6500,4,9,13,5,81,120,10388,10432,5291.106,822.702,9.103,5428.183,-353.323,0.5012
11226,11.2260,-3.40,-12.40,1.6500,4,9,13,5,118,93,10506,10525,5346.216,826.489,3.931,5483.326,-356.599,0.4681
11235,11.2350,-3.40,-19.50,1.6600,5,10,15,5,8,5,10514,10530,5349.613,826.685,3.310,5486.723,-356.801,0.3782
11340,11.3400,-1.30,5.00,1.6700,0,9,9,9,122,69,10636,10599,5399.171,820.024,-7.655,5536.714,-357.935,0.4762
11458,11.4580,-0.70,17.90,1.6600,-4,9,5,13,124,96,10760,10695,5455.188,806.629,-13.448,5594.305,-358.639,0.4881
11467,11.4670,-0.70,27.60,1.6700,-5,10,5,15,4,4,10764,10699,5457.225,806.142,-13.448,5596.400,-358.665,0.2327
11564,11.5640,2.00,9.90,1.6600,-4,10,6,14,74,96,10838,10795,5501.195,799.259,-8.897,5640.878,-357.111,0.4588
11686,11.6860,1.70,0.20,1.6300,0,9,9,9,82,126,10920,10921,5555.649,799.456,0.207,5695.309,-355.496,0.4463
11690,11.6900,1.70,-7.90,1.6300,4,9,13,5,13,19,10933,10940,5564.024,799.668,1.448,5703.683,-355.247,2.0944
11776,11.7760,-1.90,-15.10,1.6400,4,10,14,6,80,59,11013,10999,5600.368,797.829,-2.897,5740.053,-356.454,0.4231
11970,11.9700,1.90,-15.70,1.6500,4,9,13,5,126,82,11139,11081,5653.632,786.507,-12.000,5794.477,-354.648,0.2807
11970,11.9700,1.90,7.20,1.6400,-2,9,7,11,111,63,11250,11144,5695.889,769.493,-21.931,5840.005,-353.138,4.5553
12168,12.1680,2.50,24.30,1.6300,-4,9,5,13,98,127,11348,11271,5752.531,753.325,-15.931,5898.854,-350.569,0.2975
12169,12.1690,2.50,-1.60,1.6200,2,9,11,7,63,104,11411,11375,5795.883,747.658,-7.448,5942.533,-348.662,43.7205
12368,12.3680,2.40,-21.00,1.6100,4,9,13,5,113,86,11524,11461,5846.639,735.908,-13.034,5994.585,-346.480,0.2618
12369,12.3690,2.40,1.70,1.6000,0,9,9,9,97,56,11621,11517,5883.902,721.216,-21.517,6034.605,-344.803,40.0553
12497,12.4970,3.00,18.60,1.5800,-4,9,5,13,84,110,11705,11627,5932.690,707.099,-16.138,6085.325,-342.145,0.3968
12502,12.5020,3.00,22.70,1.5800,-4,10,6,14,10,17,11715,11644,5939.528,705.307,-14.690,6092.384,-341.775,1.4137
12596,12.5960,1.90,-2.70,1.5700,2,10,12,8,56,95,11771,11739,5978.796,700.749,-6.621,6131.894,-340.464,0.4206
12714,12.7140,1.20,-16.90,1.5600,4,9,13,5,92,109,11863,11848,6031.340,697.900,-3.103,6184.504,-339.362,0.4459
12722,12.7220,1.20,-24.00,1.5600,5,10,15,5,11,11,11874,11859,6037.091,697.588,-3.103,6190.262,-339.241,0.7199
12828,12.8280,-0.90,-3.20,1.5600,3,10,13,7,105,71,11979,11930,6082.449,689.478,-10.138,6236.333,-339.965,0.4347
12946,12.9460,-0.40,9.90,1.5700,-3,9,6,12,127,81,12106,12011,6133.730,671.162,-19.655,6290.786,-340.345,0.4615
12955,12.9550,-0.40,19.70,1.5800,-5,10,5,15,7,7,12113,12018,6137.182,669.929,-19.655,6294.451,-340.371,0.4072
13060,13.0600,3.20,1.90,1.5700,0,9,9,9,84,114,12197,12132,6187.597,657.873,-13.448,6346.207,-337.477,0.4937
13178,13.1780,2.90,-7.90,1.5500,3,8,11,5,101,115,12298,12247,6243.189,647.518,-10.552,6402.683,-334.616,0.4792
13187,13.1870,2.90,-15.10,1.5400,5,10,15,5,4,4,12302,12251,6245.248,647.135,-10.552,6404.775,-334.510,0.2327
13283,13.2830,1.90,2.10,1.5300,0,9,9,9,106,71,12408,12322,6289.370,632.974,-17.793,6451.088,-332.974,0.4827
13472,13.4720,4.80,11.30,1.5300,-4,9,5,13,117,99,12525,12421,6341.978,612.233,-21.517,6507.438,-328.242,0.2992
13472,13.4720,4.80,6.00,1.5100,-2,9,7,11,68,83,12593,12504,6379.485,599.746,-18.414,6546.831,-324.934,3.9532
13600,13.6000,4.70,2.00,1.4900,-1,9,8,10,101,121,12694,12625,6435.810,585.415,-14.276,6604.755,-320.172,0.4541
13609,13.6090,4.70,1.00,1.4800,0,10,10,10,2,3,12696,12628,6437.080,585.096,-14.069,6606.060,-320.065,0.1454
13719,13.7190,1.80,-3.50,1.4700,2,9,11,7,104,116,12800,12744,6493.502,573.529,-11.586,6663.627,-318.256,0.5236
13908,13.9080,1.90,-5.70,1.4700,5,9,14,4,111,102,12911,12846,6547.736,560.560,-13.448,6719.360,-316.407,0.2950
13908,13.9080,1.90,8.20,1.4600,-4,9,5,13,91,59,13002,12905,6584.622,547.084,-20.069,6758.608,-315.105,3.9270
14036,14.0360,2.40,18.60,1.4600,-4,9,5,13,81,110,13083,13015,6633.126,534.929,-14.069,6808.568,-313.011,0.3907
14045,14.0450,2.40,21.20,1.4500,-5,10,5,15,5,7,13088,13022,6636.178,534.187,-13.655,6811.707,-312.879,0.3491
14149,14.1490,0.90,-2.90,1.4400,2,10,12,8,69,112,13157,13134,6683.401,530.256,-4.759,6859.086,-312.135,0.4556
14267,14.2670,0.30,-15.20,1.4500,5,9,14,4,108,112,13265,13246,6740.861,526.308,-3.931,6916.682,-311.833,0.4881
14276,14.2760,0.30,-24.40,1.4500,4,9,13,5,7,5,13272,13251,6743.994,526.070,-4.345,6919.823,-311.817,0.3491
14381,14.3810,-0.50,-1.10,1.4600,2,9,11,7,117,81,13389,13332,6794.736,515.476,-11.793,6971.657,-312.269,0.4937
14500,14.5000,0.00,11.20,1.4700,-3,8,5,11,126,87,13515,13419,6847.182,496.530,-19.862,7027.421,-312.269,0.4686
14508,14.5080,0.00,20.50,1.4700,-5,10,5,15,3,3,13518,13422,6848.659,495.996,-19.862,7028.991,-312.269,0.1963
14605,14.6050,3.30,6.30,1.4600,-3,9,6,12,76,100,13594,13522,6893.187,484.151,-14.897,7074.992,-309.617,0.4750
14727,14.7270,3.00,-1.50,1.4400,1,9,10,8,81,117,13675,13639,6944.586,477.431,-7.448,7126.757,-306.904,0.4249
14732,14.7320,3.00,-9.00,1.4400,4,9,13,5,13,16,13688,13655,6952.125,476.529,-6.828,7134.339,-306.507,1.5184
14837,14.8370,0.00,-3.50,1.4300,4,9,13,5,95,73,13783,13728,6995.242,467.851,-11.379,7178.321,-306.507,0.4189
15026,15.0260,4.10,2.00,1.4400,0,9,9,9,118,73,13901,13801,7042.021,450.184,-20.690,7228.197,-302.932,0.2646
15026,15.0260,4.10,9.60,1.4300,-4,9,5,13,81,68,13982,13869,7077.827,434.705,-23.379,7267.105,-300.143,3.9008
15154,15.1540,4.40,15.30,1.4100,-4,9,5,13,84,113,14066,13982,7127.047,419.300,-17.379,7318.528,-296.186,0.4029
15163,15.1630,4.40,16.30,1.4100,-4,9,5,13,10,13,14076,13995,7132.812,417.564,-16.759,7324.531,-295.724,0.6690
15268,15.2680,1.30,-7.10,1.3900,4,9,13,5,70,118,14146,14113,7181.681,411.713,-6.828,7373.737,-294.607,0.4687
15452,15.4520,-0.10,-19.10,1.3900,4,9,13,5,111,96,14257,14209,7235.062,402.366,-9.931,7427.929,-294.702,0.2945
15452,15.4520,-0.10,0.80,1.3900,1,9,10,8,83,56,14340,14265,7270.126,392.631,-15.517,7464.319,-294.765,3.6390
15668,15.6680,-1.10,18.10,1.4100,-4,9,5,13,91,128,14431,14393,7326.921,384.788,-7.862,7521.643,-295.866,0.2654
15669,15.6690,-1.10,-6.90,1.4200,4,9,13,5,68,119,14499,14512,7375.823,387.086,2.690,7570.590,-296.806,48.9565
15787,15.7870,-1.70,-19.50,1.4300,3,8,11,5,109,89,14608,14601,7427.643,385.776,-1.448,7622.404,-298.344,0.4393
15796,15.7960,-1.70,-28.90,1.4400,5,10,15,5,6,4,14614,14605,7430.260,385.691,-1.862,7625.021,-298.421,0.2909
15901,15.9010,-0.70,-2.90,1.4500,3,9,12,6,110,68,14724,14673,7476.072,377.157,-10.552,7671.617,-298.991,0.4438
16019,16.0190,-0.20,10.90,1.4500,-3,9,6,12,126,76,14850,14749,7525.477,358.294,-20.897,7724.500,-299.175,0.4482
16027,16.0270,-0.20,21.30,1.4500,-5,10,5,15,4,3,14854,14752,7527.187,357.635,-21.103,7726.333,-299.182,0.2291
16113,16.1130,3.40,9.40,1.4400,-4,10,6,14,70,86,14924,14838,7566.074,345.154,-17.793,7767.102,-296.759,0.4749
