t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_mm,y_mm,v_mps
9192,9.1920,0.70,0.20,-0.0700,0,10,10,10,6,5,8522,8501,4456.444,1.269,0.3600
9303,9.3030,0.50,-0.80,-0.0900,0,9,9,9,101,105,8623,8606,4510.373,1.740,0.4859
9491,9.4910,0.30,-1.30,-0.1000,1,9,10,8,107,108,8730,8714,4566.659,2.034,0.2994
9492,9.4920,0.30,0.20,-0.1000,-1,9,8,10,81,78,8811,8792,4608.284,2.252,41.6261
9620,9.6200,0.30,1.30,-0.1100,-1,9,8,10,101,100,8912,8892,4660.905,2.528,0.4111
9629,9.6290,0.30,1.50,-0.1200,-1,10,9,11,11,12,8923,8904,4666.927,2.559,0.6690
9739,9.7390,0.20,-0.10,-0.1200,0,9,9,9,97,100,9020,9004,4718.501,2.739,0.4689
9927,9.9270,-0.10,-1.00,-0.1200,1,9,10,8,104,105,9124,9109,4773.217,2.644,0.2910
9928,9.9280,-0.10,0.20,-0.1200,-1,9,8,10,81,77,9205,9186,4814.581,2.572,41.3643
10056,10.0560,-0.10,1.00,-0.1200,0,9,9,9,121,124,9326,9310,4878.722,2.460,0.5011
10065,10.0650,-0.10,1.30,-0.1200,-1,10,9,11,3,4,9329,9314,4880.554,2.456,0.2036
10170,10.1700,-0.20,0.40,-0.1200,0,9,9,9,108,109,9437,9423,4937.364,2.258,0.5411
10287,10.2870,-0.20,-0.00,-0.1100,0,8,8,8,111,111,9548,9534,4995.484,2.055,0.4967
10296,10.2960,-0.20,-0.30,-0.1100,0,10,10,10,1,1,9549,9535,4996.007,2.053,0.0582
10401,10.4010,-0.00,0.10,-0.1100,0,9,9,9,112,111,9661,9646,5054.388,2.053,0.5560
10520,10.5200,-0.00,0.40,-0.1100,0,8,8,8,117,118,9778,9764,5115.911,2.053,0.5170
10528,10.5280,-0.00,0.50,-0.1100,-1,9,8,10,12,12,9790,9776,5122.194,2.053,0.7854
10626,10.6260,-0.30,-1.40,-0.1000,0,9,9,9,85,88,9875,9864,5167.485,1.816,0.4622
10814,10.8140,-0.50,-2.40,-0.0900,1,9,10,8,104,105,9979,9969,5222.199,1.339,0.2910
10814,10.8140,-0.50,-0.30,-0.0800,0,9,9,9,81,76,10060,10045,5263.300,0.980,4.1103
10943,10.9430,-0.40,1.20,-0.0600,0,9,9,9,112,113,10172,10158,5322.203,0.569,0.4566
10952,10.9520,-0.40,1.60,-0.0600,-1,10,9,11,6,6,10178,10164,5325.345,0.547,0.3491
11062,11.0620,-0.30,1.20,-0.0500,0,9,9,9,112,112,10290,10276,5383.987,0.240,0.5331
11251,11.2510,-0.40,1.00,-0.0400,-1,8,7,9,113,115,10403,10391,5443.676,-0.177,0.3158
11251,11.2510,-0.40,0.30,-0.0300,0,8,8,8,76,82,10479,10473,5485.039,-0.466,4.1364
11380,11.3800,-0.50,-0.30,-0.0200,0,9,9,9,106,94,10585,10567,5537.397,-0.922,0.4059
11388,11.3880,-0.50,-0.40,-0.0200,0,9,9,9,12,11,10597,10578,5543.418,-0.975,0.7527
11499,11.4990,0.30,0.80,-0.0200,-1,9,8,10,103,96,10700,10674,5595.516,-0.702,0.4694
11621,11.6210,0.40,1.40,-0.0400,0,9,9,9,105,108,10805,10782,5651.278,-0.313,0.4571
11626,11.6260,0.40,2.50,-0.0400,-1,9,8,10,15,15,10820,10797,5659.131,-0.258,1.5708
11727,11.7270,0.10,0.80,-0.0500,-1,9,8,10,86,90,10906,10887,5705.208,-0.178,0.4562
11845,11.8450,0.00,-0.60,-0.0500,0,9,9,9,104,109,11010,10996,5760.971,-0.178,0.4726
11854,11.8540,0.00,-1.60,-0.0500,0,10,10,10,3,3,11013,10999,5762.542,-0.178,0.1745
11959,11.9590,-0.30,-0.90,-0.0500,0,9,9,9,103,98,11116,11097,5815.163,-0.453,0.5012
12077,12.0770,-0.30,-0.50,-0.0400,1,9,10,8,111,111,11227,11208,5873.282,-0.758,0.4925
12086,12.0860,-0.30,-0.20,-0.0300,0,10,10,10,2,2,11229,11210,5874.329,-0.763,0.1164
12183,12.1830,-0.30,-1.20,-0.0300,1,9,10,8,100,102,11329,11312,5927.212,-1.040,0.5452
12305,12.3050,-0.30,-1.70,-0.0200,0,9,9,9,117,108,11446,11420,5986.116,-1.348,0.4828
12309,12.3090,-0.30,-1.90,-0.0200,1,9,10,8,17,17,11463,11437,5995.017,-1.395,2.2253
12395,12.3950,-0.10,0.60,-0.0100,0,10,10,10,81,81,11544,11518,6037.428,-1.469,0.4932
12589,12.5890,0.70,2.00,-0.0100,-1,9,8,10,119,112,11663,11630,6097.899,-0.730,0.3117
12589,12.5890,0.70,1.40,-0.0300,-1,8,7,9,92,92,11755,11722,6146.067,-0.142,4.8171
12787,12.7870,0.20,0.90,-0.0500,0,9,9,9,111,119,11866,11841,6206.280,0.069,0.3041
12788,12.7880,0.20,-0.00,-0.0500,0,9,9,9,89,89,11955,11930,6252.880,0.231,46.6003
12916,12.9160,0.20,-0.80,-0.0600,0,9,9,9,114,114,12069,12044,6312.570,0.440,0.4663
12921,12.9210,0.20,-1.30,-0.0600,0,10,10,10,3,3,12072,12047,6314.141,0.445,0.3142
13026,13.0260,0.10,-1.00,-0.0600,1,9,10,8,107,105,12179,12152,6369.642,0.542,0.5286
13148,13.1480,0.10,-0.80,-0.0600,0,8,8,8,120,108,12299,12260,6429.333,0.646,0.4893
13152,13.1520,0.10,-0.70,-0.0600,0,10,10,10,1,1,12300,12261,6429.856,0.647,0.1309
13258,13.2580,0.70,1.70,-0.0800,-1,9,8,10,108,114,12408,12375,6487.971,1.357,0.5483
13380,13.3800,0.60,2.80,-0.1000,-1,8,7,9,112,115,12520,12490,6547.397,1.979,0.4871
13385,13.3850,0.60,2.00,-0.1000,-1,9,8,10,16,16,12536,12506,6555.774,2.067,1.6755
13486,13.4860,0.80,1.20,-0.1200,-1,9,8,10,93,89,12629,12595,6603.417,2.732,0.4718
13604,13.6040,0.80,1.10,-0.1400,-1,8,7,9,109,109,12738,12704,6660.483,3.529,0.4837
13613,13.6130,0.80,1.00,-0.1500,-1,10,9,11,5,4,12743,12708,6662.839,3.562,0.2618
13718,13.7180,0.60,0.00,-0.1700,-1,9,8,10,97,97,12840,12805,6713.625,4.094,0.4837
13836,13.8360,0.60,-0.50,-0.1800,0,8,8,8,105,112,12945,12917,6770.433,4.689,0.4814
13845,13.8450,0.60,-0.90,-0.1900,-1,10,9,11,3,3,12948,12920,6772.004,4.705,0.1745
13942,13.9420,0.10,-0.80,-0.1900,0,9,9,9,95,94,13043,13014,6821.484,4.792,0.5101
14064,14.0640,0.10,-0.70,-0.1900,1,8,9,7,113,114,13156,13128,6880.912,4.895,0.4871
14068,14.0680,0.10,-1.20,-0.1900,0,9,9,9,17,16,13173,13144,6889.551,4.910,2.1598
14169,14.1690,-0.10,-1.10,-0.1900,1,9,10,8,96,96,13269,13240,6939.817,4.823,0.4977
14287,14.2870,-0.10,-1.00,-0.1800,0,8,8,8,119,108,13388,13348,6999.245,4.719,0.5036
14296,14.2960,-0.10,-0.80,-0.1800,0,10,10,10,1,3,13389,13351,7000.292,4.717,0.1164
14401,14.4010,0.40,-1.00,-0.1900,0,9,9,9,110,115,13499,13466,7059.196,5.128,0.5610
14519,14.5190,0.40,-1.00,-0.2000,0,8,8,8,116,110,13615,13576,7118.361,5.542,0.5014
14527,14.5270,0.40,-1.10,-0.2000,0,9,9,9,13,12,13628,13588,7124.906,5.587,0.8181
14624,14.6240,1.00,0.70,-0.2200,-1,9,8,10,95,91,13723,13679,7173.593,6.437,0.5020
14812,14.8120,1.00,1.70,-0.2300,-1,8,7,9,98,100,13821,13779,7225.421,7.342,0.2757
14813,14.8130,1.00,-0.10,-0.2500,-1,9,8,10,73,76,13894,13855,7264.424,8.022,39.0081
14942,14.9420,1.00,-1.40,-0.2600,-1,8,7,9,102,103,13996,13958,7318.084,8.959,0.4160
14950,14.9500,1.00,-1.70,-0.2700,0,10,10,10,7,6,14003,13964,7321.487,9.019,0.4254
15060,15.0600,0.50,-1.00,-0.2900,0,9,9,9,102,102,14105,14066,7374.892,9.485,0.4855
15249,15.2490,0.50,-0.70,-0.3000,0,8,8,8,111,112,14216,14178,7433.271,9.994,0.3089
15250,15.2500,0.50,-0.30,-0.3100,-1,8,7,9,81,79,14297,14257,7475.158,10.360,41.8879
15377,15.3770,0.50,0.10,-0.3200,0,9,9,9,106,114,14403,14371,7532.751,10.862,0.4535
15386,15.3860,0.50,0.10,-0.3200,-1,10,9,11,1,2,14404,14373,7533.537,10.869,0.0873
15497,15.4970,0.10,-0.00,-0.3200,0,9,9,9,119,120,14523,14493,7596.107,10.978,0.5637
15686,15.6860,-0.10,-0.10,-0.3200,-1,8,7,9,114,114,14637,14607,7655.797,10.874,0.3158
15687,15.6870,-0.10,-1.40,-0.3200,1,8,9,7,75,83,14712,14690,7697.161,10.802,41.3643
15814,15.8140,-0.10,-2.50,-0.3100,1,9,10,8,104,103,14816,14793,7751.353,10.707,0.4267
15823,15.8230,-0.10,-2.70,-0.3100,1,10,11,9,5,5,14821,14798,7753.971,10.703,0.2909
15927,15.9270,-0.40,-1.30,-0.3000,0,9,9,9,97,96,14918,14894,7804.497,10.350,0.4858
16045,16.0450,-0.40,-0.50,-0.2900,0,8,8,8,105,107,15023,15001,7859.997,9.963,0.4704
16054,16.0540,-0.40,0.00,-0.2800,0,10,10,10,3,3,15026,15004,7861.568,9.952,0.1745
16159,16.1590,-0.70,-0.60,-0.2700,0,9,9,9,106,107,15132,15111,7917.327,9.270,0.5311
16278,16.2780,-0.70,-1.00,-0.2400,1,8,9,7,114,115,15246,15226,7977.275,8.538,0.5038
16286,16.2860,-0.70,-1.30,-0.2400,1,10,11,9,1,1,15247,15227,7977.798,8.531,0.0654
16344,16.3440,-0.80,-1.10,-0.2200,1,10,11,9,58,59,15305,15286,8008.426,8.104,0.5281
16572,16.5720,-0.70,-0.90,-0.1900,1,8,9,7,128,129,15433,15415,8075.703,7.282,0.2951
16572,16.5720,-0.70,0.50,-0.1800,0,8,8,8,115,102,15548,15517,8132.510,6.588,5.6810
16691,16.6910,-0.70,1.20,-0.1600,0,8,8,8,97,101,15645,15618,8184.342,5.954,0.4356
16699,16.6990,-0.70,1.50,-0.1500,-1,9,8,10,11,11,15656,15629,8190.101,5.884,0.7199
16805,16.8050,-0.00,1.10,-0.1500,-1,9,8,10,90,85,15746,15714,8235.916,5.884,0.4322
16923,16.9230,-0.00,0.70,-0.1500,0,9,9,9,101,101,15847,15815,8288.800,5.884,0.4482
16932,16.9320,-0.00,0.40,-0.1500,0,9,9,9,6,6,15853,15821,8291.941,5.884,0.3491
17037,17.0370,0.00,-0.30,-0.1500,0,9,9,9,97,96,15950,15917,8342.469,5.884,0.4812
17155,17.1550,0.00,-0.70,-0.1500,0,8,8,8,108,108,16058,16025,8399.017,5.884,0.4792
17164,17.1640,0.00,-0.90,-0.1500,0,10,10,10,4,3,16062,16028,8400.850,5.884,0.2036
17261,17.2610,-0.00,-0.30,-0.1500,0,9,9,9,97,97,16159,16125,8451.639,5.884,0.5236
17383,17.3830,-0.00,0.10,-0.1500,0,8,8,8,112,111,16271,16236,8510.020,5.884,0.4785
17387,17.3870,-0.00,0.10,-0.1500,0,9,9,9,16,15,16287,16251,8518.136,5.884,2.0289
17473,17.4730,0.10,0.10,-0.1600,0,9,9,9,76,74,16363,16325,8557.406,5.953,0.4566
17667,17.6670,0.20,0.10,-0.1600,0,9,9,9,109,110,16472,16435,8614.739,6.153,0.2955
17667,17.6670,0.20,0.20,-0.1700,-1,8,7,9,87,87,16559,16522,8660.292,6.312,4.5553
17865,17.8650,0.30,0.30,-0.1800,0,9,9,9,112,110,16671,16632,8718.411,6.616,0.2935
17866,17.8660,0.30,0.40,-0.1800,-1,8,7,9,85,86,16756,16718,8763.178,6.851,44.7677
18065,18.0650,0.00,0.50,-0.1900,-1,9,8,10,101,102,16857,16820,8816.323,6.851,0.2671
18066,18.0660,0.00,-1.40,-0.1900,0,9,9,9,77,82,16934,16902,8857.949,6.851,41.6261
18265,18.2650,-0.30,-2.90,-0.1900,1,9,10,8,100,100,17034,17002,8910.309,6.576,0.2631
18266,18.2660,-0.30,-1.20,-0.1900,0,9,9,9,84,82,17118,17084,8953.767,6.349,43.4587
18465,18.4650,-0.30,0.00,-0.1800,0,8,8,8,111,113,17229,17197,9012.409,6.042,0.2947
18466,18.4660,-0.30,0.60,-0.1800,0,8,8,8,85,85,17314,17282,9056.914,5.809,44.5059
18665,18.6650,-0.60,1.10,-0.1700,0,8,8,8,97,103,17411,17385,9109.271,5.260,0.2631
18665,18.6650,-0.60,0.30,-0.1600,0,9,9,9,75,76,17486,17461,9148.801,4.846,3.9532
18865,18.8650,-0.80,-0.30,-0.1500,0,9,9,9,95,96,17581,17557,9198.800,4.148,0.2500
18865,18.8650,-0.80,-0.80,-0.1300,1,9,10,8,78,80,17659,17637,9240.160,3.571,4.1364
18994,18.9940,-0.80,-1.20,-0.1200,1,9,10,8,99,101,17758,17738,9292.515,2.840,0.4059
18999,18.9990,-0.80,-1.00,-0.1100,0,9,9,9,14,14,17772,17752,9299.844,2.737,1.4661
19093,19.0930,-0.90,-1.00,-0.0900,1,10,11,9,78,79,17850,17831,9340.942,2.092,0.4373
19211,19.2110,-1.00,-1.10,-0.0700,1,9,10,8,108,104,17958,17935,9396.435,1.123,0.4704
19219,19.2190,-1.00,-1.20,-0.0600,1,9,10,8,12,11,17970,17946,9402.455,1.018,0.7527
19325,19.3250,-0.80,-0.40,-0.0400,1,9,10,8,98,94,18068,18040,9452.716,0.316,0.4742
19443,19.4430,-0.80,-0.10,-0.0200,0,8,8,8,114,103,18182,18143,9509.521,-0.477,0.4814
19452,19.4520,-0.80,0.20,-0.0100,1,9,10,8,6,6,18188,18149,9512.662,-0.521,0.3491
19557,19.5570,-0.30,1.40,-0.0100,-1,9,8,10,97,101,18285,18250,9564.498,-0.792,0.4937
19676,19.6760,-0.30,2.00,-0.0100,0,8,8,8,102,104,18387,18354,9618.427,-1.075,0.4532
19684,19.6840,-0.30,2.40,-0.0100,-1,10,9,11,3,4,18390,18358,9620.260,-1.084,0.2291
19782,19.7820,-0.20,1.90,0.0000,-1,9,8,10,92,91,18482,18449,9668.169,-1.251,0.4889
19970,19.9700,-0.50,1.50,-0.0000,-1,8,7,9,103,109,18585,18558,9723.668,-1.736,0.2952
19970,19.9700,-0.50,-0.60,0.0100,1,8,9,7,73,77,18658,18635,9762.937,-2.079,3.9270
