t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_imu_mm,y_imu_mm,x_enc_mm,y_enc_mm,theta_enc_deg,v_mps
7212,7.2120,0.10,0.60,0.9800,-1,68,79,81,162,160,7488,6882,3761.842,0.405,-947.984,2996.247,125.379,0.3797
7433,7.4330,0.10,-0.70,0.9700,3,71,83,77,155,157,7643,7039,3843.523,0.262,-995.036,3063.015,124.966,0.3696
7654,7.6540,0.40,1.40,0.9300,-5,73,75,85,164,155,7807,7194,3927.036,-0.102,-1044.002,3130.668,126.828,0.3779
7655,7.6550,0.40,1.40,0.9300,-5,73,75,85,164,155,7971,7349,4010.548,-0.685,-1095.140,3196.694,128.690,0.0000
7875,7.8750,0.30,-0.50,0.8900,1,74,81,79,157,160,8128,7509,4093.537,-1.192,-1146.666,3261.751,128.069,0.3772
8006,8.0060,0.20,-1.30,0.8600,4,82,86,78,84,89,8212,7598,4138.828,-1.390,-1174.270,3297.658,127.034,0.3457
8138,8.1380,-0.30,-1.90,0.8300,9,28,89,71,86,91,8298,7689,4185.166,-1.349,-1201.845,3334.900,126.000,0.3510
8139,8.1390,-0.30,-1.90,0.8300,9,28,89,71,86,91,8384,7780,4231.504,-1.107,-1228.742,3372.633,124.966,0.0000
8351,8.3510,-0.40,0.70,0.9000,2,42,82,78,171,162,8555,7942,4318.682,-0.574,-1279.857,3443.254,126.828,0.4112
8572,8.5720,0.20,1.50,0.8800,-5,52,75,85,161,156,8716,8098,4401.672,-0.429,-1330.200,3509.232,127.862,0.3755
8573,8.5730,0.20,1.50,0.8800,-5,52,75,85,161,156,8877,8254,4484.662,-0.719,-1381.726,3574.289,128.897,0.0000
8794,8.7940,0.30,-0.20,0.8500,0,60,80,80,153,156,9030,8410,4565.557,-1.072,-1432.180,3637.523,128.276,0.3660
8925,8.9250,0.30,-1.10,0.8200,3,71,83,77,92,93,9122,8503,4613.989,-1.326,-1462.113,3675.599,128.069,0.3697
9057,9.0570,0.30,0.10,0.7900,-1,54,79,81,102,97,9224,8600,4666.087,-1.599,-1494.606,3716.323,129.103,0.3947
9058,9.0580,0.30,0.10,0.7900,-1,54,79,81,102,97,9326,8697,4718.184,-1.871,-1527.829,3756.453,130.138,0.0000
9180,9.1800,0.30,1.10,0.7500,-4,66,76,84,99,97,9425,8794,4769.496,-2.140,-1561.049,3795.561,130.552,0.4206
9185,9.1850,0.30,1.10,0.7500,-4,66,76,84,99,97,9524,8891,4820.808,-2.409,-1594.549,3834.429,130.966,10.2625
9313,9.3130,0.40,0.60,0.7300,-3,18,77,83,92,93,9616,8984,4869.240,-2.704,-1626.236,3871.058,130.759,0.3784
9435,9.4350,0.40,0.10,0.6800,-2,41,78,82,88,93,9704,9077,4916.624,-3.035,-1656.848,3907.229,129.724,0.3884
9439,9.4390,0.40,0.10,0.6600,-2,66,78,82,0,0,9704,9077,4916.624,-3.035,-1656.848,3907.229,129.724,0.0000
9559,9.5590,-0.10,-1.30,0.6600,6,58,86,74,76,80,9780,9157,4957.465,-3.142,-1682.721,3938.829,128.897,0.3403
9681,9.6810,-0.10,-1.30,0.6800,6,70,86,74,86,85,9866,9242,5002.233,-3.064,-1710.894,3973.620,129.103,0.3669
9685,9.6850,-0.10,-1.30,0.6800,6,70,86,74,86,85,9952,9327,5047.000,-2.986,-1739.193,4008.309,129.310,11.1919
9815,9.8150,-0.10,0.40,0.7000,1,31,81,79,97,93,10049,9420,5096.742,-2.899,-1770.983,4046.567,130.138,0.3826
10027,10.0270,0.10,1.20,0.6900,-4,44,76,84,164,161,10213,9581,5181.827,-2.899,-1826.182,4111.316,130.759,0.4013
10215,10.2150,0.20,-0.50,0.6600,1,56,81,79,131,132,10344,9713,5250.680,-3.079,-1871.041,4163.551,130.552,0.3662
10449,10.4490,0.20,-0.60,0.6000,2,82,84,80,171,168,10515,9881,5339.429,-3.389,-1929.104,4230.671,131.172,0.3793
10450,10.4500,0.20,-0.60,0.6000,2,82,84,80,171,168,10686,10049,5428.179,-3.699,-1987.892,4297.159,131.793,0.0000
10671,10.6710,0.40,0.50,0.5500,-3,79,77,83,175,171,10861,10220,5518.760,-4.173,-2048.746,4364.255,132.621,0.4099
10672,10.6720,0.40,0.50,0.5500,-3,79,77,83,175,171,11036,10391,5609.341,-4.806,-2110.563,4430.466,133.448,0.0000
10893,10.8930,0.30,-0.80,0.5200,2,78,82,78,153,157,11189,10548,5690.497,-5.301,-2165.948,4489.788,132.621,0.3672
11113,11.1130,-0.10,-0.90,0.5400,4,78,84,76,149,152,11338,10700,5769.298,-5.439,-2218.993,4548.062,132.000,0.3582
11114,11.1140,-0.10,-0.90,0.5400,4,78,84,76,149,152,11487,10852,5848.100,-5.301,-2271.404,4606.908,131.379,0.0000
11245,11.2450,-0.10,-1.10,0.5600,5,82,87,77,96,95,11583,10947,5898.103,-5.214,-2304.526,4644.369,131.586,0.3817
11376,11.3760,0.10,0.50,0.5800,-1,47,79,81,106,103,11689,11050,5952.819,-5.214,-2341.065,4685.097,132.207,0.4177
11588,11.5880,0.50,1.10,0.5100,-6,54,74,86,175,167,11864,11217,6042.354,-5.683,-2402.167,4750.542,133.862,0.4223
11809,11.8090,0.40,0.40,0.4500,-3,60,77,83,157,162,12021,11379,6125.865,-6.339,-2459.490,4811.276,132.828,0.3779
11810,11.8100,0.40,0.40,0.4500,-3,60,77,83,157,162,12178,11541,6209.377,-6.922,-2515.707,4873.036,131.793,0.0000
12031,12.0310,0.30,-0.50,0.4200,0,64,80,80,163,164,12341,11705,6294.984,-7.445,-2572.645,4936.965,131.586,0.3874
12252,12.2520,0.20,-0.30,0.3900,1,67,81,79,161,159,12502,11864,6378.759,-7.810,-2628.477,4999.424,132.000,0.3791
12383,12.3830,0.20,-0.20,0.3700,0,75,80,80,89,90,12591,11954,6425.621,-7.974,-2659.771,5034.306,131.793,0.3577
12384,12.3840,0.20,-0.20,0.3700,0,75,80,80,89,90,12680,12044,6472.482,-8.138,-2690.939,5069.301,131.586,0.0000
12516,12.5160,0.10,-0.20,0.3500,1,42,81,79,93,97,12773,12141,6522.224,-8.268,-2723.685,5106.743,130.759,0.3768
12728,12.7280,-0.00,-0.20,0.3600,1,51,81,79,170,169,12943,12310,6610.974,-8.345,-2781.749,5173.863,130.966,0.4186
12949,12.9490,0.10,0.10,0.3500,0,57,80,80,165,162,13108,12472,6696.582,-8.420,-2838.223,5238.202,131.586,0.3874
13170,13.1700,0.30,-0.50,0.3200,1,62,81,79,156,156,13264,12628,6778.263,-8.705,-2892.439,5299.296,131.586,0.3696
13171,13.1710,0.30,-0.50,0.3200,1,62,81,79,156,156,13420,12784,6859.944,-9.133,-2946.655,5360.390,131.586,0.0000
13392,13.3920,0.30,-0.00,0.2800,-1,65,79,81,163,160,13583,12944,6944.504,-9.575,-3003.124,5423.333,132.207,0.3826
13612,13.6120,0.20,-0.30,0.2600,0,67,80,80,163,164,13746,13108,7030.111,-9.949,-3060.522,5486.849,132.000,0.3891
13613,13.6130,0.20,-0.30,0.2600,0,67,80,80,163,164,13909,13272,7115.719,-10.248,-3117.690,5550.572,131.793,0.0000
13743,13.7430,0.20,-0.40,0.2400,1,75,81,79,92,93,14001,13365,7164.152,-10.417,-3149.903,5586.740,131.586,0.3726
13744,13.7440,0.20,-0.40,0.2400,1,75,81,79,92,93,14093,13458,7212.584,-10.586,-3181.984,5623.024,131.379,0.0000
13875,13.8750,0.20,-0.40,0.2200,1,49,81,79,94,95,14187,13553,7262.064,-10.759,-3214.625,5660.210,131.172,0.3777
13997,13.9970,0.20,-0.70,0.2000,2,62,82,78,99,99,14286,13652,7313.900,-10.940,-3248.751,5699.229,131.172,0.4249
14002,14.0020,0.20,-0.70,0.2000,2,62,82,78,99,99,14385,13751,7365.736,-11.121,-3282.876,5738.248,131.172,10.3673
14131,14.1310,0.10,-0.30,0.1800,1,12,81,79,95,94,14480,13845,7415.216,-11.250,-3315.517,5775.434,131.379,0.3836
14253,14.2530,0.10,-0.10,0.1700,0,35,80,80,100,100,14580,13945,7467.576,-11.342,-3350.129,5814.722,131.379,0.4292
14257,14.2570,0.10,-0.10,0.1700,0,60,80,80,2,2,14582,13947,7468.623,-11.343,-3350.821,5815.508,131.379,0.2618
14377,14.3770,0.20,-0.20,0.1700,0,40,80,80,85,85,14667,14032,7513.129,-11.460,-3380.242,5848.903,131.379,0.3709
14500,14.5000,0.20,0.40,0.1400,-2,56,78,82,90,88,14757,14120,7559.729,-11.623,-3411.172,5883.758,131.793,0.3789
14504,14.5040,0.20,0.40,0.1400,-2,56,78,82,90,88,14847,14208,7606.329,-11.785,-3442.354,5918.389,132.207,11.6501
14633,14.6330,0.40,0.40,0.1300,-3,16,77,83,90,87,14937,14295,7652.667,-12.028,-3473.670,5952.544,132.828,0.3592
14813,14.8130,0.30,0.40,0.0900,-3,35,77,83,135,137,15072,14432,7723.875,-12.463,-3521.889,6004.943,132.414,0.3956
14913,14.9130,0.20,0.40,0.0500,-2,50,78,82,67,68,15139,14500,7759.217,-12.617,-3545.680,6031.080,132.207,0.3534
15035,15.0350,0.10,-0.30,0.0300,0,62,80,80,90,94,15229,14594,7807.388,-12.743,-3577.783,6066.994,131.379,0.3948
15255,15.2550,-0.10,-0.30,0.0500,2,77,82,78,158,157,15387,14751,7889.855,-12.743,-3632.409,6128.774,131.586,0.3748
15377,15.3770,-0.10,0.30,0.0700,0,82,82,82,89,89,15476,14840,7936.455,-12.662,-3663.340,6163.629,131.586,0.3820
15382,15.3820,-0.10,0.30,0.0700,0,82,82,82,89,89,15565,14929,7983.055,-12.580,-3694.270,6198.484,131.586,9.3201
15511,15.5110,-0.20,-0.40,0.0900,3,13,83,77,98,102,15663,15031,8035.415,-12.443,-3728.740,6237.897,130.759,0.4059
15634,15.6340,-0.20,-0.60,0.1300,4,35,84,76,108,104,15771,15135,8090.916,-12.250,-3765.279,6279.675,131.586,0.4512
15638,15.6380,-0.20,-0.60,0.1500,4,60,84,76,2,2,15773,15137,8091.963,-12.246,-3765.974,6280.458,131.586,0.2618
15742,15.7420,-0.30,0.00,0.1600,2,43,82,78,79,79,15852,15216,8133.327,-12.065,-3793.429,6311.397,131.586,0.3977
15864,15.8640,-0.20,0.70,0.2100,0,57,80,80,93,93,15945,15309,8182.022,-11.853,-3825.750,6347.819,131.586,0.3991
15869,15.8690,-0.20,0.70,0.2200,0,75,80,80,1,1,15946,15310,8182.545,-11.851,-3826.097,6348.210,131.586,0.1047
15989,15.9890,-0.00,1.00,0.2300,-3,51,77,83,87,86,16033,15396,8227.836,-11.772,-3856.220,6382.032,131.793,0.3774
16111,16.1110,0.00,0.70,0.2400,-2,63,78,82,95,95,16128,15491,8277.578,-11.772,-3889.371,6419.117,131.793,0.4077
16116,16.1160,0.00,0.70,0.2400,-2,79,78,82,3,3,16131,15494,8279.149,-11.772,-3890.417,6420.289,131.793,0.3142
16235,16.2350,-0.10,-0.90,0.2400,4,16,84,76,89,90,16220,15584,8326.011,-11.731,-3921.585,6455.283,131.586,0.3938
16448,16.4480,-0.20,-0.70,0.2900,4,32,84,76,167,166,16387,15750,8413.190,-11.503,-3979.568,6520.385,131.793,0.4093
16669,16.6690,-0.20,0.10,0.3200,1,43,81,79,163,161,16550,15911,8498.013,-11.207,-4036.325,6583.421,132.207,0.3838
16670,16.6700,-0.20,0.10,0.3200,1,43,81,79,163,161,16713,16072,8582.835,-10.911,-4093.537,6646.045,132.621,0.0000
16890,16.8900,-0.00,-0.00,0.3300,1,50,81,79,170,169,16883,16241,8671.585,-10.756,-4153.751,6711.243,132.828,0.4034
17022,17.0220,-0.00,-0.10,0.3400,1,61,81,79,103,102,16986,16343,8725.254,-10.756,-4190.306,6750.538,133.034,0.4066
17154,17.1540,-0.00,0.20,0.3400,0,25,80,80,95,94,17081,16437,8774.734,-10.756,-4224.138,6786.644,133.241,0.3748
17365,17.3650,0.10,1.10,0.3400,-3,37,77,83,167,165,17248,16602,8861.651,-10.832,-4283.911,6849.746,133.655,0.4119
17366,17.3660,0.10,1.10,0.3300,-3,61,77,83,0,1,17248,16603,8861.913,-10.832,-4284.092,6849.936,133.448,0.0000
17587,17.5870,0.10,-0.00,0.3100,0,62,80,80,171,168,17419,16771,8950.663,-10.987,-4345.473,6914.036,134.069,0.4016
17808,17.8080,-0.10,-0.50,0.3400,3,64,83,77,165,170,17584,16941,9038.366,-10.987,-4405.901,6977.599,133.034,0.3968
17809,17.8090,-0.10,-0.50,0.3400,3,64,83,77,165,170,17749,17111,9126.068,-10.834,-4465.172,7042.243,132.000,0.0000
18029,18.0290,-0.20,0.40,0.3800,1,65,81,79,165,166,17914,17277,9212.724,-10.607,-4523.039,7106.745,131.793,0.3939
18160,18.1600,-0.20,0.10,0.4200,2,71,82,78,102,99,18016,17376,9265.345,-10.424,-4558.320,7145.787,132.414,0.4017
18161,18.1610,-0.20,0.10,0.4200,2,71,82,78,102,99,18118,17475,9317.966,-10.240,-4594.023,7184.444,133.034,0.0000
18293,18.2930,0.00,-0.00,0.4500,1,9,81,79,100,98,18218,17573,9369.803,-10.149,-4629.534,7222.205,133.448,0.3927
18415,18.4150,0.00,0.10,0.4500,0,32,80,80,103,102,18321,17675,9423.471,-10.149,-4666.513,7261.102,133.655,0.4399
18420,18.4200,0.00,0.10,0.4600,0,57,80,80,1,1,18322,17676,9423.995,-10.149,-4666.874,7261.481,133.655,0.1047
18549,18.5490,0.10,-0.30,0.4500,1,41,81,79,97,98,18419,17774,9475.046,-10.194,-4702.049,7298.480,133.448,0.3957
18671,18.6710,0.10,-0.70,0.4500,2,55,82,78,94,92,18513,17866,9523.741,-10.279,-4735.663,7333.711,133.862,0.3991
18675,18.6750,0.10,-0.70,0.4500,2,55,82,78,94,92,18607,17958,9572.435,-10.364,-4769.532,7368.698,134.276,12.1737
18795,18.7950,0.30,-0.40,0.4400,0,27,80,80,88,84,18695,18042,9617.464,-10.521,-4801.199,7400.711,135.103,0.3752
19007,19.0070,0.50,-0.00,0.3700,-2,39,78,82,167,162,18862,18204,9703.594,-11.122,-4862.760,7460.952,136.138,0.4063
19008,19.0080,0.50,-0.00,0.3700,-2,39,78,82,167,162,19029,18366,9789.723,-11.874,-4925.398,7520.072,137.172,0.0000
19229,19.2290,0.30,-0.80,0.3400,2,47,82,78,165,171,19194,18537,9877.685,-12.488,-4989.260,7580.565,135.931,0.3980
19450,19.4500,0.20,-0.00,0.3100,-1,52,79,81,170,167,19364,18704,9965.911,-12.873,-5052.983,7641.585,136.552,0.3992
19581,19.5810,0.20,0.40,0.2900,-2,62,78,82,102,101,19466,18805,10019.056,-13.059,-5091.632,7678.063,136.759,0.4057
19713,19.7130,0.40,0.20,0.2600,-2,22,78,82,95,96,19561,18901,10069.059,-13.320,-5127.996,7712.385,136.552,0.3788
19714,19.7140,0.40,0.20,0.2600,-2,22,78,82,95,96,19656,18997,10119.061,-13.670,-5164.237,7746.838,136.345,0.0000
19835,19.8350,0.40,-0.40,0.2100,-1,41,79,81,96,98,19752,19095,10169.849,-14.024,-5200.856,7782.031,135.931,0.4197
19840,19.8400,0.40,-0.40,0.1900,-1,63,79,81,1,1,19753,19096,10170.373,-14.028,-5201.232,7782.395,135.931,0.1047
19969,19.9690,0.30,-0.00,0.1700,-1,44,79,81,94,94,19847,19190,10219.590,-14.328,-5236.596,7816.628,135.931,0.3815
20181,20.1810,0.30,0.30,0.1300,-3,51,77,83,163,160,20010,19350,10304.150,-14.771,-5297.671,7875.112,136.552,0.3989
20393,20.3930,0.40,-0.00,0.0900,-2,55,78,82,162,163,20172,19513,10389.233,-15.291,-5359.336,7933.736,136.345,0.4013
20606,20.6060,-0.10,-2.00,0.1000,7,59,87,73,153,159,20325,19672,10470.915,-15.505,-5417.819,7990.759,135.103,0.3835
20606,20.6060,-0.10,-2.00,0.1200,7,75,87,73,0,1,20325,19673,10471.176,-15.504,-5418.004,7990.944,134.897,0.0000
20827,20.8270,-0.20,-0.60,0.1500,4,72,84,76,169,165,20494,19838,10558.617,-15.275,-5480.168,8052.438,135.724,0.3957
20828,20.8280,-0.20,-0.60,0.1500,4,72,84,76,169,165,20663,20003,10646.058,-14.970,-5543.214,8113.029,136.552,0.0000
21048,21.0480,0.20,0.60,0.1300,-3,69,77,83,179,173,20842,20176,10738.211,-14.970,-5610.800,8175.674,137.793,0.4189
21049,21.0490,0.20,0.60,0.1300,-3,69,77,83,179,173,21021,20349,10830.364,-15.292,-5679.727,8236.840,139.034,0.0000
21269,21.2690,0.40,0.60,0.0700,-4,67,76,84,171,170,21192,20519,10919.636,-15.759,-5747.243,8295.247,139.241,0.4058
21400,21.4000,0.40,0.50,0.0100,-4,72,76,84,99,100,21291,20619,10971.733,-16.123,-5786.644,8329.331,139.034,0.3977
21532,21.5320,0.30,-0.10,-0.0400,-1,8,79,81,98,100,21389,20719,11023.568,-16.440,-5825.663,8363.457,138.621,0.3927
21533,21.5330,0.30,-0.10,-0.0400,-1,8,79,81,98,100,21487,20819,11075.404,-16.711,-5864.434,8397.863,138.207,0.0000
21654,21.6540,0.30,-0.80,-0.0800,1,30,81,79,104,101,21591,20920,11129.072,-16.992,-5904.641,8433.413,138.828,0.4435
21659,21.6590,0.30,-0.80,-0.0900,1,55,81,79,1,1,21592,20921,11129.596,-16.995,-5905.035,8433.757,138.828,0.1047
21788,21.7880,0.40,-0.30,-0.1100,-1,34,79,81,98,95,21690,21016,11180.122,-17.303,-5943.248,8466.814,139.448,0.3917
22000,22.0000,0.20,-1.40,-0.1300,4,44,84,76,151,157,21841,21173,11260.755,-17.726,-6003.944,8519.898,138.207,0.3804
22212,22.2120,-0.00,-0.60,-0.1200,2,50,82,78,161,162,22002,21335,11345.316,-17.873,-6066.887,8576.367,138.000,0.3989
22213,22.2130,-0.00,-0.60,-0.1200,2,50,82,78,161,162,22163,21497,11429.877,-17.873,-6129.626,8633.063,137.793,0.0000
22425,22.4250,0.20,0.50,-0.1300,-2,54,78,82,169,164,22332,21661,11517.056,-18.025,-6194.728,8691.045,138.828,0.4112
22646,22.6460,0.20,-0.30,-0.1600,0,56,80,80,167,169,22499,21830,11605.020,-18.332,-6260.732,8749.194,138.414,0.3980
22647,22.6470,0.20,-0.30,-0.1600,0,56,80,80,167,169,22666,21999,11692.984,-18.639,-6326.315,8807.817,138.000,0.0000
22867,22.8670,0.00,0.00,-0.1500,0,58,80,80,166,170,22832,22169,11780.949,-18.793,-6391.258,8867.147,137.172,0.3998
22868,22.8680,0.00,0.00,-0.1500,0,58,80,80,166,170,22998,22339,11868.913,-18.793,-6455.338,8927.409,136.345,0.0000
23088,23.0880,-0.20,-0.20,-0.1200,2,60,82,78,165,164,23163,22503,11955.045,-18.643,-6517.763,8986.755,136.552,0.3915
23219,23.2190,-0.20,-0.80,-0.0800,4,67,84,76,95,97,23258,22600,12005.311,-18.467,-6554.130,9021.454,136.138,0.3837
23328,23.3280,-0.40,-1.50,-0.0500,7,35,87,73,64,68,23322,22668,12039.868,-18.286,-6578.873,9045.579,135.310,0.3170
23459,23.4590,-0.50,-1.50,0.0300,8,49,88,72,94,96,23416,22764,12089.608,-17.896,-6614.109,9080.689,134.897,0.3797
23591,23.5910,-0.80,-0.90,0.1100,8,11,88,72,86,86,23502,22850,12134.635,-17.385,-6645.892,9112.587,134.897,0.3411
23592,23.5920,-0.80,-0.90,0.1100,8,11,88,72,86,86,23588,22936,12179.660,-16.756,-6677.675,9144.485,134.897,0.0000
23713,23.7130,-0.80,-0.70,0.2300,8,32,88,72,97,92,23685,23028,12229.135,-16.065,-6712.915,9179.219,135.931,0.4089
23718,23.7180,-0.80,-0.70,0.2800,8,56,88,72,1,2,23686,23030,12229.920,-16.054,-6713.478,9179.766,135.724,0.1571
23847,23.8470,-0.50,0.80,0.3200,1,22,81,79,96,92,23782,23122,12279.135,-15.496,-6748.965,9213.871,136.552,0.3815
24059,24.0590,-0.10,1.50,0.3400,-4,35,76,84,158,156,23940,23278,12361.339,-15.065,-6808.849,9270.187,136.966,0.3878
24182,24.1820,-0.10,1.60,0.3500,-4,50,76,84,87,88,24027,23366,12407.154,-14.986,-6842.281,9301.514,136.759,0.3725
24186,24.1860,-0.10,1.60,0.3600,-4,68,76,84,3,3,24030,23369,12408.725,-14.983,-6843.425,9302.590,136.759,0.3927
24307,24.3070,-0.20,0.50,0.3700,0,26,80,80,82,82,24112,23451,12451.660,-14.870,-6874.702,9332.003,136.759,0.3548
