t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_imu_mm,y_imu_mm,x_enc_mm,y_enc_mm,theta_enc_deg,v_mps
5349,5.3490,-0.30,1.10,2.5100,1,79,81,79,146,137,4343,4314,2266.273,-21.338,2264.391,0.032,-6.000,0.0000
5480,5.4800,-0.20,2.40,2.5400,-4,85,81,89,88,85,4431,4399,2311.564,-21.535,2309.408,-4.946,-6.621,0.3457
5612,5.6120,-0.00,1.40,2.5700,-2,29,78,82,89,90,4520,4489,2358.426,-21.617,2355.967,-10.265,-6.414,0.3550
5613,5.6130,-0.00,1.40,2.5700,-2,29,78,82,89,90,4609,4579,2405.288,-21.617,2402.545,-15.416,-6.207,0.0000
5825,5.8250,-0.10,0.80,2.5800,1,44,81,79,156,157,4765,4736,2487.232,-21.689,2484.024,-24.128,-6.000,0.3865
6046,6.0460,-0.20,-0.20,2.6100,4,54,84,76,155,153,4920,4889,2567.865,-21.900,2564.185,-32.846,-6.414,0.3649
6047,6.0470,-0.20,-0.20,2.6100,4,54,84,76,155,153,5075,5042,2648.499,-22.181,2644.282,-42.143,-6.828,0.0000
6268,6.2680,-0.10,-0.30,2.6300,4,63,84,76,145,145,5220,5187,2724.421,-22.380,2719.665,-51.169,-6.828,0.3435
6399,6.3990,-0.10,0.20,2.6500,3,74,83,77,77,79,5297,5266,2765.261,-22.451,2760.234,-55.878,-6.414,0.3118
6400,6.4000,-0.10,0.20,2.6500,3,74,83,77,77,79,5374,5345,2806.102,-22.522,2800.835,-60.293,-6.000,0.0000
6532,6.5320,-0.30,-0.50,2.6700,6,35,86,74,77,79,5451,5424,2846.943,-22.665,2841.467,-64.416,-5.586,0.3094
6743,6.7430,-0.50,-0.30,2.7400,7,49,87,73,144,143,5595,5567,2922.077,-23.190,2916.233,-71.865,-5.793,0.3561
6744,6.7440,-0.50,-0.30,2.7400,7,49,87,73,144,143,5739,5710,2997.211,-23.845,2990.972,-79.584,-6.000,0.0000
6965,6.9650,-0.10,1.10,2.7600,0,58,80,80,153,145,5892,5855,3075.226,-24.254,3068.435,-88.858,-7.655,0.3530
7186,7.1860,0.30,1.20,2.7200,-3,65,77,83,149,144,6041,5999,3151.933,-24.120,3144.363,-99.763,-8.690,0.3471
7187,7.1870,0.30,1.20,2.7200,-3,65,77,83,149,144,6190,6143,3228.639,-23.718,3220.082,-112.036,-9.724,0.0000
7407,7.4070,0.40,0.70,2.6600,-2,70,78,82,145,142,6335,6285,3303.774,-23.259,3294.069,-125.128,-10.345,0.3415
7408,7.4080,0.40,0.70,2.6600,-2,70,78,82,145,142,6480,6427,3378.909,-22.735,3367.910,-139.020,-10.966,0.0000
7539,7.5390,0.40,0.10,2.6100,0,78,80,80,93,92,6573,6519,3427.340,-22.397,3415.442,-148.319,-11.172,0.3697
7671,7.6710,0.40,0.60,2.5600,-2,21,78,82,94,94,6667,6613,3476.557,-22.053,3463.728,-157.855,-11.172,0.3729
7672,7.6720,0.40,0.60,2.5600,-2,21,78,82,94,94,6761,6707,3525.775,-21.709,3512.013,-167.392,-11.172,0.0000
7884,7.8840,0.40,-0.50,2.5000,1,38,81,79,158,159,6919,6866,3608.763,-21.130,3593.460,-183.325,-10.966,0.3915
8106,8.1060,0.20,-0.60,2.4600,3,51,83,77,136,139,7055,7005,3680.757,-20.753,3664.213,-196.637,-10.345,0.3243
8106,8.1060,0.20,-0.60,2.4300,3,73,83,77,0,0,7055,7005,3680.757,-20.753,3664.213,-196.637,-10.345,0.0000
8327,8.3270,0.10,-0.40,2.4200,3,75,83,77,139,143,7194,7148,3754.584,-20.560,3736.934,-209.370,-9.517,0.3341
8548,8.5480,0.20,0.30,2.4000,0,76,80,80,154,149,7348,7297,3833.909,-20.352,3815.046,-223.191,-10.552,0.3589
8679,8.6790,0.20,0.30,2.3700,0,82,82,82,89,86,7437,7383,3879.724,-20.192,3860.040,-231.825,-11.172,0.3497
8811,8.8110,0.30,0.30,2.3400,0,26,80,80,91,89,7528,7472,3926.847,-19.987,3906.238,-241.123,-11.586,0.3570
8812,8.8120,0.30,0.30,2.3400,0,26,80,80,91,89,7619,7561,3973.970,-19.740,3952.367,-250.754,-12.000,0.0000
8933,8.9330,0.30,0.60,2.2900,-2,46,78,82,93,94,7712,7655,4022.926,-19.483,4000.272,-260.846,-11.793,0.4046
8938,8.9380,0.30,0.60,2.2800,-2,69,78,82,2,2,7714,7657,4023.973,-19.478,4001.297,-261.060,-11.793,0.2094
9067,9.0670,0.30,-0.10,2.2600,1,43,81,79,91,93,7805,7750,4072.144,-19.226,4048.487,-270.735,-11.379,0.3734
9279,9.2790,0.30,-0.30,2.2200,1,53,81,79,157,154,7962,7904,4153.562,-18.799,4128.217,-287.231,-12.000,0.3841
9280,9.2800,0.30,-0.30,2.2200,1,53,81,79,157,154,8119,8058,4234.981,-18.373,4207.765,-304.590,-12.621,0.0000
9402,9.4020,0.30,-0.10,2.1800,1,66,81,79,83,83,8202,8141,4278.439,-18.146,4250.174,-314.086,-12.621,0.3562
9406,9.4060,0.30,-0.10,2.1600,1,82,83,81,2,3,8204,8144,4279.748,-18.139,4251.452,-314.370,-12.414,0.3272
9527,9.5270,0.10,-0.80,2.1500,4,43,84,76,76,79,8280,8223,4320.326,-17.997,4291.128,-322.878,-11.793,0.3354
9739,9.7390,0.10,-1.40,2.1400,6,54,86,74,142,145,8422,8368,4395.463,-17.866,4364.761,-337.836,-11.172,0.3544
9952,9.9520,0.10,0.00,2.1200,1,61,81,79,152,146,8574,8514,4473.479,-17.730,4441.130,-353.780,-12.414,0.3663
10074,10.0740,0.20,1.20,2.0900,-3,71,77,83,88,85,8662,8599,4518.770,-17.611,4485.309,-363.756,-13.034,0.3712
10079,10.0790,0.20,1.20,2.0800,-3,86,83,89,1,1,8663,8600,4519.294,-17.609,4485.820,-363.874,-13.034,0.1047
10208,10.2080,0.50,1.60,2.0600,-6,55,74,86,95,93,8758,8693,4568.511,-17.309,4533.729,-375.148,-13.448,0.3815
10419,10.4190,0.40,0.60,2.0000,-2,61,78,82,151,154,8909,8847,4648.357,-16.682,4611.488,-393.297,-12.828,0.3784
10632,10.6320,0.30,0.10,1.9600,0,65,80,80,156,156,9065,9003,4730.037,-16.183,4691.131,-411.432,-12.828,0.3835
10754,10.7540,0.20,-0.80,1.9200,3,74,83,77,90,91,9155,9094,4777.422,-15.976,4737.353,-421.869,-12.621,0.3884
10759,10.7590,0.20,-0.80,1.9100,3,88,91,85,1,1,9156,9095,4777.946,-15.974,4737.864,-421.983,-12.621,0.1047
10888,10.8880,0.00,-0.90,1.9000,4,56,84,76,92,96,9248,9191,4827.164,-15.888,4785.969,-432.390,-11.793,0.3815
11068,11.0680,-0.00,-1.00,1.9100,5,64,85,75,127,130,9375,9321,4894.447,-15.888,4851.905,-445.784,-11.172,0.3738
11168,11.1680,-0.10,-0.60,1.9100,5,48,85,75,57,57,9432,9378,4924.292,-15.914,4881.185,-451.567,-11.172,0.2985
11290,11.2900,-0.10,-0.30,1.9400,4,62,84,76,88,86,9520,9464,4969.845,-15.994,4925.842,-460.555,-11.586,0.3734
11510,11.5100,-0.10,0.60,1.9500,1,66,81,79,160,160,9680,9624,5053.620,-16.140,5007.911,-477.381,-11.586,0.3808
11722,11.7220,-0.00,0.90,1.9500,-1,69,79,81,150,149,9830,9773,5131.898,-16.208,5084.566,-493.241,-11.793,0.3692
11723,11.7230,-0.00,0.90,1.9500,-1,69,79,81,150,149,9980,9922,5210.176,-16.208,5161.162,-509.377,-12.000,0.0000
11944,11.9440,0.00,0.20,1.9500,1,71,81,79,153,149,10133,10071,5289.240,-16.208,5238.377,-526.374,-12.828,0.3578
11945,11.9450,0.00,0.20,1.9500,1,71,81,79,153,149,10286,10220,5368.303,-16.208,5315.339,-544.483,-13.655,0.0000
12165,12.1650,0.00,0.20,1.9500,1,71,81,79,161,162,10447,10382,5452.864,-16.208,5397.546,-564.298,-13.448,0.3844
12166,12.1660,0.00,0.20,1.9500,1,86,87,85,0,0,10447,10382,5452.864,-16.208,5397.546,-564.298,-13.448,0.0000
12297,12.2970,-0.00,0.10,1.9500,2,87,89,85,98,101,10545,10483,5504.963,-16.208,5448.280,-576.140,-12.828,0.3977
12429,12.4290,-0.20,0.10,1.9500,3,22,83,77,93,95,10638,10578,5554.181,-16.294,5496.309,-586.894,-12.414,0.3729
12430,12.4300,-0.20,0.10,1.9500,3,22,83,77,93,95,10731,10673,5603.399,-16.466,5544.415,-597.301,-12.000,0.0000
12642,12.6420,-0.30,0.10,2.0000,4,37,84,76,161,160,10892,10833,5687.436,-16.833,5626.584,-614.921,-12.207,0.3964
12864,12.8640,-0.30,0.20,2.0400,3,48,83,77,158,159,11050,10992,5770.425,-17.267,5707.730,-632.323,-12.000,0.3738
13085,13.0850,-0.30,0.40,2.0800,3,55,83,77,163,161,11213,11153,5855.247,-17.711,5790.635,-650.258,-12.414,0.3838
13216,13.2160,-0.30,0.20,2.1200,3,66,83,77,95,91,11308,11244,5903.941,-17.966,5838.114,-661.069,-13.241,0.3717
13217,13.2170,-0.30,0.20,2.1200,3,66,83,77,95,91,11403,11335,5952.635,-18.221,5885.432,-672.565,-14.069,0.0000
13349,13.3490,-0.10,1.50,2.1600,-2,24,78,82,84,81,11487,11416,5995.831,-18.372,5927.276,-683.292,-14.690,0.3272
13470,13.4700,-0.10,0.80,2.1700,0,44,80,80,93,95,11580,11511,6045.050,-18.458,5974.930,-695.601,-14.276,0.4068
13475,13.4750,-0.10,0.80,2.1700,0,44,80,80,93,95,11673,11606,6094.268,-18.544,6022.672,-707.566,-13.862,9.8437
13604,13.6040,-0.00,0.20,2.1700,1,12,81,79,88,88,11761,11694,6140.344,-18.584,6067.407,-718.605,-13.862,0.3572
13726,13.7260,-0.00,-0.00,2.1800,2,36,82,78,89,89,11850,11783,6186.945,-18.584,6112.650,-729.770,-13.862,0.3820
13730,13.7300,-0.00,-0.00,2.1800,2,36,82,78,89,89,11939,11872,6233.545,-18.584,6157.893,-740.934,-13.862,11.6501
13850,13.8500,-0.20,0.30,2.1800,3,24,83,77,71,72,12010,11944,6270.982,-18.649,6194.256,-749.838,-13.655,0.3120
14062,14.0620,-0.20,0.40,2.2100,2,40,82,78,138,139,12148,12083,6343.500,-18.903,6264.756,-766.831,-13.448,0.3421
14283,14.2830,-0.20,0.70,2.2300,1,50,81,79,151,150,12299,12233,6422.301,-19.178,6341.363,-785.296,-13.655,0.3566
14284,14.2840,-0.20,0.70,2.2300,1,50,81,79,151,150,12450,12383,6501.103,-19.453,6417.904,-804.037,-13.862,0.0000
14504,14.5040,-0.10,-0.60,2.2400,4,56,84,76,161,157,12611,12540,6584.354,-19.671,6498.585,-824.567,-14.690,0.3784
14505,14.5050,-0.10,-0.60,2.2400,4,56,84,76,161,157,12772,12697,6667.607,-19.816,6578.962,-846.259,-15.517,0.0000
14725,14.7250,0.10,0.70,2.2400,0,61,80,80,159,156,12931,12853,6750.073,-19.816,6658.302,-868.751,-16.138,0.3748
14856,14.8560,0.10,0.70,2.2200,-1,70,79,81,92,91,13023,12944,6797.983,-19.732,6704.299,-882.151,-16.345,0.3657
14857,14.8570,0.10,0.70,2.2200,-1,70,79,81,92,91,13115,13035,6845.892,-19.649,6750.248,-895.716,-16.552,0.0000
14988,14.9880,0.30,0.10,2.2100,0,18,80,80,91,89,13206,13124,6893.015,-19.484,6795.370,-909.304,-16.966,0.3597
15200,15.2000,0.30,-0.60,2.1700,2,33,82,78,162,161,13368,13285,6977.575,-19.041,6876.207,-934.125,-17.172,0.3989
15201,15.2010,0.30,-0.60,2.1700,2,33,82,78,162,161,13530,13446,7062.135,-18.599,6956.953,-959.237,-17.379,0.0000
15422,15.4220,-0.10,-1.10,2.1800,6,45,86,74,148,156,13678,13602,7141.722,-18.460,7033.242,-981.910,-15.724,0.3601
15644,15.6440,-0.10,-0.50,2.1900,4,54,84,76,147,144,13825,13746,7217.906,-18.593,7106.462,-1002.953,-16.345,0.3432
15775,15.7750,-0.10,0.10,2.2000,2,64,82,78,94,89,13919,13835,7265.815,-18.676,7152.311,-1016.850,-17.379,0.3657
15908,15.9080,0.30,0.20,2.1900,0,51,80,80,94,92,14013,13927,7314.510,-18.591,7198.730,-1031.563,-17.793,0.3661
16120,16.1200,0.50,0.60,2.1300,-3,56,77,83,161,160,14174,14087,7398.545,-18.005,7278.702,-1057.387,-18.000,0.3964
16121,16.1210,0.50,0.60,2.1300,-3,56,77,83,161,160,14335,14247,7482.580,-17.271,7358.579,-1083.501,-18.207,0.0000
16342,16.3420,0.60,0.90,2.0400,-4,60,76,84,162,157,14497,14404,7566.090,-16.470,7437.673,-1110.310,-19.241,0.3779
16563,16.5630,0.60,0.70,1.9500,-4,62,76,84,165,164,14662,14568,7652.217,-15.568,7518.942,-1138.841,-19.448,0.3897
16564,16.5640,0.60,0.70,1.9500,-4,62,76,84,165,164,14827,14732,7738.344,-14.666,7600.108,-1167.666,-19.655,0.0000
16695,16.6950,0.60,0.00,1.8600,-2,70,78,82,90,96,14917,14828,7787.036,-14.156,7646.140,-1183.547,-18.414,0.3717
16827,16.8270,0.10,-0.60,1.7900,3,58,83,77,87,93,15004,14921,7834.159,-13.868,7691.010,-1197.947,-17.172,0.3570
16828,16.8280,0.10,-0.60,1.7900,3,58,83,77,87,93,15091,15014,7881.283,-13.786,7736.181,-1211.372,-15.931,0.0000
17040,17.0400,-0.30,-0.90,1.8300,6,62,86,74,154,157,15245,15171,7962.703,-13.928,7814.593,-1233.295,-15.310,0.3841
17261,17.2610,-0.10,0.50,1.8500,1,64,81,79,160,154,15405,15325,8044.907,-14.215,7893.641,-1255.859,-16.552,0.3720
17262,17.2620,-0.10,0.50,1.8500,1,64,81,79,160,154,15565,15479,8127.112,-14.358,7972.182,-1280.130,-17.793,0.0000
17483,17.4830,0.20,0.70,1.8200,-1,65,79,81,161,159,15726,15638,8210.888,-14.285,8051.857,-1306.018,-18.207,0.3791
17614,17.6140,0.20,0.60,1.7800,-1,72,79,81,95,94,15821,15732,8260.368,-14.112,8098.832,-1321.563,-18.414,0.3777
17615,17.6150,0.20,0.60,1.7800,-1,72,79,81,95,94,15916,15826,8309.847,-13.940,8145.750,-1337.277,-18.621,0.0000
17747,17.7470,0.20,1.30,1.7600,-4,52,76,84,95,93,16011,15919,8359.065,-13.768,8192.335,-1353.161,-19.034,0.3729
17869,17.8690,0.20,1.10,1.7200,-3,62,77,83,97,98,16108,16017,8410.116,-13.590,8240.625,-1369.724,-18.828,0.4184
17873,17.8730,0.20,1.10,1.7200,-3,62,77,83,97,98,16205,16115,8461.167,-13.411,8288.974,-1386.112,-18.621,12.7627
18002,18.0020,0.20,0.30,1.7000,-1,15,79,81,89,90,16294,16205,8508.028,-13.248,8333.410,-1400.994,-18.414,0.3633
18124,18.1240,0.20,-0.30,1.6600,1,37,81,79,89,90,16383,16295,8554.890,-13.084,8377.899,-1415.717,-18.207,0.3841
18128,18.1280,0.20,-0.30,1.6500,1,60,81,79,1,1,16384,16296,8555.414,-13.082,8378.396,-1415.880,-18.207,0.1309
18248,18.2480,-0.00,-0.80,1.6400,4,49,84,76,73,75,16457,16371,8594.160,-13.015,8415.246,-1427.854,-17.793,0.3229
18370,18.3700,-0.10,-1.40,1.6500,7,62,87,73,78,81,16535,16452,8635.786,-13.051,8454.950,-1440.359,-17.172,0.3412
18375,18.3750,-0.10,-1.40,1.6500,7,62,87,73,78,81,16613,16533,8677.412,-13.124,8494.786,-1452.433,-16.552,8.3252
18504,18.5040,-0.40,-0.40,1.6700,5,22,85,75,79,82,16692,16615,8719.561,-13.308,8535.254,-1464.222,-15.931,0.3267
18715,18.7150,-0.40,-0.00,1.7200,4,37,84,76,150,149,16842,16764,8797.838,-13.854,8610.486,-1485.844,-16.138,0.3710
18927,18.9270,-0.20,-0.10,1.7600,4,47,84,76,153,149,16995,16913,8876.900,-14.268,8686.274,-1508.367,-16.966,0.3729
18928,18.9280,-0.20,-0.10,1.7600,4,47,84,76,153,149,17148,17062,8955.963,-14.544,8761.728,-1531.983,-17.793,0.0000
19140,19.1400,-0.30,-0.50,1.8000,5,54,85,75,145,145,17293,17207,9031.884,-14.875,8834.018,-1555.183,-17.793,0.3581
19361,19.3610,-0.40,0.40,1.8600,3,58,83,77,154,155,17447,17362,9112.778,-15.370,8911.089,-1579.765,-17.586,0.3660
19362,19.3620,-0.40,0.40,1.8600,3,58,83,77,154,155,17601,17517,9193.672,-15.934,8988.248,-1604.067,-17.379,0.0000
19582,19.5820,-0.30,0.00,1.9100,4,61,84,76,156,153,17757,17670,9274.567,-16.429,9065.319,-1628.648,-18.000,0.3677
19583,19.5830,-0.30,0.00,1.9100,4,61,84,76,156,153,17913,17823,9355.462,-16.852,9142.119,-1654.063,-18.621,0.0000
19714,19.7140,-0.30,0.10,1.9500,4,70,84,76,83,87,17996,17910,9399.967,-17.085,9184.397,-1667.969,-17.793,0.3397
19846,19.8460,-0.80,-1.00,2.0000,10,58,90,70,75,82,18071,17992,9441.068,-17.480,9223.689,-1680.033,-16.345,0.3114
19847,19.8470,-0.80,-1.00,2.0000,10,58,90,70,75,82,18146,18074,9482.166,-18.054,9263.273,-1691.101,-14.897,0.0000
19968,19.9680,-0.90,-2.20,2.1400,15,68,95,65,78,82,18224,18156,9524.050,-18.675,9303.830,-1701.577,-14.069,0.3462
19973,19.9730,-0.90,-2.20,2.1400,15,68,95,65,78,82,18302,18238,9565.932,-19.333,9344.534,-1711.465,-13.241,8.3776
20102,20.1020,-1.10,-0.50,2.2400,10,26,90,70,80,76,18382,18314,9606.767,-20.046,9384.220,-1721.107,-14.069,0.3166
20314,20.3140,-0.70,1.50,2.3400,2,39,82,78,155,144,18537,18458,9685.035,-21.275,9459.757,-1741.640,-16.345,0.3692
20526,20.5260,-0.30,1.90,2.3800,-2,49,78,82,146,141,18683,18599,9760.169,-21.931,9531.663,-1763.435,-17.379,0.3544
20527,20.5270,-0.30,1.90,2.3800,-2,49,78,82,146,141,18829,18740,9835.304,-22.324,9603.164,-1786.524,-18.414,0.0000
20739,20.7390,-0.20,1.10,2.4100,0,56,80,80,139,141,18968,18881,9908.607,-22.644,9672.798,-1809.428,-18.000,0.3458
20960,20.9600,-0.10,-0.10,2.4300,4,60,84,76,152,147,19120,19028,9986.885,-22.849,9747.023,-1834.288,-19.034,0.3542
20961,20.9610,-0.10,-0.10,2.4300,4,60,84,76,152,147,19272,19175,10065.163,-22.986,9820.788,-1860.484,-20.069,0.0000
21181,21.1810,0.10,1.20,2.4200,-2,62,78,82,156,150,19428,19325,10145.273,-22.986,9895.732,-1888.788,-21.310,0.3641
21182,21.1820,0.10,1.20,2.4200,-2,62,78,82,156,150,19584,19475,10225.384,-22.846,9970.045,-1918.708,-22.552,0.0000
21402,21.4020,-0.00,-0.70,2.4200,5,65,85,75,131,141,19715,19616,10296.593,-22.784,10036.292,-1944.827,-20.483,0.3237
21403,21.4030,-0.00,-0.70,2.4200,5,65,85,75,131,141,19846,19757,10367.803,-22.784,10103.438,-1968.536,-18.414,0.0000
21533,21.5330,-0.20,-2.40,2.4500,11,73,91,69,74,78,19920,19835,10407.596,-22.853,10141.284,-1980.833,-17.586,0.3061
21534,21.5340,-0.20,-2.40,2.4500,11,73,91,69,74,78,19994,19913,10447.389,-22.992,10179.304,-1992.582,-16.759,0.0000
21665,21.6650,-0.70,-1.80,2.4800,12,48,92,68,77,78,20071,19991,10487.967,-23.311,10218.180,-2004.212,-16.552,0.3098
21787,21.7870,-0.70,-0.80,2.5900,9,60,89,71,87,82,20158,20073,10532.208,-23.851,10260.476,-2017.199,-17.586,0.3627
21792,21.7920,-0.70,-0.80,2.5900,9,60,89,71,87,82,20245,20155,10576.449,-24.392,10302.529,-2030.947,-18.621,8.8488
21921,21.9210,-0.30,0.80,2.6500,2,18,82,78,84,82,20329,20237,10619.906,-24.771,10343.663,-2044.972,-19.034,0.3369
22043,22.0430,-0.30,2.00,2.7000,-2,38,78,82,87,84,20416,20321,10664.673,-25.006,10385.903,-2059.802,-19.655,0.3669
22047,22.0470,-0.30,2.00,2.7100,-2,60,78,82,2,2,20418,20323,10665.720,-25.011,10386.889,-2060.154,-19.655,0.2618
22167,22.1670,0.10,0.60,2.7200,0,37,80,80,76,74,20494,20397,10704.990,-25.080,10423.823,-2073.496,-20.069,0.3272
22379,22.3790,0.10,0.10,2.7000,2,47,82,78,140,138,20634,20535,10777.770,-24.953,10492.093,-2098.717,-20.483,0.3433
22600,22.6000,0.10,0.30,2.6800,1,53,81,79,154,152,20788,20687,10857.880,-24.813,10567.038,-2127.021,-20.897,0.3625
22601,22.6010,0.10,0.30,2.6800,1,53,81,79,154,152,20942,20839,10937.991,-24.673,10641.775,-2155.865,-21.310,0.0000
22821,22.8210,0.20,-0.20,2.6500,2,57,82,78,151,153,21093,20992,11017.578,-24.465,10716.025,-2184.521,-20.897,0.3618
22952,22.9520,0.10,-0.60,2.6300,4,67,84,76,80,81,21173,21073,11059.727,-24.354,10755.429,-2199.483,-20.690,0.3218
22953,22.9530,0.10,-0.60,2.6300,4,67,84,76,80,81,21253,21154,11101.877,-24.281,10794.887,-2214.304,-20.483,0.0000
23085,23.0850,-0.20,-1.90,2.6200,10,47,90,70,72,76,21325,21230,11140.623,-24.314,10831.281,-2227.600,-19.655,0.2935
23296,23.2960,-0.40,-0.90,2.6900,8,55,88,72,132,132,21457,21362,11209.737,-24.676,10896.369,-2250.847,-19.655,0.3276
