t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_mm,y_mm,v_mps
3666,3.6660,0.60,1.80,0.1600,-1,9,8,10,117,116,3344,3327,1746.374,-11.434,0.5169
3674,3.6740,0.60,2.50,0.1500,-1,10,9,11,6,6,3350,3333,1749.516,-11.401,0.3927
3780,3.7800,0.80,1.50,0.1400,-1,9,8,10,107,109,3457,3442,1806.059,-10.611,0.5335
3899,3.8990,0.80,0.90,0.1300,-1,9,8,10,111,112,3568,3554,1864.435,-9.796,0.4906
3906,3.9060,0.80,0.50,0.1300,-1,10,9,11,4,3,3572,3557,1866.267,-9.771,0.2618
4014,4.0140,1.10,0.90,0.1100,-1,10,9,11,113,107,3685,3664,1923.852,-8.665,0.5333
4132,4.1320,1.10,1.10,0.1100,-1,9,8,10,121,122,3806,3786,1987.458,-7.444,0.5391
4140,4.1400,1.10,1.30,0.1000,0,11,11,11,0,1,3806,3787,1987.720,-7.439,0.0327
4238,4.2380,1.10,0.10,0.0900,-1,10,9,11,113,111,3919,3898,2046.352,-6.313,0.5984
4361,4.3610,1.00,-0.50,0.0700,0,9,9,9,121,128,4040,4026,2111.530,-5.175,0.5300
4365,4.3650,1.00,-1.80,0.0700,0,10,10,10,2,2,4042,4028,2112.577,-5.157,0.2618
4467,4.4670,0.60,-2.20,0.0600,1,10,11,9,101,103,4143,4131,2165.981,-4.598,0.5236
4585,4.5850,0.60,-2.40,0.0500,0,9,9,9,118,112,4261,4243,2226.192,-3.967,0.5103
4593,4.5930,0.60,-2.40,0.0500,0,10,10,10,7,7,4268,4250,2229.857,-3.929,0.4581
4651,4.6510,0.90,0.70,0.0400,-1,10,9,11,55,52,4323,4302,2257.866,-3.489,0.4830
4801,4.8010,1.00,3.40,0.0300,-2,10,8,12,126,133,4449,4435,2325.661,-2.305,0.4520
4801,4.8010,1.00,2.90,0.0200,-1,10,9,11,32,35,4481,4470,2343.199,-1.999,1.7541
4919,4.9190,0.60,2.60,0.0200,-1,11,10,12,11,13,4492,4483,2349.482,-1.933,0.0532
4920,4.9200,0.60,1.10,0.0100,0,9,9,9,126,129,4618,4612,2416.237,-1.234,66.7588
5108,5.1080,0.50,0.40,0.0100,-1,8,7,9,120,117,4738,4729,2478.281,-0.693,0.3300
5108,5.1080,0.50,-0.50,0.0000,0,9,9,9,77,83,4815,4812,2520.168,-0.327,4.1888
5237,5.2370,0.50,-1.20,-0.0000,0,9,9,9,114,111,4929,4923,2579.070,0.187,0.4566
5245,5.2450,0.50,-1.40,-0.0000,0,10,10,10,5,5,4934,4928,2581.688,0.210,0.3272
5356,5.3560,0.10,-0.70,-0.0100,0,9,9,9,107,110,5041,5038,2638.499,0.309,0.5118
5479,5.4790,0.10,-0.30,-0.0000,0,9,9,9,109,108,5150,5146,2695.309,0.408,0.4619
5483,5.4830,0.10,0.00,-0.0000,0,10,10,10,4,4,5154,5150,2697.403,0.412,0.5236
5570,5.5700,0.00,0.40,-0.0000,0,10,10,10,82,81,5236,5231,2740.077,0.412,0.4905
5763,5.7630,-0.00,0.50,-0.0000,0,9,9,9,119,120,5355,5351,2802.647,0.412,0.3242
5763,5.7630,-0.00,-0.10,-0.0000,0,9,9,9,92,94,5447,5445,2851.341,0.412,4.8695
5961,5.9610,-0.10,-0.50,0.0000,0,8,8,8,110,112,5557,5557,2909.461,0.310,0.2935
5962,5.9620,-0.10,-0.50,0.0000,1,8,9,7,79,78,5636,5635,2950.563,0.238,41.1025
6161,6.1610,0.10,-0.50,0.0100,0,9,9,9,109,107,5745,5742,3007.112,0.337,0.2842
6162,6.1620,0.10,0.20,0.0100,0,9,9,9,86,86,5831,5828,3052.141,0.416,45.0295
6290,6.2900,0.10,0.70,0.0100,0,9,9,9,121,120,5952,5948,3115.235,0.526,0.4929
6295,6.2950,0.10,0.40,0.0100,-1,11,10,12,2,2,5954,5950,3116.282,0.528,0.2094
6400,6.4000,-0.20,-0.90,0.0100,1,9,10,8,113,115,6067,6065,3175.972,0.319,0.5685
6588,6.5880,-0.20,-1.60,0.0200,1,9,10,8,121,110,6188,6175,3236.447,0.108,0.3217
6588,6.5880,-0.20,0.60,0.0200,-1,9,8,10,83,81,6271,6256,3279.382,-0.042,4.2935
6717,6.7170,-0.10,2.30,0.0200,0,9,9,9,115,120,6386,6376,3340.905,-0.149,0.4769
6726,6.7260,-0.10,2.70,0.0200,-1,10,9,11,4,5,6390,6381,3343.261,-0.153,0.2618
6836,6.8360,-0.00,-0.40,0.0300,1,9,10,8,110,115,6500,6496,3402.166,-0.153,0.5355
7024,7.0240,0.00,-1.90,0.0300,0,8,8,8,115,107,6615,6603,3460.285,-0.153,0.3091
7025,7.0250,0.00,-0.60,0.0300,0,9,9,9,80,78,6695,6681,3501.650,-0.153,41.3643
7154,7.1540,0.00,0.40,0.0300,0,9,9,9,99,104,6794,6785,3554.795,-0.153,0.4120
7162,7.1620,0.00,0.60,0.0300,0,10,10,10,11,11,6805,6796,3560.555,-0.153,0.7199
7273,7.2730,0.20,0.70,0.0300,0,10,10,10,100,99,6905,6895,3612.652,0.029,0.4694
7462,7.4620,-0.20,0.60,0.0200,-1,9,8,10,110,112,7015,7007,3670.771,-0.174,0.3075
7462,7.4620,-0.20,-1.90,0.0300,1,9,10,8,82,88,7097,7095,3715.277,-0.330,4.4506
7590,7.5900,-0.30,-4.20,0.0300,2,9,11,7,110,108,7207,7203,3772.349,-0.628,0.4459
7599,7.5990,-0.30,-4.40,0.0300,2,11,13,9,3,1,7210,7204,3773.396,-0.634,0.1164
7703,7.7030,0.10,0.90,0.0300,-1,10,9,11,120,107,7330,7311,3832.824,-0.530,0.5714
7822,7.8220,0.20,3.60,0.0300,-1,8,7,9,122,126,7452,7437,3897.750,-0.304,0.5456
7830,7.8300,0.20,5.60,0.0200,-2,11,9,13,1,1,7453,7438,3898.274,-0.302,0.0654
7936,7.9360,0.10,0.50,0.0200,0,9,9,9,117,128,7570,7566,3962.414,-0.190,0.6051
