t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_enc_mm,y_enc_mm,theta_enc_deg,x_imu_mm,y_imu_mm,v_mps
3888,3.8880,-0.10,-0.10,0.5800,2,44,82,78,148,148,3689,3694,1932.360,38.230,1.034,1932.856,-4.574,77.4926
4109,4.1090,0.00,0.70,0.5900,-1,54,79,81,162,157,3851,3851,2015.871,38.984,0.000,2016.369,-4.646,0.3779
4330,4.3300,0.00,0.60,0.5900,-1,60,79,81,170,170,4021,4021,2104.882,38.984,0.000,2105.381,-4.646,0.4028
4461,4.4610,0.00,-0.80,0.6000,3,71,83,77,103,105,4124,4126,2159.336,39.180,0.414,2159.836,-4.646,0.4157
4593,4.5930,-0.10,-0.40,0.6100,3,17,83,77,97,96,4221,4222,2209.863,39.454,0.207,2210.363,-4.691,0.3828
4594,4.5940,-0.10,-0.40,0.6100,3,17,83,77,97,96,4318,4318,2260.390,39.545,0.000,2260.890,-4.779,50.5273
4806,4.8060,0.10,0.50,0.6100,-1,34,79,81,176,172,4494,4490,2351.494,38.887,-0.828,2351.996,-4.779,0.4297
5027,5.0270,0.20,0.30,0.6000,-1,47,79,81,161,164,4655,4654,2436.575,38.119,-0.207,2437.081,-4.556,0.3850
5028,5.0280,0.20,0.30,0.6000,-1,47,79,81,161,164,4816,4818,2521.660,38.273,0.414,2522.165,-4.259,85.0848
5249,5.2490,0.00,0.50,0.6100,0,57,80,80,150,150,4966,4968,2600.198,38.840,0.414,2600.705,-4.122,0.3554
5469,5.4690,-0.00,0.10,0.6200,1,64,81,79,151,151,5117,5119,2679.259,39.411,0.414,2679.768,-4.122,0.3594
5470,5.4700,-0.00,0.10,0.6400,1,82,83,81,0,1,5117,5120,2679.521,39.413,0.621,2680.030,-4.122,0.2618
5601,5.6010,-0.00,-0.10,0.6500,1,86,87,85,98,96,5215,5216,2730.309,39.780,0.207,2730.819,-4.122,0.3877
5733,5.7330,0.10,0.10,0.6600,0,16,80,80,104,102,5319,5318,2784.239,39.780,-0.207,2784.750,-4.075,0.4086
5734,5.7340,0.10,0.10,0.6600,0,16,80,80,104,102,5423,5420,2838.169,39.391,-0.621,2838.680,-3.981,53.9307
5946,5.9460,0.00,-0.40,0.6700,2,32,82,78,181,181,5604,5601,2932.934,38.364,-0.621,2933.452,-3.898,0.4470
6167,6.1670,0.00,0.10,0.6800,1,45,81,79,165,167,5769,5768,3019.849,37.736,-0.207,3020.369,-3.898,0.3933
6389,6.3890,0.20,-0.40,0.6700,2,55,82,78,159,156,5928,5924,3102.313,36.992,-0.828,3102.836,-3.754,0.3715
6520,6.5200,0.20,-0.10,0.6600,0,68,80,80,86,86,6014,6010,3147.338,36.341,-0.828,3147.865,-3.597,0.3437
6652,6.6520,0.10,-0.70,0.6500,3,31,83,77,79,80,6093,6090,3188.960,35.815,-0.621,3189.491,-3.488,0.3153
6653,6.6530,0.10,-0.70,0.6500,3,31,83,77,79,80,6172,6170,3230.585,35.440,-0.414,3231.117,-3.415,41.6261
6865,6.8650,0.10,0.00,0.6500,1,45,81,79,152,153,6324,6323,3310.433,35.007,-0.207,3310.966,-3.276,0.3766
7087,7.0870,0.30,-0.20,0.6300,0,54,80,80,163,156,6487,6479,3393.936,33.650,-1.655,3394.479,-2.984,0.3762
7308,7.3080,0.40,-0.10,0.6100,0,60,80,80,162,160,6649,6639,3478.190,30.911,-2.069,3478.777,-2.469,0.3814
7309,7.3090,0.40,-0.10,0.6100,0,60,80,80,162,160,6811,6799,3562.423,27.563,-2.483,3563.074,-1.881,84.2994
7529,7.5290,0.30,-0.40,0.5800,1,65,81,79,161,163,6972,6962,3647.179,24.195,-2.069,3647.896,-1.363,0.3856
7660,7.6600,0.30,-0.00,0.5600,0,74,80,80,97,96,7069,7058,3697.670,22.280,-2.276,3698.422,-1.098,0.3857
7792,7.7920,0.50,1.30,0.5400,-5,23,75,85,92,88,7161,7146,3744.742,20.068,-3.103,3745.545,-0.769,0.3570
7793,7.7930,0.50,1.30,0.5400,-5,23,75,85,92,88,7253,7234,3791.777,17.177,-3.931,3792.667,-0.358,47.1239
7914,7.9140,0.50,1.50,0.5000,-6,44,74,86,92,94,7345,7328,3840.369,14.014,-3.517,3841.360,0.067,0.4024
7919,7.9190,0.50,1.50,0.5000,-6,44,74,86,92,94,7437,7422,3888.983,11.203,-3.103,3890.053,0.492,9.7389
8048,8.0480,0.40,0.40,0.4700,-2,22,78,82,78,82,7515,7504,3930.825,9.237,-2.276,3931.939,0.821,0.3247
8170,8.1700,0.40,-0.70,0.4500,2,45,82,78,82,84,7597,7588,3974.255,7.668,-1.862,3975.397,1.124,0.3562
8174,8.1740,0.40,-0.70,0.4500,2,45,82,78,82,84,7679,7672,4017.695,6.413,-1.448,4018.855,1.428,10.8647
8294,8.2940,0.20,-0.40,0.4300,1,51,81,79,80,80,7759,7752,4059.570,5.354,-1.448,4060.742,1.647,0.3491
8416,8.4160,0.20,-0.40,0.4300,1,64,81,79,90,87,7849,7839,4105.887,3.932,-2.069,4107.080,1.809,0.3798
8421,8.4210,0.20,-0.40,0.4200,1,81,82,80,2,3,7851,7842,4107.195,3.887,-1.862,4108.389,1.813,0.2618
8550,8.5500,0.10,0.30,0.4200,-1,39,79,81,95,93,7946,7935,4156.381,2.110,-2.276,4157.607,1.942,0.3815
8672,8.6720,0.10,0.40,0.4200,-1,55,79,81,98,100,8044,8035,4208.184,0.239,-1.862,4209.443,2.033,0.4249
8676,8.6760,0.10,0.40,0.4200,-1,55,79,81,98,100,8142,8135,4259.998,-1.259,-1.448,4261.280,2.123,12.9591
8750,8.7500,0.10,0.50,0.4100,-2,74,78,82,0,0,8142,8135,4259.998,-1.259,-1.448,4261.280,2.123,0.0000
8978,8.9780,-0.10,-0.20,0.4300,2,73,82,78,174,177,8316,8312,4351.872,-3.083,-0.828,4353.171,2.123,0.4030
9101,9.1010,-0.10,-1.50,0.4500,6,79,86,74,94,94,8410,8406,4401.085,-3.794,-0.828,4402.389,2.037,0.4001
9105,9.1050,-0.10,-1.50,0.4500,6,79,86,74,94,94,8504,8500,4450.298,-4.505,-0.828,4451.608,1.951,12.3046
9234,9.2340,-0.10,-1.10,0.4700,5,18,85,75,96,95,8600,8595,4500.295,-5.318,-1.034,4501.611,1.864,0.3876
9356,9.3560,-0.10,-0.10,0.4900,2,40,82,78,97,98,8697,8693,4551.339,-6.147,-0.828,4552.662,1.775,0.4184
9360,9.3600,-0.10,-0.10,0.5000,2,64,82,78,3,4,8700,8697,4553.172,-6.170,-0.621,4554.495,1.772,0.4581
9489,9.4890,-0.10,-0.10,0.5000,2,28,82,78,84,84,8784,8781,4597.151,-6.647,-0.621,4598.477,1.695,0.3409
9611,9.6110,-0.10,0.40,0.5300,0,49,80,80,83,82,8867,8863,4640.345,-7.193,-0.828,4641.674,1.620,0.3541
9616,9.6160,-0.10,0.40,0.5300,0,49,80,80,83,82,8950,8945,4683.536,-7.895,-1.034,4684.871,1.544,8.6394
9735,9.7350,-0.30,-0.30,0.5400,3,23,83,77,78,78,9028,9023,4724.370,-8.632,-1.034,4725.711,1.402,0.3432
9858,9.8580,-0.30,-0.20,0.5800,3,44,83,77,94,94,9122,9117,4773.580,-9.521,-1.034,4774.929,1.144,0.4001
9862,9.8620,-0.30,-0.20,0.6000,3,67,83,77,1,1,9123,9118,4774.104,-9.530,-1.034,4775.452,1.141,0.1309
9991,9.9910,-0.30,-0.10,0.6100,3,45,83,77,94,93,9217,9211,4823.051,-10.502,-1.241,4824.408,0.885,0.3795
10203,10.2030,-0.20,1.10,0.6400,-2,53,78,82,164,160,9381,9371,4907.838,-12.952,-2.069,4909.230,0.515,0.4001
10424,10.4240,-0.20,0.30,0.6700,1,58,81,79,169,172,9550,9543,4997.070,-15.692,-1.448,4998.503,0.203,0.4040
10646,10.6460,-0.30,0.20,0.7100,2,61,82,78,169,171,9719,9714,5086.061,-17.620,-1.034,5087.514,-0.185,0.4010
10867,10.8670,-0.30,-0.40,0.7500,4,65,84,76,157,154,9876,9868,5167.458,-19.531,-1.655,5168.933,-0.612,0.3684
11088,11.0880,-0.30,0.10,0.7900,2,67,82,78,160,163,10036,10031,5251.996,-21.516,-1.034,5253.493,-1.054,0.3826
11219,11.2190,-0.30,-0.20,0.8300,3,74,83,77,97,96,10133,10127,5302.513,-22.519,-1.241,5304.019,-1.319,0.3857
11350,11.3500,-0.30,0.40,0.8600,1,46,81,79,102,98,10235,10225,5354.851,-24.032,-2.069,5356.379,-1.593,0.3997
11472,11.4720,-0.30,0.60,0.9000,1,59,81,79,101,98,10336,10323,5406.904,-26.195,-2.690,5408.476,-1.866,0.4270
11477,11.4770,-0.30,0.60,0.9000,1,59,81,79,101,98,10437,10421,5458.931,-28.921,-3.310,5460.573,-2.139,10.4196
11606,11.6060,-0.10,0.80,0.9200,0,15,80,80,90,89,10527,10510,5505.710,-31.712,-3.517,5507.435,-2.302,0.3633
11728,11.7280,-0.10,0.80,0.9400,-1,38,79,81,91,93,10618,10603,5553.801,-34.493,-3.103,5555.606,-2.386,0.3948
11732,11.7320,-0.10,0.80,0.9500,-1,62,79,81,2,1,10620,10604,5554.585,-34.537,-3.310,5556.391,-2.388,0.1963
11852,11.8520,-0.10,0.90,0.9600,-1,47,79,81,83,85,10703,10689,5598.503,-36.918,-2.897,5600.374,-2.464,0.3665
12064,12.0640,-0.10,0.30,0.9800,1,55,81,79,153,152,10856,10841,5678.242,-41.097,-3.103,5680.222,-2.604,0.3766
12065,12.0650,-0.10,0.30,0.9800,1,55,81,79,153,152,11009,10993,5757.966,-45.564,-3.310,5760.071,-2.743,79.8488
12286,12.2860,-0.10,0.80,1.0100,0,61,80,80,146,147,11155,11140,5834.553,-49.855,-3.103,5836.778,-2.877,0.3471
12417,12.4170,-0.10,0.50,1.0300,1,71,81,79,77,78,11232,11218,5875.076,-51.979,-2.897,5877.357,-2.948,0.3098
12418,12.4180,-0.10,0.50,1.0300,1,71,81,79,77,78,11309,11296,5915.607,-53.956,-2.690,5917.936,-3.019,40.5789
12550,12.5500,-0.10,-0.70,1.0500,4,54,84,76,83,83,11392,11379,5959.018,-55.996,-2.690,5961.395,-3.095,0.3292
12762,12.7620,-0.10,0.30,1.0700,1,59,81,79,157,151,11549,11530,6039.517,-60.652,-3.931,6042.029,-3.235,0.3804
12763,12.7630,-0.10,0.30,1.0700,1,59,81,79,157,151,11706,11681,6119.897,-67.051,-5.172,6122.663,-3.376,80.6342
12984,12.9840,0.00,0.40,1.0800,0,63,80,80,156,153,11862,11834,6200.423,-74.780,-5.793,6203.559,-3.447,0.3660
13206,13.2060,0.20,0.90,1.0800,-2,66,78,82,149,148,12011,11982,6277.766,-82.768,-6.000,6281.313,-3.311,0.3502
13337,13.3370,0.20,0.80,1.0700,-2,74,78,82,88,86,12099,12068,6323.052,-87.693,-6.414,6326.866,-3.152,0.3477
13469,13.4690,0.30,0.20,1.0600,0,43,80,80,90,89,12189,12157,6369.611,-93.012,-6.621,6373.727,-2.947,0.3550
13470,13.4700,0.30,0.20,1.0400,0,66,80,80,0,0,12189,12157,6369.611,-93.012,-6.621,6373.727,-2.947,0.0000
13682,13.6820,0.30,-0.10,1.0200,0,68,80,80,149,151,12338,12308,6447.660,-101.786,-6.207,6452.266,-2.536,0.3705
13683,13.6830,0.30,-0.10,1.0200,0,68,80,80,149,151,12487,12459,6525.769,-109.996,-5.793,6530.805,-2.125,78.5398
13904,13.9040,0.20,0.40,1.0100,-1,72,79,81,124,126,12611,12585,6590.908,-116.367,-5.379,6596.254,-1.839,0.2962
14125,14.1250,0.20,0.00,1.0000,1,75,81,79,118,118,12729,12703,6652.421,-122.159,-5.379,6658.038,-1.624,0.2796
14126,14.1260,0.20,0.00,1.0000,1,75,81,79,118,118,12847,12821,6713.933,-127.951,-5.379,6719.823,-1.408,61.7847
14257,14.2570,0.10,0.00,1.0000,1,82,83,81,72,69,12919,12890,6750.665,-131.611,-6.000,6756.736,-1.311,0.2818
14389,14.3890,0.30,0.40,0.9900,-1,54,79,81,78,77,12997,12967,6791.014,-135.925,-6.207,6797.315,-1.170,0.3074
14390,14.3900,0.30,0.40,0.9800,-1,73,79,81,1,0,12998,12967,6791.274,-135.954,-6.414,6797.577,-1.168,0.2618
14512,14.5120,0.30,0.90,0.9600,-3,78,77,83,92,93,13090,13060,6839.414,-141.278,-6.207,6846.009,-0.915,0.3970
14517,14.5170,0.30,0.90,0.9600,-3,78,77,83,92,93,13182,13153,6887.572,-146.427,-6.000,6894.441,-0.661,9.6866
14645,14.6450,0.20,0.20,0.9400,0,15,80,80,95,96,13277,13249,6937.311,-151.564,-5.793,6944.444,-0.443,0.3907
14767,14.7670,0.20,0.20,0.9300,0,37,80,80,100,97,13377,13346,6988.593,-157.048,-6.414,6996.019,-0.263,0.4227
14771,14.7710,0.20,0.20,0.9300,0,61,80,80,2,2,13379,13348,6989.634,-157.165,-6.414,6997.066,-0.259,0.2618
14891,14.8910,0.40,0.30,0.9200,-1,42,79,81,81,80,13460,13428,7031.511,-161.949,-6.621,7039.215,-0.039,0.3512
15013,15.0130,0.40,0.60,0.8900,-2,56,78,82,89,90,13549,13518,7078.071,-167.268,-6.414,7086.076,0.289,0.3841
15017,15.0170,0.40,0.60,0.8900,-2,56,78,82,89,90,13638,13608,7124.649,-172.418,-6.207,7132.937,0.616,11.7155
15147,15.1470,0.40,0.80,0.8700,-3,16,77,83,85,87,13723,13695,7169.432,-177.125,-5.793,7177.965,0.930,0.3464
15359,15.3590,0.30,0.70,0.8500,-2,33,78,82,143,146,13866,13841,7244.745,-184.354,-5.172,7253.624,1.392,0.3569
15579,15.5790,0.20,3.00,0.8400,-9,47,71,89,127,126,13993,13967,7310.700,-190.445,-5.379,7319.858,1.681,0.3011
15580,15.5800,0.20,3.00,0.8300,-9,68,71,89,0,1,13993,13968,7310.961,-190.469,-5.172,7320.120,1.682,0.2618
15801,15.8010,-0.00,1.40,0.8500,-3,71,77,83,126,133,14119,14101,7378.563,-195.728,-3.724,7387.926,1.800,0.3068
15802,15.8020,-0.00,1.40,0.8500,-3,71,77,83,126,133,14245,14234,7446.276,-199.277,-2.276,7455.732,1.800,67.8060
16023,16.0230,-0.30,-0.40,0.8900,4,70,84,76,161,163,14406,14397,7531.043,-202.339,-1.862,7540.555,1.578,0.3838
16244,16.2440,-0.50,-0.50,0.9500,5,69,85,75,168,167,14574,14564,7618.695,-205.347,-2.069,7628.256,0.966,0.3968
16465,16.4650,-0.50,0.40,1.0000,2,69,82,78,159,159,14733,14723,7701.893,-208.352,-2.069,7711.505,0.240,0.3767
16596,16.5960,-0.40,0.50,1.0500,2,75,82,78,90,92,14823,14815,7749.515,-209.901,-1.655,7759.151,-0.135,0.3637
16728,16.7280,-0.50,-0.20,1.1000,5,46,85,75,84,84,14907,14899,7793.479,-211.171,-1.655,7803.132,-0.480,0.3332
16729,16.7290,-0.50,-0.20,1.1000,5,46,85,75,84,84,14991,14983,7837.443,-212.442,-1.655,7847.112,-0.864,43.9823
16851,16.8510,-0.50,0.20,1.1600,3,58,83,77,99,99,15090,15082,7889.257,-213.939,-1.655,7898.946,-1.316,0.4249
16855,16.8550,-0.50,0.20,1.1600,3,58,83,77,99,99,15189,15181,7941.072,-215.436,-1.655,7950.781,-1.769,12.9591
16984,16.9840,-0.70,-0.20,1.2000,6,44,86,74,93,95,15282,15276,7990.275,-216.680,-1.241,7999.996,-2.284,0.3815
17106,17.1060,-0.70,-0.20,1.2800,6,57,86,74,89,91,15371,15367,8037.391,-217.531,-0.828,8047.117,-2.860,0.3863
17110,17.1100,-0.70,-0.20,1.3100,6,74,86,74,3,2,15374,15369,8038.700,-217.552,-1.034,8048.426,-2.876,0.3272
17230,17.2300,-0.70,0.90,1.3400,2,38,82,78,86,84,15460,15453,8083.195,-218.516,-1.448,8092.928,-3.419,0.3709
17352,17.3520,-0.70,0.50,1.4100,4,52,84,76,101,99,15561,15552,8135.533,-220.029,-1.862,8145.284,-4.059,0.4292
17356,17.3560,-0.70,0.50,1.4100,4,52,84,76,101,99,15662,15651,8187.859,-221.919,-2.276,8197.640,-4.699,13.0900
17486,17.4860,-0.60,0.00,1.4700,5,4,85,75,99,94,15761,15745,8238.326,-224.381,-3.310,8248.164,-5.272,0.3887
17698,17.6980,-0.60,0.20,1.5400,4,21,84,76,180,177,15941,15922,8331.602,-230.283,-3.931,8341.621,-6.251,0.4409
17918,17.9180,-0.20,1.40,1.5700,-1,34,79,81,166,165,16107,16087,8418.043,-236.380,-4.138,8428.275,-6.856,0.3939
17919,17.9190,-0.20,1.40,1.5700,-1,34,79,81,166,165,16273,16252,8504.461,-242.789,-4.345,8514.930,-7.158,86.6556
18140,18.1400,0.00,0.50,1.5800,0,42,80,80,176,175,16449,16427,8596.076,-249.916,-4.552,8606.821,-7.318,0.4158
18141,18.1410,0.00,0.50,1.5800,0,42,80,80,176,175,16625,16602,8687.664,-257.374,-4.759,8698.713,-7.318,91.8916
18362,18.3620,-0.10,-0.40,1.6000,4,49,84,76,168,172,16793,16774,8776.420,-264.117,-3.931,8787.725,-7.396,0.4028
18583,18.5830,-0.10,0.40,1.6300,1,53,81,79,173,168,16966,16942,8865.425,-271.041,-4.966,8876.998,-7.552,0.4040
18584,18.5840,-0.10,0.40,1.6300,1,53,81,79,173,168,17139,17110,8954.290,-279.571,-6.000,8966.272,-7.708,89.2736
18804,18.8040,-0.10,1.00,1.6400,-1,55,79,81,184,179,17323,17289,9048.709,-290.358,-7.034,9061.305,-7.874,0.4320
18805,18.8050,-0.10,1.00,1.6400,-1,55,79,81,184,179,17507,17468,9142.918,-302.847,-8.069,9156.338,-8.040,95.0332
18935,18.9350,-0.10,0.30,1.6600,1,62,81,79,112,116,17619,17584,9202.076,-310.798,-7.241,9216.028,-8.144,0.4592
18936,18.9360,-0.10,0.30,1.6600,1,62,81,79,112,116,17731,17700,9261.343,-317.894,-6.414,9275.718,-8.248,59.6903
19067,19.0670,-0.20,0.00,1.6800,3,3,83,77,101,100,17832,17800,9313.625,-323.867,-6.621,9328.340,-8.386,0.4017
19279,19.2790,-0.10,0.50,1.7000,1,20,81,79,176,173,18008,17973,9404.325,-334.893,-7.241,9419.707,-8.625,0.4310
19280,19.2800,-0.10,0.50,1.7200,1,48,81,79,0,0,18008,17973,9404.325,-334.893,-7.241,9419.707,-8.625,0.0000
19501,19.5010,-0.10,-0.20,1.7400,3,52,83,77,167,172,18175,18145,9492.465,-345.285,-6.207,9508.457,-8.780,0.4016
19502,19.5020,-0.10,-0.20,1.7400,3,52,83,77,167,172,18342,18317,9580.778,-354.083,-5.172,9597.207,-8.935,88.7500
19723,19.7230,-0.30,-0.80,1.7700,6,56,86,74,159,160,18501,18477,9663.965,-361.462,-4.966,9680.720,-9.226,0.3779
19854,19.8540,-0.30,-0.30,1.8100,5,65,85,75,98,95,18599,18572,9714.278,-366.108,-5.586,9731.247,-9.491,0.3857
19855,19.8550,-0.30,-0.30,1.8100,5,65,85,75,98,95,18697,18667,9764.538,-371.299,-6.207,9781.774,-9.755,50.5273
19987,19.9870,-0.20,-0.10,1.8500,4,10,84,76,95,92,18792,18759,9813.178,-376.856,-6.828,9830.730,-9.969,0.3709
20198,20.1980,0.20,0.90,1.8400,-1,25,79,81,175,168,18967,18927,9902.197,-388.657,-8.276,9920.527,-9.969,0.4256
20199,20.1990,0.20,0.90,1.8400,-1,25,79,81,175,168,19142,19095,9990.888,-402.704,-9.724,10010.323,-9.655,89.7972
20420,20.4200,0.30,0.20,1.8200,0,36,80,80,176,173,19318,19268,10080.859,-418.624,-10.345,10101.691,-9.257,0.4134
20641,20.6410,0.40,0.30,1.7900,0,43,80,80,171,171,19489,19439,10168.939,-434.702,-10.345,10191.224,-8.710,0.4051
20642,20.6420,0.40,0.30,1.7900,0,43,80,80,171,171,19660,19610,10257.019,-450.780,-10.345,10280.758,-8.085,89.5354
20862,20.8620,0.60,0.10,1.7500,-1,49,79,81,163,160,19823,19770,10340.122,-466.415,-10.966,10365.316,-7.347,0.3844
20863,20.8630,0.60,0.10,1.7500,-1,49,79,81,163,160,19986,19930,10423.051,-482.950,-11.586,10449.872,-6.461,84.5612
21083,21.0830,0.50,-0.10,1.7000,0,55,80,80,148,149,20134,20079,10499.249,-498.429,-11.379,10527.623,-5.715,0.3534
21084,21.0840,0.50,-0.10,1.7000,0,55,80,80,148,149,20282,20228,10575.502,-513.632,-11.172,10605.374,-5.036,77.7544
21214,21.2140,0.50,-0.60,1.6600,2,64,82,78,89,92,20371,20320,10622.039,-522.562,-10.552,10652.758,-4.623,0.3645
21215,21.2150,0.50,-0.60,1.6600,2,64,82,78,89,92,20460,20412,10668.670,-530.987,-9.931,10700.142,-4.209,47.3857
21346,21.3460,0.40,-0.20,1.6300,1,13,81,79,89,88,20549,20500,10714.299,-539.061,-10.138,10746.479,-3.845,0.3537
21468,21.4680,0.40,0.00,1.5900,0,34,80,80,96,93,20645,20593,10762.959,-548.034,-10.759,10795.958,-3.500,0.4056
21473,21.4730,0.40,0.00,1.5800,0,57,80,80,2,1,20647,20594,10763.730,-548.182,-10.966,10796.743,-3.495,0.1571
21602,21.6020,0.60,0.70,1.5700,-3,36,77,83,95,93,20742,20687,10812.016,-557.719,-11.379,10845.960,-3.065,0.3815
21724,21.7240,0.60,0.80,1.5200,-3,50,77,83,93,94,20835,20781,10860.027,-567.291,-11.172,10894.914,-2.552,0.4013
21728,21.7280,0.60,0.80,1.5200,-3,50,77,83,93,94,20928,20875,10908.073,-576.691,-10.966,10943.867,-2.040,12.2391
21849,21.8490,0.50,-0.20,1.4800,0,12,80,80,82,84,21010,20959,10950.768,-584.803,-10.552,10987.324,-1.623,0.3592
22061,22.0610,0.50,0.00,1.4500,0,27,80,80,161,162,21171,21121,11033.927,-600.138,-10.345,11071.882,-0.885,0.3989
22062,22.0620,0.50,0.00,1.4500,0,27,80,80,161,162,21332,21283,11117.141,-615.173,-10.138,11156.440,-0.147,84.5612
22282,22.2820,0.50,-0.30,1.4000,1,38,81,79,162,161,21494,21444,11200.355,-630.207,-10.345,11240.998,0.591,0.3844
22503,22.5030,0.50,-0.30,1.3700,0,47,80,80,144,147,21638,21591,11275.373,-643.482,-9.724,11317.179,1.256,0.3447
22634,22.6340,0.50,-0.50,1.3300,1,58,81,79,88,89,21726,21680,11321.060,-651.226,-9.517,11363.516,1.660,0.3537
22767,22.7670,0.30,-0.20,1.3000,1,14,81,79,85,85,21811,21765,11364.953,-658.585,-9.517,11408.020,1.971,0.3346
22890,22.8900,0.30,-0.00,1.2800,0,34,80,80,95,91,21906,21856,11412.918,-666.983,-10.345,11456.714,2.226,0.3959
22894,22.8940,0.30,-0.00,1.2700,0,57,80,80,0,1,21906,21857,11413.176,-667.029,-10.138,11456.976,2.227,0.0654
23023,23.0230,0.30,-0.10,1.2600,1,40,81,79,93,91,21999,21948,11460.564,-675.679,-10.552,11505.147,2.480,0.3734
23235,23.2350,0.40,-0.20,1.2300,0,47,80,80,162,162,22161,22110,11543.953,-691.212,-10.552,11589.968,2.998,0.4001
23236,23.2360,0.40,-0.20,1.2300,0,47,80,80,162,162,22323,22272,11627.341,-706.745,-10.552,11674.789,3.590,84.8230
23456,23.4560,0.40,-0.40,1.2000,1,51,81,79,167,167,22490,22439,11713.304,-722.758,-10.552,11762.228,4.200,0.3975
