t_ms,t_s,yaw,yr,hi,hd,pc,ol,or,el,er,cum_el,cum_er,x_enc_mm,y_enc_mm,theta_enc_deg,x_imu_mm,y_imu_mm,v_mps
3228,3.2280,0.40,0.60,0.3800,-4,61,76,84,102,102,3074,3046,1603.722,-2.933,-4.543,1603.725,-3.363,0.4382
3439,3.4390,0.50,0.40,0.3300,-3,64,77,83,180,182,3254,3228,1698.584,-2.072,-4.055,1698.588,-2.618,0.4496
3440,3.4400,0.50,0.40,0.3300,-3,64,77,83,180,182,3434,3410,1793.446,-1.202,-3.567,1793.450,-1.790,94.8659
3651,3.6510,0.60,0.60,0.2700,-4,69,76,84,157,154,3591,3564,1874.942,-0.393,-4.124,1874.946,-1.008,0.3863
3652,3.6520,0.60,0.60,0.2700,-4,69,76,84,157,154,3748,3718,1956.437,0.418,-4.682,1956.441,-0.154,81.4996
3774,3.7740,0.60,1.00,0.2000,-6,79,74,86,82,83,3830,3801,1999.675,0.879,-4.441,1999.679,0.298,0.3544
3779,3.7790,0.60,1.00,0.2000,-6,79,74,86,82,83,3912,3884,2042.912,1.341,-4.200,2042.916,0.751,8.6480
3908,3.9080,0.50,0.10,0.1600,-3,25,77,83,91,93,4003,3977,2091.129,1.786,-3.748,2091.133,1.214,0.3738
4120,4.1200,0.50,0.20,0.1100,-3,40,77,83,175,173,4178,4150,2182.322,2.556,-4.091,2182.326,2.010,0.4302
4341,4.3410,0.60,0.80,0.0500,-5,51,75,85,171,167,4349,4317,2270.893,3.416,-4.850,2270.897,2.860,0.4008
4563,4.5630,0.60,-0.60,-0.0100,-1,58,79,81,170,172,4519,4489,2360.512,4.389,-4.365,2360.516,3.799,0.4037
4784,4.7840,0.60,-0.60,-0.0700,-1,63,79,81,172,172,4691,4661,2450.656,5.341,-4.295,2450.660,4.743,0.4079
4785,4.7850,0.60,-0.60,-0.0700,-1,63,79,81,172,172,4863,4833,2540.799,6.291,-4.224,2540.803,5.687,90.1483
5006,5.0060,0.70,-0.50,-0.1300,-2,67,78,82,159,158,5022,4991,2623.865,7.288,-4.366,2623.870,6.629,0.3759
5227,5.2270,0.70,0.20,-0.2000,-4,72,76,84,143,144,5165,5135,2699.071,8.224,-4.100,2699.076,7.548,0.3403
5358,5.3580,0.70,-0.10,-0.2700,-3,80,77,83,87,89,5252,5224,2745.190,8.806,-3.650,2745.195,8.111,0.3521
5490,5.4900,0.60,-0.50,-0.3300,-1,34,79,81,99,97,5351,5321,2796.550,9.333,-4.024,2796.555,8.694,0.3891
5491,5.4910,0.60,-0.50,-0.3300,-1,34,79,81,99,97,5450,5418,2847.911,9.853,-4.398,2847.915,9.232,51.3630
5612,5.6120,0.60,-0.20,-0.3900,-3,52,77,83,105,102,5555,5520,2902.153,10.393,-4.977,2902.158,9.800,0.4483
5617,5.6170,0.60,-0.20,-0.4100,-3,74,77,83,0,0,5555,5520,2902.153,10.393,-4.977,2902.158,9.800,0.0000
5746,5.7460,0.80,0.20,-0.4400,-5,53,75,85,101,99,5656,5619,2954.560,11.098,-5.350,2954.565,10.440,0.4063
5958,5.9580,0.90,0.10,-0.5200,-5,60,75,85,165,165,5821,5784,3041.029,12.452,-5.282,3041.035,11.723,0.4079
6171,6.1710,0.90,0.20,-0.6100,-6,65,74,86,159,157,5980,5941,3123.829,13.727,-5.632,3123.835,13.024,0.3888
6383,6.3830,1.00,0.30,-0.7100,-6,69,74,86,151,151,6131,6092,3202.959,15.105,-5.570,3202.966,14.336,0.3733
6384,6.3840,1.00,0.30,-0.7100,-6,69,74,86,151,151,6282,6243,3282.088,16.490,-5.508,3282.095,15.717,79.1418
6605,6.6050,1.00,0.30,-0.8000,-6,73,74,86,144,145,6426,6388,3357.812,17.830,-5.241,3357.819,17.039,0.3427
6736,6.7360,1.00,-0.30,-0.9000,-4,81,77,85,84,83,6510,6471,3401.569,18.587,-5.414,3401.576,17.803,0.3341
6737,6.7370,1.00,-0.30,-0.9000,-4,81,77,85,84,83,6594,6554,3445.326,19.344,-5.587,3445.333,18.567,43.7636
6869,6.8690,1.00,-0.20,-0.9900,-5,25,75,85,92,92,6686,6646,3493.537,20.187,-5.549,3493.545,19.408,0.3653
6991,6.9910,1.00,-0.30,-1.0900,-5,45,75,85,101,100,6787,6746,3546.203,21.099,-5.715,3546.210,20.328,0.4318
6996,6.9960,1.00,-0.30,-1.1200,-5,69,75,85,2,2,6789,6748,3547.251,21.117,-5.714,3547.258,20.346,0.2096
7124,7.1240,1.00,-0.10,-1.1500,-6,36,74,86,93,91,6882,6839,3595.462,21.943,-6.091,3595.469,21.187,0.3767
7246,7.2460,1.00,-0.50,-1.2600,-5,54,75,85,93,93,6975,6932,3644.198,22.794,-6.053,3644.205,22.038,0.3995
7250,7.2500,1.00,-0.50,-1.2600,-5,54,75,85,93,93,7068,7025,3692.934,23.646,-6.015,3692.940,22.889,12.1857
7370,7.3700,1.00,-0.20,-1.3300,-6,24,74,86,83,81,7151,7106,3735.904,24.382,-6.395,3735.911,23.639,0.3581
7582,7.5820,1.10,-0.40,-1.4400,-5,40,75,85,156,157,7307,7263,3817.914,25.968,-6.124,3817.922,25.142,0.3869
7583,7.5830,1.10,-0.40,-1.5500,-5,65,75,85,1,1,7308,7264,3818.438,25.978,-6.123,3818.446,25.152,0.5241
7804,7.8040,1.00,0.10,-1.6500,-7,68,73,87,160,163,7468,7427,3903.070,27.513,-5.436,3903.077,26.703,0.3830
8025,8.0250,1.00,-0.30,-1.7500,-5,72,75,85,143,144,7611,7571,3978.269,28.846,-5.170,3978.277,28.016,0.3403
8156,8.1560,1.00,-0.10,-1.8400,-6,80,74,86,81,81,7692,7652,4020.716,29.589,-5.137,4020.724,28.757,0.3241
8157,8.1570,1.00,-0.10,-1.8400,-6,80,74,86,81,81,7773,7733,4063.163,30.331,-5.103,4063.171,29.498,42.4535
8288,8.2880,0.90,-0.90,-1.9300,-3,28,77,83,86,88,7859,7821,4108.756,31.069,-4.653,4108.764,30.254,0.3481
8500,8.5000,0.80,-0.50,-2.0100,-4,41,76,84,169,168,8028,7989,4197.061,32.301,-4.791,4197.068,31.564,0.4166
8722,8.7220,0.80,-0.20,-2.0900,-5,51,75,85,166,164,8194,8153,4283.532,33.483,-5.138,4283.538,32.771,0.3895
8943,8.9430,0.90,0.00,-2.1700,-6,58,74,86,162,163,8356,8316,4368.691,34.832,-4.864,4368.698,34.035,0.3854
8944,8.9440,0.90,0.00,-2.1700,-6,58,74,86,162,163,8518,8479,4453.849,36.191,-4.590,4453.857,35.372,85.1694
9164,9.1640,0.80,-0.20,-2.2500,-5,62,75,85,164,167,8682,8646,4540.582,37.463,-3.901,4540.590,36.659,0.3943
9295,9.2950,0.80,0.10,-2.3300,-6,72,74,86,96,96,8778,8742,4590.892,38.169,-3.862,4590.900,37.362,0.3841
9296,9.2960,0.80,0.10,-2.3300,-6,72,74,86,96,96,8874,8838,4641.203,38.873,-3.822,4641.211,38.064,50.3153
9428,9.4280,0.60,-0.60,-2.4000,-3,24,77,83,87,89,8961,8927,4687.323,39.382,-3.372,4687.330,38.628,0.3494
9640,9.6400,0.60,-0.40,-2.4600,-4,39,76,84,155,156,9116,9083,4768.819,40.257,-3.101,4768.826,39.481,0.3844
9641,9.6410,0.60,-0.40,-2.4600,-4,39,76,84,155,156,9271,9239,4850.315,41.131,-2.830,4850.322,40.335,81.5006
9862,9.8620,0.60,0.20,-2.5200,-6,49,74,86,164,163,9435,9402,4936.003,42.019,-2.970,4936.011,41.232,0.3878
10083,10.0830,0.40,-0.40,-2.5500,-3,56,77,83,170,172,9605,9574,5025.625,42.698,-2.486,5025.632,42.014,0.4055
10084,10.0840,0.40,-0.40,-2.5500,-3,56,77,83,170,172,9775,9746,5115.247,43.364,-2.002,5115.255,42.640,89.6247
10215,10.2150,0.30,-0.70,-2.5900,-2,66,78,82,100,101,9875,9847,5167.921,43.657,-1.753,5167.928,42.961,0.4021
10347,10.3470,0.30,-0.20,-2.6200,-3,18,77,83,91,91,9966,9938,5215.615,43.909,-1.716,5215.622,43.211,0.3613
10348,10.3480,0.30,-0.20,-2.6200,-3,18,77,83,91,91,10057,10029,5263.309,44.161,-1.679,5263.316,43.461,47.6947
10560,10.5600,0.30,0.30,-2.6500,-5,33,75,85,170,171,10227,10200,5352.670,44.650,-1.402,5352.677,43.929,0.4215
10782,10.7820,0.10,-0.40,-2.6600,-2,45,78,82,164,171,10391,10371,5440.461,44.936,0.117,5440.468,44.235,0.3955
11003,11.0030,-0.10,-0.10,-2.6500,-2,54,78,82,154,156,10545,10527,5521.700,44.849,0.595,5521.707,44.235,0.3676
11134,11.1340,-0.10,-1.00,-2.6400,1,65,81,79,95,92,10640,10619,5570.704,44.740,0.012,5570.711,44.150,0.3741
11135,11.1350,-0.10,-1.00,-2.6400,1,65,81,79,95,92,10735,10711,5619.708,44.628,-0.571,5619.715,44.064,49.0042
11267,11.2670,-0.10,-1.50,-2.6400,3,15,83,77,94,93,10829,10804,5668.713,44.534,-0.740,5668.720,43.979,0.3712
11389,11.3890,-0.10,-1.20,-2.6200,2,37,82,78,103,102,10932,10906,5722.434,44.432,-0.905,5722.442,43.885,0.4403
11394,11.3940,-0.10,-1.20,-2.6200,2,62,82,78,3,3,10935,10909,5724.007,44.429,-0.904,5724.014,43.882,0.3145
11523,11.5230,-0.20,-0.40,-2.6100,0,14,80,80,100,101,11035,11010,5776.681,44.261,-0.656,5776.688,43.744,0.4083
11645,11.6450,-0.20,-0.10,-2.5900,-1,37,79,81,97,96,11132,11106,5827.257,44.078,-0.823,5827.265,43.568,0.4146
11649,11.6490,-0.20,-0.10,-2.5900,-1,37,79,81,97,96,11229,11202,5877.834,43.894,-0.991,5877.841,43.391,12.6443
11754,11.7540,-0.20,-0.00,-2.5800,-2,26,78,82,70,70,11299,11272,5914.522,43.767,-0.962,5914.529,43.263,0.3494
11965,11.9650,-0.10,-0.30,-2.5700,-1,39,79,81,163,164,11462,11436,6000.216,43.630,-0.688,6000.223,43.039,0.4061
11966,11.9660,-0.10,-0.30,-2.5700,-1,39,79,81,163,164,11625,11600,6085.909,43.502,-0.413,6085.916,42.889,85.6935
12186,12.1860,-0.30,-0.60,-2.5400,1,49,81,79,161,166,11786,11766,6171.603,43.151,0.689,6171.610,42.590,0.3895
12407,12.4070,-0.40,-0.70,-2.5000,2,56,82,78,154,155,11940,11921,6252.578,42.617,0.960,6252.585,42.095,0.3664
12619,12.6190,-0.40,0.00,-2.4600,-1,61,79,81,156,154,12096,12075,6333.813,42.027,0.609,6333.821,41.528,0.3832
12620,12.6200,-0.40,0.00,-2.4600,-1,61,79,81,156,154,12252,12229,6415.049,41.433,0.258,6415.057,40.961,81.2378
12841,12.8410,-0.50,-0.40,-2.4100,1,63,81,79,173,173,12425,12402,6505.718,40.654,0.329,6505.726,40.249,0.4103
13062,13.0620,-0.70,0.00,-2.3500,1,64,81,79,172,173,12597,12575,6596.122,39.588,0.607,6596.132,39.302,0.4091
13063,13.0630,-0.70,0.00,-2.2800,1,81,82,80,0,1,12597,12576,6596.384,39.585,0.815,6596.394,39.299,0.2623
13193,13.1930,-0.70,-0.50,-2.2200,3,83,86,80,100,100,12697,12676,6648.792,38.947,0.856,6648.802,38.659,0.4032
13194,13.1940,-0.70,-0.50,-2.2200,3,83,86,80,100,100,12797,12776,6701.200,38.309,0.897,6701.210,38.018,52.4118
13326,13.3260,-0.50,0.40,-2.1600,-1,16,79,81,98,97,12895,12873,6752.299,37.846,0.729,6752.308,37.483,0.3871
13538,13.5380,-0.60,-0.20,-2.1000,2,31,82,78,169,171,13064,13044,6841.396,36.957,1.213,6841.405,36.628,0.4203
13539,13.5390,-0.60,-0.20,-2.1000,2,31,82,78,169,171,13233,13215,6930.492,36.064,1.697,6930.501,35.695,89.1006
13760,13.7600,-0.70,0.30,-2.0200,0,44,80,80,152,154,13385,13369,7010.677,35.127,2.174,7010.686,34.785,0.3629
13981,13.9810,-0.70,0.30,-1.9500,0,52,80,80,157,156,13542,13525,7092.695,34.116,2.031,7092.704,33.783,0.3712
14202,14.2020,-0.70,-0.40,-1.8800,3,57,83,77,164,159,13706,13684,7177.331,33.010,1.062,7177.341,32.749,0.3830
14203,14.2030,-0.70,-0.40,-1.8100,3,75,83,77,0,1,13706,13685,7177.594,33.007,1.270,7177.604,32.746,0.2623
14334,14.3340,-0.70,0.10,-1.7400,1,79,81,79,97,97,13803,13782,7228.429,32.388,1.309,7228.439,32.125,0.3881
14466,14.4660,-0.80,0.30,-1.6800,1,18,81,79,93,94,13896,13876,7277.430,31.719,1.555,7277.440,31.483,0.3713
14587,14.5870,-0.80,-0.10,-1.6000,3,39,83,77,100,100,13996,13976,7329.837,30.990,1.596,7329.847,30.752,0.4332
14592,14.5920,-0.80,-0.10,-1.6000,3,39,83,77,100,100,14096,14076,7382.243,30.260,1.637,7382.254,30.020,10.4824
14721,14.7210,-0.60,0.40,-1.5500,0,8,80,80,89,88,14185,14164,7428.625,29.759,1.466,7428.635,29.453,0.3596
14843,14.8430,-0.60,0.50,-1.4900,0,33,80,80,88,87,14273,14251,7474.482,29.271,1.295,7474.492,28.973,0.3759
14847,14.8470,-0.60,0.50,-1.4900,0,33,80,80,88,87,14361,14338,7520.340,28.784,1.124,7520.350,28.493,11.4650
14967,14.9670,-0.60,-0.00,-1.4400,1,24,81,79,68,70,14429,14408,7556.503,28.419,1.566,7556.512,28.114,0.3014
15180,15.1800,-0.70,-0.10,-1.3700,2,39,82,78,134,138,14563,14546,7627.779,27.611,2.450,7627.789,27.305,0.3347
15401,15.4010,-0.80,0.50,-1.2900,1,49,81,79,148,145,14711,14691,7704.554,26.511,1.889,7704.565,26.300,0.3474
15621,15.6210,-0.70,0.30,-1.2200,1,56,81,79,156,151,14867,14842,7784.997,25.451,0.917,7785.009,25.247,0.3657
15622,15.6220,-0.70,0.30,-1.2200,1,56,81,79,156,151,15023,14993,7865.441,24.397,-0.056,7865.453,24.264,80.4508
15753,15.7530,-0.60,1.20,-1.1600,-2,66,78,82,94,94,15117,15087,7914.706,23.876,-0.017,7914.717,23.705,0.3761
15885,15.8850,-0.60,0.20,-1.1100,1,18,81,79,87,87,15204,15174,7960.301,23.399,0.018,7960.313,23.228,0.3454
15886,15.8860,-0.60,0.20,-1.1100,1,18,81,79,87,87,15291,15261,8005.897,22.923,0.054,8005.909,22.750,45.5983
16098,16.0980,-0.60,0.10,-1.0500,1,33,81,79,160,158,15451,15419,8089.227,22.026,-0.295,8089.238,21.878,0.3931
16319,16.3190,-0.40,0.80,-1.0100,-2,44,78,82,160,157,15611,15576,8172.296,21.390,-0.851,8172.307,21.153,0.3759
16320,16.3200,-0.40,0.80,-1.0100,-2,44,78,82,160,157,15771,15733,8255.366,20.766,-1.408,8255.377,20.573,83.0719
16541,16.5410,-0.30,0.60,-0.9800,-2,52,78,82,144,146,15915,15879,8331.362,20.391,-0.934,8331.373,20.109,0.3439
16672,16.6720,-0.30,-0.40,-0.9600,2,64,82,78,81,82,15996,15961,8374.078,20.177,-0.693,8374.089,19.885,0.3261
16673,16.6730,-0.30,-0.40,-0.9400,2,80,82,78,0,1,15996,15962,8374.340,20.176,-0.486,8374.351,19.884,0.2623
16805,16.8050,-0.40,-1.00,-0.9300,4,59,84,76,83,82,16079,16044,8417.578,19.872,-0.659,8417.590,19.619,0.3276
16926,16.9260,-0.40,-1.00,-0.8900,4,68,84,76,87,85,16166,16129,8462.651,19.542,-1.038,8462.662,19.305,0.3725
16931,16.9310,-0.40,-1.00,-0.8900,4,68,84,76,87,85,16253,16214,8507.723,19.212,-1.417,8507.735,18.990,9.0147
17060,17.0600,-0.20,-0.80,-0.8700,3,14,83,77,93,90,16346,16304,8555.679,19.011,-2.001,8555.690,18.739,0.3718
17182,17.1820,-0.10,0.40,-0.8500,-1,36,79,81,96,91,16442,16395,8604.682,18.877,-2.998,8604.694,18.611,0.4017
17186,17.1860,-0.10,0.40,-0.8500,-1,60,79,81,0,0,16442,16395,8604.682,18.877,-2.998,8604.694,18.611,0.0000
17306,17.3060,0.20,0.20,-0.8500,-3,49,77,83,84,81,16526,16476,8647.921,18.994,-3.585,8647.932,18.648,0.3603
17518,17.5180,0.30,0.30,-0.8800,-3,55,77,83,150,148,16676,16624,8726.013,19.369,-3.939,8726.025,18.989,0.3684
17739,17.7390,0.50,0.40,-0.9200,-4,59,76,84,162,160,16838,16784,8810.393,20.063,-4.287,8810.405,19.578,0.3818
17740,17.7400,0.50,0.40,-0.9200,-4,59,76,84,162,160,17000,16944,8894.772,20.772,-4.635,8894.784,20.315,84.3825
17960,17.9600,0.70,0.10,-0.9900,-5,62,75,85,151,149,17151,17093,8973.384,21.693,-4.988,8973.397,21.138,0.3574
17961,17.9610,0.70,0.10,-0.9900,-5,62,75,85,151,149,17302,17242,9051.996,22.627,-5.340,9052.009,22.098,78.6172
18092,18.0920,0.70,0.70,-1.0600,-7,71,73,87,80,80,17382,17322,9093.922,23.140,-5.307,9093.935,22.611,0.3201
18224,18.2240,0.70,0.30,-1.1200,-5,58,75,85,80,81,17462,17403,9136.111,23.664,-5.067,9136.123,23.126,0.3196
18225,18.2250,0.70,0.30,-1.1200,-5,58,75,85,80,81,17542,17484,9178.299,24.189,-4.827,9178.312,23.642,42.1918
18437,18.4370,0.50,-0.20,-1.1700,-3,61,77,83,149,153,17691,17637,9257.438,24.956,-3.937,9257.451,24.470,0.3733
18658,18.6580,0.50,-0.00,-1.2200,-4,63,76,84,164,159,17855,17796,9342.079,25.627,-4.906,9342.091,25.209,0.3830
18659,18.6590,0.50,-0.00,-1.2200,-4,63,76,84,164,159,18019,17955,9426.720,26.291,-5.875,9426.732,25.948,84.6437
18880,18.8800,0.60,0.30,-1.2800,-5,64,75,85,162,160,18181,18115,9511.099,27.138,-6.223,9511.110,26.758,0.3818
19011,19.0110,0.60,0.30,-1.3500,-5,70,75,85,93,95,18274,18210,9560.363,27.672,-5.771,9560.375,27.274,0.3761
19012,19.0120,0.60,0.30,-1.3500,-5,70,75,85,93,95,18367,18305,9609.628,28.208,-5.318,9609.640,27.789,49.2676
19144,19.1440,0.50,-0.60,-1.4000,-2,43,78,82,96,98,18463,18403,9660.466,28.677,-4.864,9660.478,28.277,0.3852
19265,19.2650,0.50,-0.60,-1.4500,-2,55,78,82,97,97,18560,18500,9711.303,29.124,-4.824,9711.315,28.721,0.4202
19270,19.2700,0.50,-0.60,-1.4500,-2,55,78,82,97,97,18657,18597,9762.141,29.570,-4.784,9762.153,29.165,10.1679
19398,19.3980,0.50,-0.30,-1.4900,-3,15,77,83,84,84,18741,18681,9806.165,29.955,-4.750,9806.177,29.549,0.3440
19521,19.5210,0.50,-0.10,-1.5400,-4,37,76,84,81,83,18822,18764,9849.141,30.347,-4.302,9849.153,29.924,0.3494
19525,19.5250,0.50,-0.10,-1.5600,-4,60,76,84,2,1,18824,18765,9849.927,30.354,-4.508,9849.939,29.931,0.1965
19645,19.6450,0.50,-0.60,-1.5800,-2,50,78,82,69,72,18893,18837,9886.877,30.697,-3.858,9886.889,30.253,0.3079
19767,19.7670,0.40,-0.10,-1.6200,-3,62,77,83,78,78,18971,18915,9927.757,30.988,-3.826,9927.769,30.574,0.3351
19771,19.7710,0.40,-0.10,-1.6200,-3,62,77,83,78,78,19049,18993,9968.637,31.275,-3.794,9968.649,30.860,10.2203
19900,19.9000,0.30,-0.80,-1.6500,-1,17,79,81,85,85,19134,19078,10013.186,31.514,-3.759,10013.198,31.132,0.3453
20112,20.1120,0.20,-0.10,-1.6700,-2,31,78,82,161,159,19295,19237,10097.044,31.789,-4.108,10097.056,31.498,0.3956
20235,20.2350,0.20,0.40,-1.6900,-4,48,76,84,90,90,19385,19327,10144.215,31.954,-4.071,10144.226,31.662,0.3835
20239,20.2390,0.20,0.40,-1.6900,-4,48,76,84,90,90,19475,19417,10191.385,32.121,-4.034,10191.396,31.827,11.7927
20359,20.3590,0.30,0.10,-1.7100,-3,18,77,83,78,78,19553,19495,10232.266,32.332,-4.002,10232.277,32.006,0.3407
20481,20.4810,0.30,0.20,-1.7400,-4,38,76,84,88,89,19641,19584,10278.650,32.585,-3.759,10278.661,32.248,0.3802
20486,20.4860,0.30,0.20,-1.7500,-4,60,76,84,1,1,19642,19585,10279.174,32.588,-3.758,10279.185,32.251,0.1048
20605,20.6050,0.20,0.20,-1.7600,-3,44,77,83,82,83,19724,19668,10322.413,32.752,-3.517,10322.425,32.440,0.3634
20817,20.8170,0.10,-0.30,-1.7600,-1,50,79,81,156,159,19880,19827,10404.963,32.953,-2.831,10404.974,32.656,0.3894
20818,20.8180,0.10,-0.30,-1.7600,-1,50,79,81,156,159,20036,19986,10487.512,33.150,-2.145,10487.523,32.800,82.5493
21039,21.0390,0.10,-0.20,-1.7700,-1,55,79,81,149,151,20185,20137,10566.130,33.322,-1.670,10566.141,32.937,0.3557
21170,21.1700,0.10,-0.10,-1.7800,-2,65,78,82,84,85,20269,20222,10610.418,33.410,-1.428,10610.430,33.015,0.3381
21171,21.1710,0.10,-0.10,-1.7800,-2,65,78,82,84,85,20353,20307,10654.706,33.497,-1.186,10654.718,33.092,44.2882
21303,21.3030,0.00,-0.60,-1.7800,0,48,80,80,82,82,20435,20389,10697.684,33.502,-1.153,10697.695,33.129,0.3256
21515,21.5150,-0.10,-0.50,-1.7700,1,53,81,79,158,159,20593,20548,10780.756,33.385,-0.880,10780.768,33.057,0.3919
21737,21.7370,-0.20,-0.40,-1.7500,0,56,80,80,168,166,20761,20714,10868.283,33.062,-1.226,10868.295,32.828,0.3943
21958,21.9580,-0.00,0.30,-1.7500,-3,58,77,83,163,160,20924,20874,10952.927,33.006,-1.781,10952.939,32.680,0.3830
22089,22.0890,0.00,0.60,-1.7500,-4,65,76,84,96,96,21020,20970,11003.243,33.006,-1.742,11003.255,32.680,0.3841
22090,22.0900,0.00,0.60,-1.7500,-4,65,76,84,96,96,21116,21066,11053.558,33.007,-1.702,11053.570,32.680,50.3153
22222,22.2220,-0.10,0.10,-1.7500,-2,34,78,82,91,93,21207,21159,11101.777,32.946,-1.250,11101.789,32.638,0.3653
22344,22.3440,-0.10,0.20,-1.7500,-2,49,78,82,94,95,21301,21254,11151.307,32.872,-1.005,11151.319,32.551,0.4060
22349,22.3490,-0.10,0.20,-1.7500,-2,49,78,82,94,95,21395,21349,11200.836,32.797,-0.759,11200.848,32.465,9.9059
22478,22.4780,-0.10,-0.10,-1.7400,-1,15,79,81,81,81,21476,21430,11243.289,32.724,-0.725,11243.301,32.391,0.3291
22600,22.6000,-0.10,-0.00,-1.7400,-1,36,79,81,81,80,21557,21510,11285.481,32.644,-0.900,11285.493,32.317,0.3458
22604,22.6040,-0.10,-0.00,-1.7300,-1,58,79,81,2,2,21559,21512,11286.529,32.642,-0.899,11286.541,32.315,0.2621
22724,22.7240,0.00,0.30,-1.7300,-3,42,77,83,74,73,21633,21585,11325.051,32.633,-1.076,11325.063,32.282,0.3210
22936,22.9360,0.00,0.30,-1.7400,-3,49,77,83,151,153,21784,21738,11404.718,32.665,-0.599,11404.730,32.282,0.3758
23157,23.1570,-0.10,0.10,-1.7200,-2,52,78,82,171,170,21955,21908,11494.079,32.508,-0.736,11494.091,32.204,0.4044
23158,23.1580,-0.10,0.10,-1.7200,-2,52,78,82,171,170,22126,22078,11583.441,32.342,-0.873,11583.453,32.048,89.3618
