OL,OR,dp,el,er,hd,hi,m,pc,run,t,yaw,yr
84,76,1,-48,-56,4,0.82,S,42,1,4107,-0.5,-0.3
84,76,1,65,68,4,0.86,S,61,1,4329,-0.4,-0.5
84,76,1,65,68,4,0.86,S,61,1,4329,-0.4,-0.5
81,79,-1,159,158,1,0.89,S,63,1,4550,-0.3,0.3
81,79,-1,159,158,1,0.89,S,63,1,4550,-0.3,0.3
81,79,-1,103,102,1,0.92,S,72,1,4682,-0.3,0.4
91,89,-1,1,1,1,0.93,S,90,1,4682,-0.3,0.4
84,76,1,108,109,4,0.94,S,36,1,4814,-0.3,-0.4
82,78,-1,180,182,2,0.99,S,43,1,5026,-0.4,0.3
82,78,-1,180,182,2,0.99,S,43,1,5026,-0.4,0.3
83,77,0,177,173,3,1.02,S,48,1,5247,-0.3,-0.1
83,77,0,177,173,3,1.02,S,48,1,5247,-0.3,-0.1
79,81,3,74,55,-1,0.92,S,66,1,5468,1.0,-0.9
79,81,3,74,55,-1,0.92,S,66,1,5469,1.0,-0.9
112,48,50,112,141,32,0.97,S,70,1,5690,-0.5,-15.5
,,,112,,,,S,,1,5690,,
112,48,50,104,92,32,1.10,S,77,1,5821,-1.3,-15.8
130,56,50,0,1,37,1.16,S,93,1,5822,-1.3,-15.8
69,91,-10,123,80,-11,1.18,S,48,1,5954,0.6,3.1
48,112,-43,110,104,-32,1.07,S,60,1,6075,1.0,13.5
,,,110,,,,S,,1,6080,,
-77,-83,12,81,114,3,1.00,S,-15,1,6209,2.0,-3.7
112,48,41,-10,-6,32,0.95,S,30,1,6331,1.6,-12.8
112,48,41,0,-1,32,0.94,S,60,1,6335,1.6,-12.8
80,82,2,39,14,-1,0.92,S,81,1,6455,0.7,-0.5
80,82,4,127,132,-1,0.79,S,81,1,6667,1.2,-1.4
80,82,4,127,132,-1,0.79,S,81,1,6667,1.2,-1.4
84,76,6,164,173,4,0.73,S,75,1,6889,0.6,-1.9
84,76,6,164,173,4,0.73,S,75,1,6889,0.6,-1.9
83,77,5,167,167,3,0.68,S,72,1,7109,0.5,-1.4
83,77,5,167,167,3,0.68,S,72,1,7110,0.5,-1.4
82,78,4,91,93,2,0.64,S,78,1,7241,0.4,-1.2
82,78,4,91,93,2,0.64,S,78,1,7241,0.4,-1.2
91,69,9,96,107,11,0.61,S,48,1,7373,-0.3,-3.0
91,69,9,96,107,11,0.61,S,48,1,7374,-0.3,-3.0
96,64,14,107,99,16,0.65,S,60,1,7495,-0.4,-4.2
96,64,14,107,99,16,0.65,S,60,1,7500,-0.4,-4.2
-80,-80,-2,107,98,0,0.68,S,-21,1,7629,-0.3,0.6
89,71,7,-60,-48,9,0.69,S,30,1,7841,-0.1,-2.3
89,71,7,0,0,9,0.70,S,60,1,7842,-0.1,-2.3
91,69,9,16,14,11,0.72,S,79,1,7964,-0.2,-2.8
91,69,9,16,14,11,0.72,S,79,1,7968,-0.2,-2.8
76,84,-4,77,71,-4,0.73,S,22,1,8089,0.1,1.3
73,87,-5,173,168,-7,0.66,S,33,1,8301,0.7,1.5
73,87,-5,173,168,-7,0.66,S,33,1,8301,0.7,1.5
82,78,3,154,166,2,0.63,S,43,1,8513,0.3,-1.1
82,78,3,154,166,2,0.63,S,43,1,8514,0.3,-1.1
82,78,1,162,163,2,0.64,S,49,1,8726,-0.2,-0.3
82,78,1,162,163,2,0.64,S,49,1,8726,-0.2,-0.3
82,78,1,165,165,2,0.66,S,53,1,8947,-0.2,-0.3
82,78,1,165,165,2,0.66,S,53,1,8948,-0.2,-0.3
87,73,4,153,158,7,0.70,S,57,1,9168,-0.4,-1.2
87,73,4,153,158,7,0.70,S,57,1,9169,-0.4,-1.2
87,73,3,165,166,7,0.78,S,59,1,9389,-0.7,-0.9
87,73,3,165,166,7,0.78,S,59,1,9389,-0.7,-0.9
85,75,0,106,103,5,0.85,S,67,1,9520,-0.8,-0.1
85,75,0,106,103,5,0.85,S,67,1,9520,-0.8,-0.1
76,84,-7,106,100,-4,0.91,S,27,1,9652,-0.3,2.0
76,84,-7,106,100,-4,0.91,S,27,1,9653,-0.3,2.0
78,82,-3,174,173,-2,0.92,S,37,1,9865,-0.0,1.0
78,82,-3,174,173,-2,0.92,S,37,1,9865,-0.0,1.0
79,81,-1,167,164,-1,0.88,S,44,1,10086,0.4,0.2
79,81,-1,167,164,-1,0.88,S,44,1,10087,0.4,0.2
77,83,-2,174,171,-3,0.86,S,49,1,10308,0.2,0.8
77,83,-2,174,171,-3,0.86,S,49,1,10308,0.2,0.8
81,79,1,160,162,1,0.83,S,53,1,10529,0.3,-0.3
81,79,1,160,162,1,0.83,S,53,1,10529,0.3,-0.3
80,80,0,98,99,0,0.81,S,64,1,10660,0.2,-0.1
80,80,0,98,99,0,0.81,S,64,1,10660,0.2,-0.1
80,80,0,103,105,0,0.79,S,24,1,10791,0.0,0.0
83,77,2,107,105,3,0.79,S,43,1,10913,0.0,-0.7
83,77,2,107,105,3,0.79,S,43,1,10918,0.0,-0.7
-83,-77,-2,94,90,-3,0.79,S,-16,1,11047,0.3,0.7
75,85,-4,-12,-10,-5,0.75,S,28,1,11169,0.4,1.1
75,85,-4,-1,-1,-5,0.74,S,58,1,11173,0.4,1.1
78,82,-3,24,24,-2,0.73,S,76,1,11293,0.0,0.8
80,80,0,125,127,0,0.72,S,76,1,11505,0.1,-0.0
80,80,0,125,127,0,0.72,S,76,1,11506,0.1,-0.0
81,79,0,164,165,1,0.73,S,72,1,11727,-0.1,-0.1
81,79,0,164,165,1,0.73,S,72,1,11727,-0.1,-0.1
84,76,3,102,102,4,0.73,S,76,1,11858,-0.1,-1.0
84,76,3,102,102,4,0.73,S,76,1,11859,-0.1,-1.0
84,76,2,99,97,4,0.74,S,22,1,11991,-0.2,-0.6
84,76,3,172,172,4,0.76,S,32,1,12203,-0.2,-0.8
84,76,3,172,172,4,0.76,S,32,1,12203,-0.2,-0.8
84,76,2,176,174,4,0.79,S,40,1,12424,-0.2,-0.8
84,76,2,176,174,4,0.79,S,40,1,12424,-0.2,-0.8
80,80,-2,176,176,0,0.81,S,44,1,12645,-0.2,0.7
80,80,-2,176,176,0,0.81,S,44,1,12646,-0.2,0.7
77,83,-4,167,164,-3,0.81,S,49,1,12867,0.0,1.1
77,83,-4,167,164,-3,0.81,S,49,1,12867,0.0,1.1
82,78,1,97,98,2,0.80,S,61,1,12998,0.1,-0.4
82,78,1,97,98,2,0.80,S,61,1,12999,0.1,-0.4
82,78,1,96,96,2,0.80,S,5,1,13130,-0.1,-0.4
81,79,-1,164,164,1,0.82,S,21,1,13342,-0.2,0.4
81,79,-1,164,164,1,0.82,S,21,1,13343,-0.2,0.4
83,77,1,157,157,3,0.84,S,34,1,13564,-0.2,-0.3
83,77,1,157,157,3,0.84,S,34,1,13564,-0.2,-0.3
81,79,0,165,164,1,0.86,S,41,1,13785,-0.2,0.1
81,79,0,165,164,1,0.86,S,41,1,13785,-0.2,0.1
83,77,1,170,174,3,0.89,S,46,1,14006,-0.3,-0.4
83,77,1,170,174,3,0.89,S,46,1,14007,-0.3,-0.4
85,75,2,98,97,5,0.92,S,58,1,14138,-0.3,-0.7
85,75,2,98,97,5,0.92,S,58,1,14138,-0.3,-0.7
80,80,-2,90,87,0,0.95,S,23,1,14270,-0.2,0.7
80,80,-2,90,87,0,0.95,S,23,1,14271,-0.2,0.7
78,82,-3,156,156,-2,0.94,S,35,1,14483,0.1,0.8
78,82,-3,156,156,-2,0.94,S,35,1,14483,0.1,0.8
86,74,2,162,170,6,0.99,S,42,1,14704,-0.4,-0.8
86,74,2,162,170,6,0.99,S,42,1,14705,-0.4,-0.8
87,73,2,151,152,7,1.06,S,48,1,14926,-0.7,-0.7
87,73,2,151,152,7,1.06,S,48,1,14926,-0.7,-0.7
85,75,0,150,148,5,1.14,S,53,1,15147,-0.8,0.0
85,75,0,150,148,5,1.14,S,53,1,15147,-0.8,0.0
84,76,-1,97,95,4,1.21,S,63,1,15278,-0.7,0.3
84,76,-1,97,95,4,1.21,S,63,1,15278,-0.7,0.3
83,77,-1,94,94,3,1.27,S,6,1,15409,-0.7,0.4
83,77,-2,163,163,3,1.34,S,22,1,15621,-0.7,0.5
83,77,-2,163,163,3,1.34,S,22,1,15621,-0.7,0.5
79,81,-5,160,157,-1,1.39,S,33,1,15843,-0.5,1.5
79,81,-5,160,157,-1,1.39,S,33,1,15843,-0.5,1.5
81,79,-2,159,157,1,1.42,S,41,1,16064,-0.4,0.5
81,79,-2,159,157,1,1.42,S,41,1,16064,-0.4,0.5
84,76,0,150,151,4,1.47,S,48,1,16285,-0.5,-0.1
84,76,0,150,151,4,1.47,S,48,1,16286,-0.5,-0.1
83,77,-1,150,152,3,1.54,S,53,1,16506,-0.6,0.4
83,77,-1,150,152,3,1.54,S,53,1,16506,-0.6,0.4
84,76,-1,94,90,4,1.60,S,63,1,16637,-0.6,0.3
84,76,-1,94,90,4,1.60,S,63,1,16637,-0.6,0.3
82,78,-1,93,91,2,1.65,S,7,1,16769,-0.4,0.4
82,78,-1,93,91,2,1.65,S,7,1,16770,-0.4,0.4
82,78,-2,97,97,2,1.69,S,30,1,16891,-0.4,0.5
82,78,-2,1,0,2,1.70,S,58,1,16896,-0.4,0.5
83,77,0,94,94,3,1.71,S,25,1,17025,-0.3,0.0
85,75,2,156,155,5,1.74,S,36,1,17237,-0.3,-0.5
85,75,2,156,155,5,1.74,S,36,1,17238,-0.3,-0.5
79,81,-3,158,151,-1,1.73,S,43,1,17449,0.0,0.9
79,81,-3,158,151,-1,1.73,S,43,1,17450,0.0,0.9
83,77,2,151,153,3,1.73,S,49,1,17662,0.0,-0.6
83,77,2,151,153,3,1.73,S,49,1,17662,0.0,-0.6
84,76,1,153,154,4,1.74,S,53,1,17883,-0.1,-0.5
84,76,1,153,154,4,1.74,S,53,1,17884,-0.1,-0.5
80,80,-2,161,157,0,1.75,S,54,1,18104,-0.1,0.7
80,80,-2,161,157,0,1.75,S,54,1,18105,-0.1,0.7
77,83,-4,171,168,-3,1.74,S,54,1,18325,0.1,1.2
77,83,-4,171,168,-3,1.74,S,54,1,18326,0.1,1.2
80,80,-1,99,101,0,1.73,S,63,1,18456,0.1,0.3
80,80,-1,99,101,0,1.73,S,63,1,18457,0.1,0.3
-80,-80,-1,93,94,0,1.71,S,-14,1,18588,0.1,0.3
81,79,-1,-64,-64,1,1.73,S,35,1,18800,-0.1,0.3
81,79,-1,-64,-64,1,1.73,S,35,1,18801,-0.1,0.3
83,77,1,61,61,3,1.72,S,53,1,19022,0.1,-0.5
83,77,1,61,61,3,1.72,S,53,1,19023,0.1,-0.5
79,81,-3,145,144,-1,1.72,S,57,1,19243,0.0,0.9
79,81,-3,145,144,-1,1.72,S,57,1,19244,0.0,0.9
80,80,-2,94,94,0,1.71,S,65,1,19375,0.1,0.5
80,80,-2,94,94,0,1.71,S,65,1,19375,0.1,0.5
-78,-82,1,91,91,2,1.70,S,-11,1,19508,0.1,-0.4
-78,-82,1,91,91,2,1.70,S,-11,1,19508,0.1,-0.4
81,79,-2,-56,-60,1,1.72,S,36,1,19720,-0.1,0.5
81,79,-2,-56,-60,1,1.72,S,36,1,19721,-0.1,0.5
84,76,2,57,60,4,1.71,S,54,1,19942,0.1,-0.7
84,76,2,57,60,4,1.71,S,54,1,19942,0.1,-0.7
88,72,5,129,132,8,1.73,S,59,1,20163,-0.2,-1.6
88,72,5,129,132,8,1.73,S,59,1,20164,-0.2,-1.6
88,72,5,88,90,8,1.77,S,67,1,20295,-0.3,-1.5
88,72,5,88,90,8,1.77,S,67,1,20295,-0.3,-1.5
-75,-85,0,89,89,5,1.80,S,-8,1,20427,-0.6,-0.1
-75,-85,0,89,89,5,1.80,S,-8,1,20428,-0.6,-0.1
85,75,0,-7,-11,5,1.85,S,32,1,20550,-0.5,-0.1
85,75,0,-1,-1,5,1.87,S,59,1,20554,-0.5,-0.1
82,78,-2,26,26,2,1.89,S,69,1,20683,-0.5,0.6
82,78,-3,67,65,2,1.94,S,77,1,20805,-0.5,0.8
82,78,-3,67,65,2,1.94,S,77,1,20809,-0.5,0.8
80,80,-3,84,83,0,1.97,S,2,1,20929,-0.4,1.1
85,75,1,166,168,5,2.02,S,18,1,21141,-0.4,-0.2
85,75,1,166,168,5,2.02,S,18,1,21141,-0.4,-0.2
87,73,2,166,166,7,2.07,S,28,1,21363,-0.5,-0.7
87,73,2,166,166,7,2.07,S,28,1,21363,-0.5,-0.7
83,77,-1,100,98,3,2.12,S,44,1,21494,-0.5,0.4
83,77,-1,100,98,3,2.12,S,44,1,21494,-0.5,0.4
-77,-83,-1,87,84,3,2.16,S,-12,1,21627,-0.2,0.2
-77,-83,-1,87,84,3,2.16,S,-12,1,21627,-0.2,0.2
87,73,3,-67,-68,7,2.20,S,35,1,21839,-0.3,-1.0
87,73,3,-67,-68,7,2.20,S,35,1,21840,-0.3,-1.0
82,78,0,58,52,2,2.20,S,54,1,22061,-0.1,0.1
82,78,0,0,0,2,2.21,S,74,1,22062,-0.1,0.1
79,81,-2,135,130,-1,2.20,S,72,1,22283,0.1,0.7
79,81,-2,135,130,-1,2.20,S,72,1,22283,0.1,0.7
81,79,-1,87,89,1,2.19,S,76,1,22414,0.1,0.2
81,79,-1,87,89,1,2.19,S,76,1,22414,0.1,0.2
-77,-83,1,92,93,3,2.18,S,-10,1,22546,-0.0,-0.2
-77,-83,1,92,93,3,2.18,S,-10,1,22547,-0.0,-0.2
81,79,-2,-54,-57,1,2.18,S,36,1,22759,-0.0,0.5
81,79,-2,-54,-57,1,2.18,S,36,1,22759,-0.0,0.5
81,79,0,60,63,1,2.17,S,53,1,22981,0.1,0.1
81,79,0,60,63,1,2.17,S,53,1,22981,0.1,0.1
81,79,0,154,150,1,2.14,S,55,1,23202,0.2,-0.0
81,79,0,154,150,1,2.14,S,55,1,23203,0.2,-0.0
79,81,-2,98,96,-1,2.12,S,63,1,23334,0.3,0.6
79,81,-2,98,96,-1,2.12,S,63,1,23334,0.3,0.6
-84,-76,-3,88,88,-4,2.09,S,-10,1,23466,0.6,1.1
-84,-76,-3,88,88,-4,2.09,S,-10,1,23466,0.6,1.1
81,79,1,-61,-60,1,2.04,S,36,1,23679,0.4,-0.4
81,79,1,-61,-60,1,2.04,S,36,1,23679,0.4,-0.4
81,79,1,55,55,1,1.99,S,54,1,23900,0.5,-0.3
81,79,1,55,55,1,1.99,S,54,1,23901,0.5,-0.3
80,80,0,144,143,0,1.94,S,56,1,24122,0.5,-0.1
80,80,0,144,143,0,1.94,S,56,1,24122,0.5,-0.1
81,79,2,96,96,1,1.88,S,64,1,24253,0.5,-0.5
81,79,2,96,96,1,1.88,S,64,1,24254,0.5,-0.5
-82,-78,0,88,86,-2,1.83,S,-8,1,24386,0.6,0.1
80,80,1,-54,-54,0,1.78,S,36,1,24597,0.6,-0.3
80,80,1,-54,-54,0,1.78,S,36,1,24598,0.6,-0.3
81,79,2,58,54,1,1.71,S,54,1,24819,0.7,-0.7
81,79,2,58,54,1,1.71,S,54,1,24819,0.7,-0.7
80,80,3,138,137,0,1.63,S,57,1,25040,0.8,-0.8
80,80,3,138,137,0,1.63,S,57,1,25041,0.8,-0.8
80,80,3,147,146,0,1.55,S,58,1,25262,0.8,-0.8
80,80,3,0,0,0,1.46,S,76,1,25262,0.8,-0.8
80,80,2,94,95,0,1.39,S,77,1,25393,0.8,-0.6
80,80,2,94,95,0,1.39,S,77,1,25393,0.8,-0.6
-79,-81,2,95,96,1,1.32,S,-14,1,25525,0.6,-0.7
-79,-81,2,95,96,1,1.32,S,-14,1,25526,0.6,-0.7
79,81,0,-57,-59,-1,1.27,S,32,1,25738,0.5,-0.1
79,81,0,-57,-59,-1,1.27,S,32,1,25738,0.5,-0.1
81,79,2,57,61,1,1.21,S,51,1,25959,0.6,-0.6
81,79,2,57,61,1,1.21,S,51,1,25960,0.6,-0.6
78,82,-1,146,146,-2,1.16,S,53,1,26181,0.5,0.3
78,82,-1,146,146,-2,1.16,S,53,1,26181,0.5,0.3
79,81,0,91,93,-1,1.11,S,62,1,26312,0.5,0.0
79,81,0,91,93,-1,1.11,S,62,1,26313,0.5,0.0
-80,-80,1,82,84,0,1.07,S,-5,1,26444,0.5,-0.4
83,77,1,-63,-64,3,1.07,S,39,1,26656,-0.1,-0.4
83,77,1,-63,-64,3,1.07,S,39,1,26657,-0.1,-0.4
80,80,0,50,49,0,1.04,S,57,1,26878,0.4,-0.1
80,80,0,50,49,0,1.04,S,57,1,26878,0.4,-0.1
83,77,2,133,141,3,1.04,S,58,1,27099,-0.1,-0.6
83,77,2,133,141,3,1.04,S,58,1,27100,-0.1,-0.6
85,75,3,156,160,5,1.08,S,57,1,27320,-0.4,-0.8
85,75,3,156,160,5,1.08,S,57,1,27321,-0.4,-0.8
88,72,5,89,90,8,1.12,S,64,1,27452,-0.4,-1.6
88,72,5,89,90,8,1.12,S,64,1,27452,-0.4,-1.6
87,73,4,77,76,7,1.16,S,4,1,27584,-0.5,-1.1
87,73,4,77,76,7,1.16,S,4,1,27585,-0.5,-1.1
87,73,3,85,84,7,1.22,S,28,1,27707,-0.5,-0.9
87,73,3,85,84,7,1.22,S,28,1,27711,-0.5,-0.9
-76,-84,0,83,82,4,1.26,S,-16,1,27840,-0.6,-0.0
85,75,1,-11,-13,5,1.31,S,25,1,27962,-0.5,-0.3
85,75,1,-11,-13,5,1.31,S,25,1,27966,-0.5,-0.3
85,75,0,19,21,5,1.35,S,61,1,28086,-0.7,-0.1
86,74,2,62,62,6,1.42,S,70,1,28208,-0.7,-0.6
89,77,2,2,2,6,1.44,S,83,1,28213,-0.7,-0.6
88,72,3,87,87,8,1.46,S,23,1,28342,-0.8,-0.9
81,79,-4,159,155,1,1.53,S,32,1,28554,-0.7,1.3
81,79,-4,159,155,1,1.53,S,32,1,28554,-0.7,1.3
81,79,-3,153,153,1,1.58,S,39,1,28774,-0.5,1.0
81,79,-3,153,153,1,1.58,S,39,1,28775,-0.5,1.0
85,75,0,158,159,5,1.64,S,43,1,28996,-0.5,-0.1
85,75,0,158,159,5,1.64,S,43,1,28997,-0.5,-0.1
84,76,-1,157,154,4,1.69,S,46,1,29218,-0.5,0.2
84,76,-1,157,154,4,1.69,S,46,1,29219,-0.5,0.2
84,76,0,140,139,4,1.74,S,50,1,29439,-0.5,0.1
84,76,0,140,139,4,1.74,S,50,1,29440,-0.5,0.1
82,78,-2,87,85,2,1.79,S,59,1,29571,-0.5,0.6
82,78,-2,87,85,2,1.79,S,59,1,29571,-0.5,0.6
84,76,0,89,88,4,1.83,S,40,1,29703,-0.5,0.0
84,76,0,89,88,4,1.83,S,40,1,29704,-0.5,0.0
83,77,-1,94,93,3,1.87,S,51,1,29825,-0.4,0.2
83,77,-1,94,93,3,1.87,S,51,1,29830,-0.4,0.2
-77,-83,-1,86,86,3,1.91,S,-14,1,29959,-0.5,0.4
85,75,1,-8,-10,5,1.96,S,26,1,30081,-0.5,-0.2
85,75,1,-1,-1,5,1.97,S,53,1,30085,-0.5,-0.2
75,85,-9,33,20,-5,1.99,S,69,1,30205,-0.4,2.9
72,88,-11,60,62,-8,2.02,S,76,1,30327,-0.3,3.5
72,88,-11,60,62,-8,2.02,S,76,1,30331,-0.3,3.5
79,81,-4,82,84,-1,2.04,S,16,1,30461,-0.3,1.3
83,77,-1,155,155,3,2.07,S,27,1,30673,-0.3,0.2
83,77,-1,155,155,3,2.07,S,27,1,30673,-0.3,0.2
83,77,-1,159,158,3,2.10,S,34,1,30894,-0.3,0.2
83,77,-1,159,158,3,2.10,S,34,1,30894,-0.3,0.2
86,74,2,147,149,6,2.15,S,40,1,31115,-0.5,-0.5
86,74,2,147,149,6,2.15,S,40,1,31115,-0.5,-0.5
84,76,-1,152,148,4,2.20,S,45,1,31336,-0.4,0.2
84,76,-1,152,148,4,2.20,S,45,1,31337,-0.4,0.2
85,75,1,164,161,5,2.23,S,46,1,31558,-0.3,-0.3
85,75,1,164,161,5,2.23,S,46,1,31558,-0.3,-0.3
84,76,0,169,168,4,2.25,S,46,1,31779,-0.3,0.0
84,76,0,169,168,4,2.25,S,46,1,31779,-0.3,0.0
80,80,-3,162,160,0,2.26,S,47,1,31999,-0.1,0.8
80,80,-3,162,160,0,2.26,S,47,1,32000,-0.1,0.8
