t_ms,mode,run,el,er,yaw,yr,pc,hd,dp,OL,OR,hi,sb,lp
6107,S,1,2,2,0.4,-0.8,54,0,2,80,80,0.030,0,0.00
6236,S,1,103,101,0.3,-0.3,26,-1,1,79,81,0.030,0,0.00
6358,S,1,102,101,0.3,0.1,47,-2,0,78,82,0.030,0,0.00
6362,S,1,102,101,0.3,0.1,47,-2,0,78,82,0.030,0,0.00
6482,S,1,86,85,0.4,0.3,4,-3,-1,77,83,0.030,0,0.00
6694,S,1,174,174,0.5,0.5,29,-4,-2,76,84,0.030,0,0.00
6694,S,1,174,174,0.5,0.5,29,-4,-2,76,84,0.030,0,0.00
6915,S,1,189,189,0.3,-0.8,47,0,2,80,80,0.020,0,0.00
6915,S,1,189,189,0.3,-0.8,47,0,2,80,80,0.020,0,0.00
7136,S,1,182,180,0.4,-0.5,59,-1,2,79,81,0.020,0,0.00
7136,S,1,182,180,0.4,-0.5,59,-1,2,79,81,0.020,0,0.00
7268,S,1,103,104,0.4,0.4,70,-4,-1,76,84,0.010,0,0.00
7268,S,1,103,104,0.4,0.4,70,-4,-1,76,84,0.010,0,0.00
7400,S,1,94,95,0.4,-0.2,3,-2,0,78,82,0.010,0,0.00
7611,S,1,179,178,0.3,0.3,28,-3,-1,77,83,0.010,0,0.00
7612,S,1,179,178,0.3,0.3,28,-3,-1,77,83,0.010,0,0.00
7833,S,1,181,184,0.3,0.1,45,-2,0,78,82,0.010,0,0.00
7833,S,1,181,184,0.3,0.1,45,-2,0,78,82,0.010,0,0.00
8054,S,1,183,182,0.3,-0.2,58,-1,1,79,81,0.010,0,0.00
8055,S,1,183,182,0.3,-0.2,58,-1,1,79,81,0.010,0,0.00
8275,S,1,187,189,0.1,0.2,66,-1,-1,79,81,0.010,0,0.00
8276,S,1,187,189,0.1,0.2,66,-1,-1,79,81,0.010,0,0.00
8496,S,1,175,176,-0.0,-0.1,72,1,0,81,79,0.010,0,0.00
8496,S,1,175,176,-0.0,-0.1,72,1,0,81,79,0.010,0,0.00
8627,S,1,104,103,-0.0,0.2,78,-1,-1,79,81,0.010,0,0.00
8628,S,1,104,103,-0.0,0.2,78,-1,-1,79,81,0.010,0,0.00
8759,S,1,99,98,0.0,0.1,1,0,0,80,80,0.010,0,0.00
8881,S,1,105,107,0.0,0.3,28,-1,-1,79,81,0.010,0,0.00
8886,S,1,2,2,0.0,0.3,49,-1,-1,79,81,0.010,0,0.00
9015,S,1,102,104,-0.1,0.5,14,-1,-2,79,81,0.010,0,0.00
9137,S,1,102,101,-0.1,0.4,37,0,-1,80,80,0.010,0,0.00
9141,S,1,102,101,-0.1,0.4,37,0,-1,80,80,0.010,0,0.00
9261,S,1,89,87,-0.1,0.2,1,0,-1,80,80,0.010,0,0.00
9474,S,1,178,178,-0.1,-0.9,28,4,3,84,76,0.010,0,0.00
9474,S,1,0,0,-0.1,-0.9,50,4,3,84,76,0.010,0,0.00
9695,S,1,184,180,0.0,-0.2,58,1,1,81,79,0.010,0,0.00
9695,S,1,184,180,0.0,-0.2,58,1,1,81,79,0.010,0,0.00
9826,S,1,105,102,0.0,0.1,70,-1,0,79,81,0.010,0,0.00
9827,S,1,105,102,0.0,0.1,70,-1,0,79,81,0.010,0,0.00
9959,S,1,93,92,0.2,0.8,5,-4,-3,76,84,0.010,0,0.00
10171,S,1,150,171,-0.1,-7.2,31,24,23,104,56,0.010,0,0.00
10171,S,1,150,0,0.0,0.0,0,0,0,0,0,0.000,0,0.00
10393,S,1,203,151,0.4,5.0,48,-18,-16,62,98,0.010,0,0.00
10393,S,1,203,151,0.4,5.0,48,-18,-16,62,98,0.010,0,0.00
10614,S,1,175,184,2.2,2.3,60,-20,-7,60,100,-0.000,0,0.00
10615,S,1,175,0,0.0,0.0,0,0,0,0,0,0.000,0,0.00
10746,S,1,100,111,2.2,0.5,70,-14,-1,66,94,-0.010,0,0.00
10746,S,1,100,111,2.2,0.5,70,-14,-1,66,94,-0.010,0,0.00
10878,S,1,94,102,0.7,-3.7,1,8,12,88,72,-0.010,0,0.00
10879,S,1,94,102,0.7,-3.7,1,8,12,88,72,-0.010,0,0.00
11091,S,1,168,173,0.1,-3.0,27,9,9,89,71,-0.010,0,0.00
11091,S,1,168,173,0.1,-3.0,27,9,9,89,71,-0.010,0,0.00
11312,S,1,181,170,0.4,0.1,45,-3,0,77,83,-0.010,0,0.00
11313,S,1,181,170,0.4,0.1,45,-3,0,77,83,-0.010,0,0.00
11534,S,1,183,182,0.7,0.1,58,-5,0,75,85,-0.020,0,0.00
11534,S,1,183,182,0.7,0.1,58,-5,0,75,85,-0.020,0,0.00
11665,S,1,108,110,0.7,0.3,68,-5,-1,75,85,-0.020,0,0.00
11666,S,1,108,110,0.7,0.3,68,-5,-1,75,85,-0.020,0,0.00
11798,S,1,96,97,0.7,0.4,1,-5,-1,75,85,-0.020,0,0.00
12009,S,1,177,175,0.6,-0.0,27,-4,0,76,84,-0.030,0,0.00
12010,S,1,177,175,0.6,-0.0,27,-4,0,76,84,-0.030,0,0.00
12231,S,1,182,187,0.4,-0.8,45,0,3,80,80,-0.030,0,0.00
12231,S,1,182,187,0.4,-0.8,45,0,3,80,80,-0.030,0,0.00
12452,S,1,174,177,0.1,-0.3,57,0,1,80,80,-0.030,0,0.00
12452,S,1,174,177,0.1,-0.3,57,0,1,80,80,-0.030,0,0.00
12673,S,1,178,176,0.1,0.3,66,-1,-1,79,81,-0.030,0,0.00
12674,S,1,0,1,0.1,0.3,76,-1,-1,79,81,-0.040,0,0.00
12805,S,1,105,107,0.1,0.1,79,-1,0,79,81,-0.040,0,0.00
12805,S,1,105,107,0.1,0.1,79,-1,0,79,81,-0.040,0,0.00
12937,S,1,94,99,-0.1,-0.6,2,3,2,83,77,-0.040,0,0.00
12938,S,1,94,99,-0.1,-0.6,2,3,2,83,77,-0.040,0,0.00
13150,S,1,181,175,-0.1,0.6,27,-1,-2,79,81,-0.030,0,0.00
13150,S,1,181,175,-0.1,0.6,27,-1,-2,79,81,-0.030,0,0.00
13372,S,1,181,176,0.2,0.5,44,-3,-2,77,83,-0.040,0,0.00
13372,S,1,181,176,0.2,0.5,44,-3,-2,77,83,-0.040,0,0.00
13593,S,1,171,172,0.3,-0.1,57,-1,0,79,81,-0.040,0,0.00
13593,S,1,171,172,0.3,-0.1,57,-1,0,79,81,-0.040,0,0.00
13725,S,1,99,99,0.2,-0.8,67,1,3,81,79,-0.040,0,0.00
13725,S,1,99,99,0.2,-0.8,67,1,3,81,79,-0.040,0,0.00
13857,S,1,96,93,0.3,0.4,39,-3,-1,77,83,-0.040,0,0.00
13979,S,1,94,93,0.3,1.5,54,-7,-5,73,87,-0.040,0,0.00
13984,S,1,4,4,0.3,1.5,66,-7,-5,73,87,-0.040,0,0.00
14112,S,1,90,92,0.6,0.8,1,-6,-2,74,86,-0.040,0,0.00
14234,S,1,93,95,0.5,-0.0,28,-3,0,77,83,-0.050,0,0.00
14238,S,1,93,95,0.5,-0.0,28,-3,0,77,83,-0.050,0,0.00
14358,S,1,78,81,0.2,-0.6,1,1,2,81,79,-0.050,0,0.00
14570,S,1,159,160,0.1,-0.3,26,0,1,80,80,-0.050,0,0.00
14570,S,1,159,160,0.1,-0.3,26,0,1,80,80,-0.050,0,0.00
14791,S,1,165,164,0.1,-0.2,44,0,1,80,80,-0.050,0,0.00
14791,S,1,165,164,0.1,-0.2,44,0,1,80,80,-0.050,0,0.00
15013,S,1,158,163,-0.2,-1.7,57,6,5,86,74,-0.050,0,0.00
15013,S,1,158,163,-0.2,-1.7,57,6,5,86,74,-0.050,0,0.00
15144,S,1,88,95,-0.3,-2.7,67,10,9,90,70,-0.050,0,0.00
15144,S,1,88,95,-0.3,-2.7,67,10,9,90,70,-0.050,0,0.00
15276,S,1,87,86,-0.8,-1.1,47,8,3,88,72,-0.050,0,0.00
15277,S,1,87,86,-0.8,-1.1,47,8,3,88,72,-0.050,0,0.00
15489,S,1,156,150,-0.5,0.8,59,1,-2,81,79,-0.040,0,0.00
15489,S,1,156,150,-0.5,0.8,59,1,-2,81,79,-0.040,0,0.00
15711,S,1,184,175,-0.0,1.3,66,-4,-4,76,84,-0.040,0,0.00
15711,S,1,184,175,-0.0,1.3,66,-4,-4,76,84,-0.040,0,0.00
15932,S,1,182,182,0.1,0.9,72,-4,-3,76,84,-0.040,0,0.00
15933,S,1,182,182,0.1,0.9,72,-4,-3,76,84,-0.040,0,0.00
16064,S,1,108,106,0.2,1.1,77,-5,-4,75,85,-0.040,0,0.00
16064,S,1,108,106,0.2,1.1,77,-5,-4,75,85,-0.040,0,0.00
16196,S,1,105,102,0.3,0.9,40,-5,-3,75,85,-0.040,0,0.00
16197,S,1,105,102,0.3,0.9,40,-5,-3,75,85,-0.040,0,0.00
16319,S,1,100,99,0.3,1.2,55,-6,-4,74,86,-0.050,0,0.00
16323,S,1,100,99,0.3,1.2,55,-6,-4,74,86,-0.050,0,0.00
16452,S,1,87,92,0.3,-0.7,1,1,2,81,79,-0.050,0,0.00
16574,S,1,95,96,0.2,-1.1,28,2,3,82,78,-0.050,0,0.00
16578,S,1,95,96,0.2,-1.1,28,2,3,82,78,-0.050,0,0.00
16698,S,1,91,89,0.1,-0.4,22,1,1,81,79,-0.050,0,0.00
16820,S,1,106,101,0.1,0.3,42,-2,-1,78,82,-0.050,0,0.00
16824,S,1,4,3,0.1,0.3,58,-2,-1,78,82,-0.050,0,0.00
16954,S,1,101,100,0.6,0.6,11,-5,-2,75,85,-0.050,0,0.00
17166,S,1,172,177,0.5,0.0,32,-3,0,77,83,-0.060,0,0.00
17166,S,1,172,177,0.5,0.0,32,-3,0,77,83,-0.060,0,0.00
17386,S,1,184,186,0.1,-0.2,47,0,1,80,80,-0.060,0,0.00
17387,S,1,184,186,0.1,-0.2,47,0,1,80,80,-0.060,0,0.00
17608,S,1,191,190,0.1,-0.1,58,0,0,80,80,-0.060,0,0.00
17608,S,1,191,190,0.1,-0.1,58,0,0,80,80,-0.060,0,0.00
17830,S,1,199,197,0.2,0.0,65,-1,0,79,81,-0.060,0,0.00
17830,S,1,199,197,0.2,0.0,65,-1,0,79,81,-0.060,0,0.00
18051,S,1,200,201,0.1,0.2,70,-2,-1,78,82,-0.060,0,0.00
18052,S,1,200,201,0.1,0.2,70,-2,-1,78,82,-0.060,0,0.00
18183,S,1,118,119,0.1,0.5,75,-2,-1,78,82,-0.060,0,0.00
18183,S,1,118,119,0.1,0.5,75,-2,-1,78,82,-0.060,0,0.00
18315,S,1,111,109,0.2,0.7,31,-4,-2,76,84,-0.060,0,0.00
18316,S,1,111,109,0.2,0.7,31,-4,-2,76,84,-0.060,0,0.00
18528,S,1,192,195,0.1,-0.4,46,0,1,80,80,-0.060,0,0.00
18528,S,1,192,195,0.1,-0.4,46,0,1,80,80,-0.060,0,0.00
18749,S,1,204,204,-0.0,-0.2,56,1,1,81,79,-0.060,0,0.00
18750,S,1,204,204,-0.0,-0.2,56,1,1,81,79,-0.060,0,0.00
18971,S,1,198,195,0.0,-0.4,63,1,1,81,79,-0.060,0,0.00
18971,S,1,198,195,0.0,-0.4,63,1,1,81,79,-0.060,0,0.00
19103,S,1,116,119,0.1,-0.2,70,0,1,80,80,-0.060,0,0.00
19103,S,1,116,119,0.1,-0.2,70,0,1,80,80,-0.060,0,0.00
19235,S,1,110,112,-0.1,-0.3,27,2,1,82,78,-0.060,0,0.00
19447,S,1,193,191,-0.1,0.5,43,-1,-1,79,81,-0.060,0,0.00
19447,S,1,193,191,-0.1,0.5,43,-1,-1,79,81,-0.060,0,0.00
19668,S,1,197,196,0.0,0.1,53,-1,0,79,81,-0.060,0,0.00
19668,S,1,197,196,0.0,0.1,53,-1,0,79,81,-0.060,0,0.00
19889,S,1,201,201,-0.2,-0.3,61,2,1,82,78,-0.060,0,0.00
19889,S,1,201,201,-0.2,-0.3,61,2,1,82,78,-0.060,0,0.00
20111,S,1,186,185,-0.1,0.3,67,-1,-1,79,81,-0.060,0,0.00
20111,S,1,186,185,-0.1,0.3,67,-1,-1,79,81,-0.060,0,0.00
20242,S,1,104,101,-0.0,0.9,72,-3,-3,77,83,-0.060,0,0.00
20242,S,1,104,101,-0.0,0.9,72,-3,-3,77,83,-0.060,0,0.00
20374,S,1,97,97,0.1,0.3,28,-2,-1,78,82,-0.060,0,0.00
20375,S,1,97,97,0.1,0.3,28,-2,-1,78,82,-0.060,0,0.00
20587,S,1,177,178,0.1,0.2,44,-1,-1,79,81,-0.060,0,0.00
20588,S,1,177,178,0.1,0.2,44,-1,-1,79,81,-0.060,0,0.00
20809,S,1,184,182,0.2,1.0,54,-4,-3,76,84,-0.060,0,0.00
20809,S,1,184,182,0.2,1.0,54,-4,-3,76,84,-0.060,0,0.00
21030,S,1,187,186,0.2,0.5,61,-3,-1,77,83,-0.070,0,0.00
21031,S,1,187,186,0.2,0.5,61,-3,-1,77,83,-0.070,0,0.00
21162,S,1,112,113,0.2,-0.8,68,1,3,81,79,-0.070,0,0.00
21162,S,1,112,113,0.2,-0.8,68,1,3,81,79,-0.070,0,0.00
21294,S,1,94,95,0.1,-0.9,28,2,3,82,78,-0.070,0,0.00
21295,S,1,94,95,0.1,-0.9,28,2,3,82,78,-0.070,0,0.00
21417,S,1,92,92,0.0,-0.5,44,1,2,81,79,-0.070,0,0.00
21421,S,1,92,92,0.0,-0.5,44,1,2,81,79,-0.070,0,0.00
21550,S,1,93,89,0.1,-0.1,1,0,0,80,80,-0.070,0,0.00
21672,S,1,98,97,0.1,-0.0,29,-1,0,79,81,-0.070,0,0.00
21676,S,1,1,1,0.1,-0.0,50,-1,0,79,81,-0.070,0,0.00
21796,S,1,90,93,0.2,0.2,28,-2,-1,78,82,-0.070,0,0.00
21917,S,1,99,102,0.2,-0.3,47,0,1,80,80,-0.070,0,0.00
21922,S,1,99,102,0.2,-0.3,47,0,1,80,80,-0.070,0,0.00
22051,S,1,97,96,0.0,0.3,1,-1,-1,79,81,-0.070,0,0.00
22262,S,1,177,174,0.2,-0.3,29,0,1,80,80,-0.070,0,0.00
22263,S,1,177,174,0.2,-0.3,29,0,1,80,80,-0.070,0,0.00
22385,S,1,104,104,0.2,-0.2,50,-1,0,79,81,-0.070,0,0.00
22390,S,1,104,104,0.2,-0.2,50,-1,0,79,81,-0.070,0,0.00
22510,S,1,89,89,0.1,-0.4,4,0,1,80,80,-0.070,0,0.00
22722,S,1,172,170,0.1,0.0,31,-1,0,79,81,-0.070,0,0.00
22722,S,1,172,170,0.1,0.0,31,-1,0,79,81,-0.070,0,0.00
22934,S,1,176,174,0.3,1.0,50,-5,-3,75,85,-0.080,0,0.00
22934,S,1,176,174,0.3,1.0,50,-5,-3,75,85,-0.080,0,0.00
23056,S,1,101,101,0.3,0.8,64,-4,-3,76,84,-0.080,0,0.00
23061,S,1,101,101,0.3,0.8,64,-4,-3,76,84,-0.080,0,0.00
23190,S,1,100,103,0.2,-0.1,1,-1,0,79,81,-0.080,0,0.00
23402,S,1,181,181,0.2,0.4,29,-2,-1,78,82,-0.080,0,0.00
23402,S,1,181,181,0.2,0.4,29,-2,-1,78,82,-0.080,0,0.00
23615,S,1,184,181,0.3,0.5,48,-3,-2,77,83,-0.080,0,0.00
23615,S,1,184,181,0.3,0.5,48,-3,-2,77,83,-0.080,0,0.00
23828,S,1,185,185,0.2,-0.4,62,0,1,80,80,-0.080,0,0.00
23828,S,1,185,185,0.2,-0.4,62,0,1,80,80,-0.080,0,0.00
24049,S,1,183,185,0.1,0.0,72,-1,0,79,81,-0.090,0,0.00
24049,S,1,183,185,0.1,0.0,72,-1,0,79,81,-0.090,0,0.00
24270,S,1,189,184,0.3,1.1,78,-5,-3,75,85,-0.090,0,0.00
24270,S,1,189,184,0.3,1.1,78,-5,-3,75,85,-0.090,0,0.00
24401,S,1,112,116,0.3,0.5,85,-4,-2,81,89,-0.090,0,0.00
24401,S,1,112,116,0.3,0.5,85,-4,-2,81,89,-0.090,0,0.00
24533,S,1,112,117,-0.0,-0.6,23,2,2,82,78,-0.090,0,0.00
24534,S,1,0,0,-0.0,-0.6,48,2,2,82,78,-0.090,0,0.00
24746,S,1,199,193,0.0,0.1,57,0,0,80,80,-0.090,0,0.00
24746,S,1,199,193,0.0,0.1,57,0,0,80,80,-0.090,0,0.00
24967,S,1,198,194,0.2,-0.0,67,-1,0,79,81,-0.090,0,0.00
24968,S,1,198,194,0.2,-0.0,67,-1,0,79,81,-0.090,0,0.00
25189,S,1,181,186,0.0,-0.0,75,0,0,80,80,-0.090,0,0.00
25189,S,1,181,186,0.0,-0.0,75,0,0,80,80,-0.090,0,0.00
25409,S,1,188,183,0.1,0.8,80,-3,-2,77,83,-0.090,0,0.00
25410,S,1,188,183,0.1,0.8,80,-3,-2,77,83,-0.090,0,0.00
25540,S,1,111,111,0.1,0.8,86,-3,-3,83,89,-0.100,0,0.00
25541,S,1,111,111,0.1,0.8,86,-3,-3,83,89,-0.100,0,0.00
25672,S,1,108,112,0.1,-0.3,13,0,1,80,80,-0.100,0,0.00
25884,S,1,191,190,-0.1,-0.0,36,1,0,81,79,-0.090,0,0.00
25884,S,1,191,190,-0.1,-0.0,36,1,0,81,79,-0.090,0,0.00
26105,S,1,191,188,0.1,0.6,52,-3,-2,77,83,-0.100,0,0.00
26106,S,1,191,188,0.1,0.6,52,-3,-2,77,83,-0.100,0,0.00
26327,S,1,181,183,0.1,-0.2,64,0,0,80,80,-0.100,0,0.00
26327,S,1,181,183,0.1,-0.2,64,0,0,80,80,-0.100,0,0.00
26548,S,1,182,182,-0.1,-0.1,72,1,0,81,79,-0.100,0,0.00
26548,S,1,182,182,-0.1,-0.1,72,1,0,81,79,-0.100,0,0.00
26769,S,1,181,180,-0.0,0.8,78,-2,-2,78,82,-0.100,0,0.00
26769,S,1,181,180,-0.0,0.8,78,-2,-2,78,82,-0.100,0,0.00
26900,S,1,108,107,0.0,0.6,83,-2,-2,81,85,-0.100,0,0.00
26900,S,1,108,107,0.0,0.6,83,-2,-2,81,85,-0.100,0,0.00
27032,S,1,104,105,-0.0,0.3,26,-1,-1,79,81,-0.100,0,0.00
27033,S,1,104,105,-0.0,0.3,26,-1,-1,79,81,-0.100,0,0.00
27154,S,1,109,110,-0.0,0.0,47,0,0,80,80,-0.100,0,0.00
27159,S,1,109,110,-0.0,0.0,47,0,0,80,80,-0.100,0,0.00
27288,S,1,97,97,-0.2,0.7,1,-1,-2,79,81,-0.100,0,0.00
27500,S,1,178,174,-0.1,1.0,29,-3,-3,77,83,-0.090,0,0.00
27500,S,1,178,174,-0.1,1.0,29,-3,-3,77,83,-0.090,0,0.00
27713,S,1,163,171,-0.4,-1.2,49,6,4,86,74,-0.090,0,0.00
27713,S,1,163,171,-0.4,-1.2,49,6,4,86,74,-0.090,0,0.00
27926,S,1,174,171,-0.5,0.0,63,3,0,83,77,-0.090,0,0.00
27926,S,1,174,171,-0.5,0.0,63,3,0,83,77,-0.090,0,0.00
28147,S,1,185,179,-0.1,0.5,73,-1,-2,79,81,-0.090,0,0.00
28148,S,1,185,179,-0.1,0.5,73,-1,-2,79,81,-0.090,0,0.00
28279,S,1,106,105,-0.0,1.2,81,-4,-4,77,85,-0.090,0,0.00
28279,S,1,106,105,-0.0,1.2,81,-4,-4,77,85,-0.090,0,0.00
28411,S,1,105,106,0.1,-0.1,1,0,0,80,80,-0.090,0,0.00
28412,S,1,105,106,0.1,-0.1,1,0,0,80,80,-0.090,0,0.00
28533,S,1,110,108,0.1,-0.5,30,1,2,81,79,-0.090,0,0.00
28538,S,1,0,0,0.1,-0.5,53,1,2,81,79,-0.090,0,0.00
28667,S,1,106,102,0.1,0.3,26,-2,-1,78,82,-0.090,0,0.00
28789,S,1,101,100,0.2,0.9,48,-4,-3,76,84,-0.090,0,0.00
28793,S,1,101,100,0.2,0.9,48,-4,-3,76,84,-0.090,0,0.00
28913,S,1,82,85,0.2,0.1,9,-2,0,78,82,-0.090,0,0.00
29125,S,1,168,172,0.0,-0.2,34,0,1,80,80,-0.090,0,0.00
29125,S,1,168,172,0.0,-0.2,34,0,1,80,80,-0.090,0,0.00
29347,S,1,184,182,-0.1,-0.0,51,1,0,81,79,-0.090,0,0.00
29347,S,1,184,182,-0.1,-0.0,51,1,0,81,79,-0.090,0,0.00
29478,S,1,107,109,-0.1,-0.1,65,1,0,81,79,-0.090,0,0.00
29478,S,1,107,109,-0.1,-0.1,65,1,0,81,79,-0.090,0,0.00
29611,S,1,96,96,0.1,0.3,2,-1,-1,79,81,-0.090,0,0.00
29611,S,1,96,96,0.1,0.3,2,-1,-1,79,81,-0.090,0,0.00
29733,S,1,102,101,0.1,0.1,30,-1,0,79,81,-0.090,0,0.00
29738,S,1,1,1,0.1,0.1,52,-1,0,79,81,-0.090,0,0.00
29867,S,1,104,104,-0.1,-0.0,24,1,0,81,79,-0.090,0,0.00
30079,S,1,176,175,-0.0,0.5,44,-1,-2,79,81,-0.090,0,0.00
