HB:t=0,m=S,run=1,el=0,er=0,yaw=0.0,yr=0.0,pc=0,hd=0,dp=0,OL=0,OR=0,hi=0.00
HB:t=14063,m=S,run=1,el=132,er=128,yaw=-0.3,yr=0.8,pc=8,hd=-1,dp=-3,OL=87,OR=89,hi=0.10
HB:t=14068,m=S,run=1,el=4,er=4,yaw=-0.3,yr=0.8,pc=14,hd=-1,dp=-3,OL=93,OR=95,hi=0.10
HB:t=14197,m=S,run=1,el=122,er=123,yaw=-0.0,yr=0.4,pc=2,hd=-1,dp=-1,OL=81,OR=83,hi=0.10
HB:t=14319,m=S,run=1,el=121,er=124,yaw=-0.0,yr=-0.1,pc=9,hd=1,dp=0,OL=90,OR=88,hi=0.10
HB:t=14323,m=S,run=1,el=121,er=124,yaw=-0.0,yr=-0.1,pc=9,hd=1,dp=0,OL=90,OR=88,hi=0.10
HB:t=14443,m=S,run=1,el=110,er=107,yaw=-0.0,yr=0.4,pc=1,hd=-1,dp=-1,OL=80,OR=82,hi=0.10
HB:t=14655,m=S,run=1,el=202,er=197,yaw=0.1,yr=0.6,pc=8,hd=-2,dp=-2,OL=86,OR=90,hi=0.10
HB:t=14655,m=S,run=1,el=202,er=197,yaw=0.1,yr=0.6,pc=8,hd=-2,dp=-2,OL=86,OR=90,hi=0.10
HB:t=14876,m=S,run=1,el=194,er=202,yaw=-0.2,yr=-1.4,pc=13,hd=6,dp=4,OL=99,OR=87,hi=0.10
HB:t=14877,m=S,run=1,el=194,er=202,yaw=-0.2,yr=-1.4,pc=13,hd=6,dp=4,OL=99,OR=87,hi=0.10
HB:t=15097,m=S,run=1,el=223,er=217,yaw=-0.3,yr=-0.1,pc=16,hd=2,dp=0,OL=98,OR=94,hi=0.10
HB:t=15097,m=S,run=1,el=223,er=217,yaw=-0.3,yr=-0.1,pc=16,hd=2,dp=0,OL=98,OR=94,hi=0.10
HB:t=15229,m=S,run=1,el=139,er=137,yaw=-0.2,yr=0.7,pc=19,hd=-1,dp=-2,OL=98,OR=100,hi=0.10
HB:t=15229,m=S,run=1,el=139,er=137,yaw=-0.2,yr=0.7,pc=19,hd=-1,dp=-2,OL=98,OR=100,hi=0.10
HB:t=15362,m=S,run=1,el=127,er=129,yaw=0.1,yr=0.1,pc=1,hd=-1,dp=0,OL=80,OR=82,hi=0.10
HB:t=15362,m=S,run=1,el=127,er=129,yaw=0.1,yr=0.1,pc=1,hd=-1,dp=0,OL=80,OR=82,hi=0.10
HB:t=15575,m=S,run=1,el=211,er=211,yaw=-0.0,yr=0.3,pc=8,hd=-1,dp=-1,OL=87,OR=89,hi=0.10
HB:t=15575,m=S,run=1,el=211,er=211,yaw=-0.0,yr=0.3,pc=8,hd=-1,dp=-1,OL=87,OR=89,hi=0.10
HB:t=15796,m=S,run=1,el=203,er=202,yaw=0.0,yr=-0.1,pc=13,hd=0,dp=0,OL=93,OR=93,hi=0.10
HB:t=15797,m=S,run=1,el=203,er=202,yaw=0.0,yr=-0.1,pc=13,hd=0,dp=0,OL=93,OR=93,hi=0.10
HB:t=15928,m=S,run=1,el=121,er=123,yaw=-0.0,yr=0.3,pc=16,hd=-1,dp=-1,OL=95,OR=97,hi=0.10
HB:t=15928,m=S,run=1,el=121,er=123,yaw=-0.0,yr=0.3,pc=16,hd=-1,dp=-1,OL=95,OR=97,hi=0.10
HB:t=16060,m=S,run=1,el=115,er=118,yaw=-0.4,yr=-0.6,pc=2,hd=5,dp=2,OL=87,OR=77,hi=0.10
HB:t=16061,m=S,run=1,el=115,er=118,yaw=-0.4,yr=-0.6,pc=2,hd=5,dp=2,OL=87,OR=77,hi=0.10
HB:t=16273,m=S,run=1,el=210,er=204,yaw=-0.3,yr=1.6,pc=8,hd=-3,dp=-5,OL=85,OR=91,hi=0.10
HB:t=16273,m=S,run=1,el=210,er=204,yaw=-0.3,yr=1.6,pc=8,hd=-3,dp=-5,OL=85,OR=91,hi=0.10
HB:t=16494,m=S,run=1,el=198,er=198,yaw=0.0,yr=3.3,pc=13,hd=-11,dp=-11,OL=82,OR=104,hi=0.10
HB:t=16495,m=S,run=1,el=198,
er=198,yaw=0.0,yr=3.3,pc=13,hd=-11,dp=-11,OL=82,OR=104,hi=0.10
HB:t=16716,m=S,run=1,el=209,er=227,yaw=-0.7,yr=-1.0,pc=16,hd=8,dp=3,OL=104,OR=88,hi=0.11
HB:t=16716,m=S,run=1,el=209,er=227,yaw=-0.7,yr=-1.0,pc=16,hd=8,dp=3,OL=104,OR=88,hi=0.11
HB:t=16848,m=S,run=1,el=139,er=132,yaw=-0.9,yr=-3.2,pc=19,hd=16,dp=10,OL=115,OR=83,hi=0.11
